file,HPO_codes,HPO_symptoms,starts,ends
8092198,"['0000119', '0010459', '0006316', '0032411', '0009794', '0000119', '0000365']","['renal dysplasia', 'intrafamilial and', 'interfamilial', 'variability', 'autosomal', 'dominant', 'branchial', 'arch anomalies', 'deafness']","['111', '178', '196', '210', '40', '50', '72', '82', '98']","['126', '195', '209', '221', '49', '58', '81', '96', '106']"
1456285,"['0001067', '0008689', '0000413', '0009588', '0031433', '0009726', '0002711', '0000119']","['neurofibromatosis', 'bilateral', 'acoustic', 'paraspinal neurinoma', 'neurinomas', 'other', 'tumors', 'central', 'nervous system']","['113', '35', '45', '461', '54', '69', '75', '89', '97']","['130', '44', '53', '481', '64', '74', '81', '96', '111']"
9225971,"['0008689', '0025025', '0100008', '0004734', '0002516', '0001263', '0002664', '0004734', '0001067']","['bilateral', 'vestibular', 'schwannomas', 'multiple', 'intracranial', 'meningiomas', 'neurinomas', 'retarded', 'tumor', 'multiple tumorigenesis', 'neurofibromatosis']","['128', '138', '149', '162', '171', '184', '200', '37', '555', '663', '66']","['137', '148', '160', '170', '183', '195', '210', '45', '560', '685', '83']"
7450780,"['0000166', '0000097', '0025356', '0001250', '0001250', '0010459', '0031588', '0000119', '0000748', '0000183', '0001290', '0000053', '0008204', '0000303', '0000119']","['severe', 'mental', 'retardation', 'epileptic', 'seizures', 'easily provoked and prolonged', 'happy puppet', 'paroxysms of', 'laughter', 'atactic', 'jerky movements', 'hypotonia', 'large', 'mandible with', 'prognathia', '2-3 cps spike and wave activity in the EEG', 'autosomal recessive']","['183', '190', '197', '210', '220', '230', '23', '260', '273', '283', '291', '308', '319', '325', '339', '355', '494']","['189', '196', '208', '219', '228', '259', '35', '272', '281', '290', '306', '317', '324', '338', '349', '397', '513']"
15734008,"['0001114', '0000700', '0025274', '0009794', '0000048', '0025274', '0000119', '0012855', '0009554', '0010459', '0000119', '0009793', '0025274', '0025274', '0000119', '0012855']","['ocular manifestations', 'fundus lesion', 'left orbital dermoid cyst', 'branchial', 'cleft fistula', 'iris pigment epithelial cyst', 'hamartoma of the retina', 'retina pigment epithelium', 'craniofacial,', 'auricular,', 'oral, and', 'ophthalmic anomalies', 'lacrimal sac fistula', 'orbital dermoid cyst', 'iris pigment epithelial cyst', 'hamartoma of the retina', 'retinal pigment epithelium']","['14', '161', '225', '274', '284', '472', '584', '612', '680', '694', '705', '715', '790', '812', '834', '877', '905']","['35', '174', '250', '283', '297', '500', '607', '637', '693', '704', '714', '735', '810', '832', '862', '900', '931']"
8954778,"['0031919', '0005346', '0031919', '0032411', '0030015', '0000119']","['Brachydactyly type C', 'variable expression', 'autosomal', 'brachydactyly type C', 'dominant', 'disorder', 'abnormal segmentation of the index and middle fingers']","['0', '160', '27', '293', '37', '46', '72']","['20', '179', '36', '313', '45', '54', '125']"
3547011,"['0008209', '0008209', '0000119', '0000169', '0030417', '0000119', '0100612', '0000718', '0100619', '0000119', '0100612', '0000132', '0006915', '0012421', '0009726', '0002511', '0200040', '0010459', '0003487', '0002710', '0012421', '0009726', '0012421', '0002671', '0002664']","['basal-cell carcinomata', 'medulloblastoma', 'meningioma', 'ovarian fibroma', 'ovarian', 'fibrosarcoma', 'fibrosarcoma of the jaws', 'cardiac fibroma', 'rhabdomyoma', 'basal-cell carcinoma', 'cysts of the jaws', 'skeletal--specifically', 'odontogenic keratocyst', 'aggression', 'basal cell cancers', 'rib--abnormalities', 'diagnosis of the disorder', 'abnormality--lies', 'odontogenic keratocyst', 'appears during', 'adolescence', 'skin', 'tumors', 'milia', 'epidermoid cysts', 'chalazia', 'comedones', 'palmar and', 'plantar', 'pits', 'skin', 'tumors', 'skin cancers', 'basal-cell carcinomas', 'comedones', 'somatic mutation', 'neoplasia']","['100', '1027', '1044', '1056', '1073', '1081', '1095', '1121', '1144', '11', '124', '147', '1598', '1635', '1649', '171', '1844', '1915', '319', '357', '372', '436', '441', '449', '456', '474', '484', '499', '510', '518', '541', '546', '804', '860', '887', '923', '972']","['122', '1042', '1054', '1071', '1080', '1093', '1119', '1136', '1155', '31', '141', '169', '1620', '1645', '1667', '189', '1869', '1932', '341', '371', '383', '440', '447', '454', '472', '482', '493', '509', '517', '522', '545', '552', '816', '881', '896', '939', '981']"
9811917,"['0002664', '0025025', '0009726', '0100008', '0006316', '0000707', '0002664', '0000413', '0000413', '0002664', '0002664', '0002664', '0000413']","['tumor', 'vestibular', 'tumors', 'schwannomas', 'hearing ability', 'neurologic deficits', 'tumor', 'acoustic neuromas', 'acoustic neuromas', 'tumor', 'tumor', 'tumor', 'acoustic neuromas']","['1039', '105', '1110', '116', '1545', '1569', '188', '2183', '461', '651', '715', '837', '86']","['1044', '115', '1116', '127', '1560', '1588', '193', '2200', '478', '656', '720', '842', '103']"
9182785,"['0000119', '0000748', '0001250', '0000119', '0002066', '0002066', '0000183', '0001344', '0001250', '0000061', '0002711', '0005484']","['Outbursts of', 'laughter', 'epilepsy', 'Ocular abnormalities', 'ataxic', 'keratoconus', 'ataxic', 'hypermotoric limb movements', 'lack of speech', 'epilepsy', 'facial appearance', 'deep set eyes', 'microcephaly']","['1091', '1104', '1235', '1369', '1514', '1898', '288', '298', '327', '364', '378', '945', '964']","['1103', '1112', '1243', '1389', '1520', '1909', '294', '325', '341', '372', '395', '958', '976']"
1750770,"['0012421', '0002664', '0000119', '0002376']","['dominantly inherited', 'skin', 'cancer', 'abnormal ribs', 'preterm infants']","['228', '268', '273', '84', '9']","['248', '272', '279', '97', '24']"
14699618,"['0000119', '0000119', '0000119', '0000242', '0000494', '0003778', '0000303', '0000766', '0000119', '0031067', '0000790', '0000193', '0005855', '0100619', '0100619']","['patellar dysplasia', 'abnormal clavicular shape', 'bridging of sella turcica', 'biparietal bossing', 'downward slanting palpebral fissures', 'mandible', 'prognathism', 'pectus excavatum', 'thumb abnormalities', 'basal cell nevus syndrome', 'occult', 'spina bifida', 'numerous', 'basal cell nevi', 'basal cell carcinoma']","['1155', '1178', '292', '319', '339', '377', '386', '399', '417', '42', '438', '445', '468', '477', '505']","['1173', '1203', '317', '337', '375', '385', '397', '415', '436', '67', '444', '457', '476', '492', '525']"
3688021,"['0000097', '0025356', '0001250', '0008568', '0002311', '0002591', '0001513', '0001290', '0000061', '0000316', '0000183', '0000119', '0000748', '0000061', '0000166']","['mental', 'retardation', 'seizures', 'ataxia', 'incoordination', 'voracious appetite', 'obesity', 'hypotonia', 'facial appearance', 'hypertelorism', 'ataxic-like movements', 'frequent, unprovoked and prolonged bouts of', 'laughter', 'facial appearance', 'severe']","['103', '110', '123', '136', '148', '277', '299', '353', '464', '531', '727', '750', '794', '807', '96']","['109', '121', '131', '142', '162', '295', '306', '362', '481', '544', '748', '793', '802', '824', '102']"
730159,"['0000119', '0000119', '0011473', '0032411', '0000119', '0031067', '0100619', '0100619']","['cysts of the jaw', 'abnormal calcifications', 'variable', 'autosomal', 'dominant', 'mode of inheritance', 'basal cell nevus syndrome', 'basal cell nevi', 'basal cell carcinoma']","['101', '148', '340', '418', '428', '437', '4', '59', '79']","['117', '171', '348', '427', '436', '456', '29', '74', '99']"
12011146,"['0100008', '0025025', '0100008', '0004904', '0025025', '0100008', '0031040', '0012741', '0025025', '0100008', '0000119', '0100013', '0002664', '0100013', '0002664', '0000119', '0012741', '0025025', '0100008', '0002664', '0002664', '0002664', '0002664', '0002664', '0012741', '0002664', '0025025']","['Neurofibromatosis', 'schwannoma', 'meningiomas', 'contralateral', 'vestibular', 'schwannoma', 'young', 'vestibular', 'schwannoma', 'age', 'unilateral', 'vestibular', 'schwannomas', 'bilateral disease', 'tumours', 'tumour', 'exclude mosaicism', 'tumours', 'tumour', 'bilateral disease', 'unilateral', 'vestibular', 'schwannoma', 'tumour', 'tumour', 'tumour', 'tumour', 'multilobular', 'tumour', 'unilateral', 'tumour', 'vestibular', 'somatic mosaicism']","['0', '101', '1039', '1106', '1120', '1131', '117', '1217', '1228', '123', '1309', '1320', '1331', '1376', '1433', '1508', '1536', '1650', '1733', '179', '276', '287', '298', '415', '555', '618', '686', '709', '722', '79', '822', '90', '947']","['17', '111', '1050', '1119', '1130', '1141', '122', '1227', '1238', '126', '1319', '1330', '1342', '1393', '1440', '1514', '1553', '1657', '1739', '196', '286', '297', '308', '421', '561', '624', '692', '721', '728', '89', '828', '100', '964']"
7747785,"['0000061', '0000119', '0000078', '0000078', '0000119', '0000078', '0000119', '0000130', '0002711', '0000119', '0008669', '0001290', '0000164', '0032411']","['atypical manifestations', 'craniofacial anomalies', 'infra-auricular skin defects', 'auricular defects', 'isolated anomalies', 'cervical defects', 'hemangiomatous', 'abnormal overlying skin, and draining sinus fistulae', 'Renal malformations', 'central', 'nervous system', 'development delays', 'hypotonia', 'speech problems', 'Autosomal', 'dominant', 'inheritance']","['1016', '196', '285', '342', '373', '400', '476', '506', '560', '619', '627', '707', '727', '763', '791', '801', '810']","['1039', '218', '313', '359', '391', '416', '490', '558', '579', '626', '641', '725', '736', '778', '800', '809', '821']"
2012134,"['0004904', '0002366', '0001010', '0001022', '0001022', '0012715', '0007824', '0001263', '0005484', '0001250', '0001290', '0002395', '0002487', '0000119', '0008734', '0000119']","['young', 'characteristic manifestations', 'hypopigmentation', 'albinism', 'oculocutaneous', 'albinism', 'profound', 'global', 'developmental delay', 'microcephaly', 'seizures', 'hypotonia', 'hyperreflexia', 'hyperkinesis', 'eye abnormalities', 'choroidal pigment hypoplasia', 'abnormal appearance']","['1051', '105', '1088', '1198', '228', '243', '559', '568', '575', '615', '638', '648', '659', '678', '756', '783', '856']","['1056', '134', '1104', '1206', '242', '251', '567', '574', '594', '627', '646', '657', '672', '690', '773', '811', '875']"
8658145,"['0002671', '0002664', '0006880', '0031067', '0000119', '0002664']","['basal cell carcinomas', 'cancer', 'somatic mutation', 'sporadic', 'basal cell nevus syndrome', 'developmental abnormalities', 'tumor']","['140', '192', '243', '265', '4', '57', '619']","['161', '198', '259', '273', '29', '84', '624']"
9546330,"['0001250', '0000061', '0011170', '0001250', '0001250', '0001250', '0001250', '0001250', '0008187', '0032411', '0002041', '0001250', '0000061', '0002909', '0001250', '0011468', '0011468', '0001250']","['epilepsy', 'atypical absences', 'myoclonias', 'atonic', 'seizures', 'epilepsy', 'epilepsy', 'epilepsy', 'epilepsy', 'characteristic EEGs', 'dominant', 'intractable', 'epilepsy', 'atypical absences', 'myoclonias', 'generalized extensor tonic', 'seizures', 'flexor spasms', 'Epileptic spasms', 'epilepsy']","['1013', '1049', '1068', '1083', '1090', '1181', '12', '1324', '1433', '521', '566', '701', '713', '744', '766', '802', '829', '841', '856', '980']","['1021', '1066', '1078', '1089', '1098', '1189', '20', '1332', '1441', '540', '574', '712', '721', '761', '776', '828', '837', '854', '872', '988']"
6859100,"['0000119', '0000119', '0025451', '0032411', '0000868', '0011473', '0008689', '0000407', '0000365', '0025318']","['or tag', 'duplication of the ureters', 'bifid renal pelvices', 'autosomal', 'dominant inheritance', 'reduced penetrance', 'variable', 'expressivity', 'bilateral', 'sensorineural', 'hearing loss', 'preauricular pit']","['110', '122', '152', '249', '259', '285', '308', '317', '53', '63', '77', '93']","['116', '148', '172', '258', '279', '303', '316', '329', '62', '76', '89', '109']"
2282716,"['0001067', '0006880', '0001604', '0001604', '0004734', '0004563', '0009726', '0001067', '0000413', '0000528']","['neurofibromatosis', 'sporadic', 'cases', 'sporadic cases', 'multiple', 'meningiomas', 'spinal', 'tumors', 'neurofibromatosis', 'acoustic', 'neurinomas', 'clinical', 'heterogeneity']","['124', '204', '213', '332', '407', '416', '432', '439', '46', '489', '498', '514', '523']","['141', '212', '218', '346', '415', '427', '438', '445', '63', '497', '508', '522', '536']"
9931336,"['0006880', '0002671', '0002664', '0002671', '0100619', '0100013', '0100619']","['sporadic', 'basal cell carcinomas', 'medulloblastomas', 'tumour', 'basal cell carcinomas', 'medulloblastomas', 'medulloblastoma', 'basal cell carcinoma', 'tumours', 'basal cell carcinoma']","['149', '158', '184', '239', '705', '734', '809', '866', '953', '97']","['157', '179', '200', '245', '726', '750', '824', '886', '960', '117']"
10569966,"['0100008', '0012421', '0001067', '0100008', '0000119', '0100008', '0031919', '0100008', '0001087', '0100008', '0100008', '0032411', '0002664']","['Neurofibromatosis', 'meningioma', 'schwannoma', 'skin features', 'neurofibromas', 'schwannomas', ' patches, who th', 'schwannomas', 'bromatosis type 1', 'meningiomas', 'meningioma', 'schwannoma', 'childhood', 'meningioma', 'schwannoma', 'Tumour', 'autosomal', 'meningioma', 'schwannoma', 'dominant', 'tumour', 'meningioma', 'Tumour']","['0', '1092', '1104', '1120', '1143', '1157', '1199', '119', '1254', '135', '191', '205', '368', '378', '393', '496', '53', '549', '564', '63', '796', '928', '968']","['17', '1102', '1114', '1133', '1156', '1168', '1215', '130', '1271', '146', '201', '215', '377', '388', '403', '502', '62', '559', '574', '71', '802', '938', '974']"
12900905,"['0000790', '0002944', '0002376', '0004734', '0010459', '0003487', '0002710', '0008675', '0000119', '0000132', '0100279', '0100279', '0100279', '0001087', '0000708', '0100279']","['blood stools', 'scoliosis', 'infancy', 'multiple nevi', 'palmar and', 'plantar', 'pits', 'jaw cysts', 'calcification of the falx cerebri', 'edematous and spotty bleeding mucosa', 'ulcerative', 'colitis', 'ulcerative', 'colitis', 'ulcerative', 'colitis', 'childhood', 'ulcerative', 'intestinal disorders', 'colitis']","['126', '163', '182', '221', '236', '247', '255', '261', '276', '386', '522', '533', '596', '607', '766', '777', '807', '84', '911', '95']","['138', '172', '189', '234', '246', '254', '259', '270', '309', '422', '532', '540', '606', '614', '776', '784', '816', '94', '931', '102']"
16401744,"['0031475', '0001250', '0000733', '0001250', '0001250', '0000183', '0001250', '0001250', '0001250', '0001250', '0001087', '0012368', '0001250', '0008209', '0012368', '0031588', '0001250', '0001087', '0000119', '0000748', '0012878', '0001250', '0001250', '0002793', '0001250', '0001250', '0000166', '0000097', '0001250', '0025356', '0001250', '0001250', '0000061', '0011150', '0010459', '0032660', '0001250', '0002167', '0001945']","['status epilepticus', 'seizures', 'stereotyped', 'seizures', 'seizure', 'jerky movements', 'epilepsy', 'seizure', 'seizure', 'epilepsy', 'childhood', 'behavioral profile', 'Epilepsy', 'epilepsy', 'early onset', 'electroclinical profile', 'happy disposition', 'seizure', 'childhood', 'outbursts of', 'laughter', 'developmentally delayed', 'epilepsy', 'epilepsy', 'electroencephalographic patterns', 'epilepsy', 'Epilepsy', 'Epilepsy', 'epilepsy', 'severe', 'mental', 'epilepsy', 'retardation', 'epilepsy', 'seizure', 'atypical absences', 'myoclonic', 'and', 'tonic-clonic', 'seizures', 'speech disorder', 'Epilepsy', 'fever']","['1017', '1114', '111', '1156', '1175', '123', '1247', '1350', '1371', '1479', '1531', '155', '1674', '1784', '1798', '1826', '182', '1860', '2022', '204', '217', '2246', '2316', '262', '286', '372', '523', '646', '665', '67', '74', '783', '81', '823', '838', '857', '879', '889', '893', '906', '94', '954', '977']","['1035', '1122', '122', '1164', '1182', '138', '1255', '1357', '1378', '1487', '1540', '173', '1682', '1792', '1809', '1849', '199', '1867', '2031', '216', '225', '2269', '2324', '270', '318', '380', '531', '654', '673', '73', '80', '791', '92', '831', '845', '874', '888', '892', '905', '914', '109', '962', '982']"
6973119,"['0000133', '0000365', '0000365', '0000405', '0000119', '0000119', '0100277', '0000365']","['mixed', 'hearing loss', 'hearing loss', 'conduction', 'ankylosis of the stapes', 'disconnection of the ossicular chain', 'earpit', 'deafness']","['408', '414', '452', '480', '495', '524', '75', '82']","['413', '426', '464', '490', '518', '560', '81', '90']"
15190457,"['0009726', '0002516', '0004563', '0009726', '0011223', '0002516', '0004563', '0009726', '0009726', '0000119', '0009726', '0009726', '0032411', '0009726', '0002516', '0004563', '0009726', '0009726', '0009726']","['Neurofibromatosis', 'tumors', 'intrafamilial correlations', 'intracranial', 'meningiomas', 'spinal', 'tumors', 'cranial nerve', 'intracranial', 'meningiomas', 'spinal', 'tumors', 'tumors', 'nervous system', 'tumors', 'autosomal', 'tumors', 'dominant', 'tumors', 'intrafamilial correlation', 'intracranial', 'meningiomas', 'spinal', 'tumors', 'tumors', 'tumors', 'somatic mosaicism']","['0', '1012', '1129', '1160', '1173', '1189', '1196', '128', '1366', '1379', '1392', '1399', '1428', '162', '177', '32', '370', '42', '459', '708', '806', '819', '832', '839', '84', '868', '970']","['17', '1018', '1155', '1172', '1184', '1195', '1202', '141', '1378', '1390', '1398', '1405', '1434', '176', '183', '41', '376', '50', '465', '733', '818', '830', '838', '845', '90', '874', '987']"
7835901,"['0100619', '0010459']","['basal cell carcinoma', 'malformations and carcinogenesis']","['179', '261']","['199', '293']"
10593995,"['0000465', '0000465', '0410030', '0000134', '0000175', '0012674', '0000065', '0002710', '0001770', '0000119', '0000119', '0000044', '0032411', '0032411', '0410030', '0008501', '0012674', '0000065', '0002710', '0030015']","['Popliteal', 'pterygium', 'popliteal webbing', 'cleft lip', ',', 'cleft palate', 'lower', 'lip', 'pits', 'syndactyly', 'genital and', 'nail anomalies', 'isolated case', 'autosomal', 'autosomal', 'dominant', 'dominant', 'cleft lip', 'palate', 'lower', 'lip', 'pits', 'disorder']","['0', '10', '189', '208', '217', '219', '233', '239', '243', '249', '265', '277', '370', '45', '548', '558', '55', '583', '593', '625', '631', '635', '64']","['9', '19', '206', '217', '218', '231', '238', '242', '247', '259', '276', '291', '383', '54', '557', '566', '63', '592', '599', '630', '634', '639', '72']"
10771486,"['0000119', '0012421', '0100008', '0012421', '0009726', '0001067', '0012421', '0009726', '0012421', '0001067', '0009726', '0001067', '0012421', '0009726', '0012421', '0009726', '0001067', '0012421', '0009726', '0001067', '0012421', '0009726', '0100008', '0001067', '0001067', '0001067', '0009726', '0009726', '0025025', '0100008']","['Schwannomas in the skin', 'skin', 'schwannomas', 'skin', 'tumors', 'neurofibromatosis', 'skin', 'tumors', 'skin', 'neurofibromatosis', 'tumors', 'neurofibromatosis', 'skin', 'tumors', 'skin', 'tumors', 'neurofibromatosis', 'skin', 'tumors', 'neurofibromatosis', 'skin', 'tumors', 'schwannomas', 'neurofibromas', 'neurofibromatosis', 'neurofibromatosis', 'tumors', 'tumors', 'vestibular', 'schwannomas', 'meningiomas']","['0', '1011', '1016', '1086', '1091', '1119', '1150', '1155', '116', '1198', '121', '1252', '1385', '1390', '1428', '1433', '189', '217', '222', '275', '360', '365', '376', '397', '420', '51', '652', '788', '886', '897', '913']","['23', '1015', '1027', '1090', '1097', '1136', '1154', '1161', '120', '1215', '127', '1269', '1389', '1396', '1432', '1439', '206', '221', '228', '292', '364', '371', '387', '410', '437', '68', '658', '794', '896', '908', '924']"
7246489,"['0000183', '0000303', '0010808', '0000719', '0000119', '0000748', '0000166', '0000097', '0025356', '0001250']","['puppet-like', 'ataxic movements', 'microbrachycephaly', 'prognathism', 'tongue protrusion', 'inappropriate', 'paroxysms of', 'laughter', 'severe', 'mental', 'retardation', 'epilepsy']","['104', '116', '134', '154', '167', '190', '204', '217', '67', '74', '81', '94']","['115', '132', '152', '165', '184', '203', '216', '225', '73', '80', '92', '102']"
18423521,"['0011473', '0000119', '0000078', '0000119', '0000061', '0000356', '0008665', '0003191', '0025451', '0000119', '0032411', '0000175', '0030015', '0000078']","['variable expressivity', 'genetic', 'heterogeneity', 'cutaneous anomalies', 'infra- and/or supra-auricular defects', 'ocular anomalies', 'facial appearance', 'malformed pinnae', 'oral', 'clefts', 'renal and', 'ectodermal (dental and hair) anomalies', 'autosomal-', 'dominant', 'cleft palate', 'craniofacial disorder', 'de novo']","['107', '1095', '1103', '157', '188', '254', '287', '306', '324', '329', '358', '368', '48', '58', '67', '80', '824']","['128', '1102', '1116', '176', '225', '270', '304', '322', '328', '335', '367', '406', '58', '66', '79', '101', '831']"
3287922,"['0001604', '0004916', '0004734', '0004442', '0001371', '0002804', '0004916', '0002804', '0006316']","['prenatally diagnosed cases', 'distal', 'multiple', 'joint', 'contractures', 'arthrogryposis', 'distal', 'arthrogryposis', 'variability']","['364', '36', '394', '403', '409', '43', '541', '548', '598']","['390', '42', '402', '408', '421', '57', '547', '562', '609']"
1479599,"['0025025', '0100008', '0009588', '0011223', '0004563', '0100013', '0000518', '0002813', '0002664', '0100008', '0001067']","['heterogeneity', 'vestibular', 'schwannomas', 'acoustic neuroma', 'cranial', 'meningiomas', 'spinal', 'tumours', 'cataract', 'interfamilial differences', 'tumour', 'Vestibular', 'schwannomas', 'neurofibromatosis']","['1036', '282', '293', '306', '325', '333', '350', '357', '639', '692', '742', '765', '776', '96']","['1049', '292', '304', '322', '332', '344', '356', '364', '647', '717', '748', '775', '787', '113']"
2035528,"['0001263', '0000119', '0000119']","['mentally retarded', 'phenotypic abnormalities', 'abnormal development']","['13', '859', '970']","['30', '883', '990']"
1348213,"['0008209', '0002664', '0000078', '0002664', '0032411', '0006880', '0002671', '0030015', '0002671', '0008209', '0006880', '0002671', '0009726', '0000119', '0009726', '0002664']","['ovarian fibromas', 'medulloblastomas', 'cancer', 'developmental defects', 'autosomal', 'tumor', 'dominant', 'sporadic', 'basal cell carcinomas', 'disorder', 'basal cell carcinomas', 'ovarian fibroma', 'sporadic', 'basal cell carcinomas', 'tumors', 'basal cell carcinomas of the skin', 'tumors', 'tumor']","['105', '127', '195', '226', '22', '325', '32', '393', '402', '41', '438', '478', '573', '582', '625', '70', '869', '955']","['121', '143', '201', '247', '31', '330', '40', '401', '423', '49', '459', '493', '581', '603', '631', '103', '875', '960']"
1362220,"['0006880', '0001604', '0002511', '0032411']","['sporadic', 'cases', 'familial AS', 'autosomal', 'dominant inheritance']","['348', '357', '397', '497', '507']","['356', '362', '408', '506', '527']"
3281570,"['0000119', '0031919', '0001831', '0011340']","['feet abnormalities', 'type C', 'brachydactyly', 'incomplete penetrance']","['102', '12', '19', '76']","['120', '18', '32', '97']"
8160736,"['0010459', '0000119', '0012741', '0025451', '0008689', '0000119', '0000119', '0000689', '0008669']","['ocular and', 'branchial abnormalities', 'unilateral', 'renal agenesis', 'bilateral supra-auricular sinuses', 'otic vesicle sinus tract', 'development of the optic vesicles', 'branchial arches', 'contiguous gene deletion syndrome']","['192', '203', '275', '286', '419', '501', '686', '721', '949']","['202', '226', '285', '300', '452', '525', '719', '737', '982']"
1478663,"['0000407', '0000365', '0000159', '0000384', '0002710', '0000048', '0000077', '0032411', '0030015']","['deaf', 'hearing impairment', 'lop-ear deformity', 'preauricular', 'pits', 'branchial cleft sinus tracts', 'renal anomalies', 'autosomal', 'dominant', 'disorder', 'profoundly']","['103', '133', '178', '197', '210', '216', '250', '32', '42', '51', '92']","['107', '151', '195', '209', '214', '244', '265', '41', '50', '59', '102']"
10440824,"['0009794', '0011613', '0010459', '0025451', '0000119', '0000119', '0000119']","['branchial', 'arch,', 'otic, and', 'renal malformations', 'unilateral duplication of the facial nerve', 'cholesteatoma', 'cholesteatoma', 'anomalies of the facial nerve', 'cholesteatoma', 'cholesteatoma', 'anomalies of the facial nerve']","['138', '148', '154', '164', '275', '376', '421', '439', '546', '59', '77']","['147', '153', '163', '183', '317', '389', '434', '468', '559', '72', '106']"
6829601,"['0009794', '0003191', '0000065', '0011338', '0000061', '0007633', '0000078', '0001604', '0011338', '0000119']","['hemangiomatous', 'branchial', 'clefts', 'lip pseudoclefts', 'unusual', 'facial appearance', 'microphthalmia', 'nasolacrimal duct obstruction', 'sporadic cases', 'unusual', 'craniofacial anomalies']","['101', '116', '126', '134', '166', '174', '217', '256', '300', '56', '64']","['115', '125', '132', '150', '173', '191', '231', '285', '314', '63', '86']"
3100017,"['0001067', '0001067']","['neurofibromatosis', 'neurofibromatosis']","['331', '95']","['348', '112']"
1496981,"['0006880', '0009588', '0009726', '0002664', '0006880', '0009726', '0009726', '0001067', '0002664', '0006880', '0000413', '0100008', '0009726', '0002664', '0009726', '0009588']","['sporadic', 'acoustic neuroma', 'tumors', 'tumor', 'sporadic', 'tumors', 'tumors', 'neurofibromatosis', 'tumor', 'sporadic', 'acoustic neuromas', 'meningiomas', 'schwannomas', 'ependymomas', 'tumors', 'tumor', 'tumors', 'acoustic neuroma']","['1285', '1294', '1487', '1656', '181', '190', '424', '4', '509', '581', '609', '628', '641', '658', '726', '80', '952', '963']","['1293', '1310', '1493', '1661', '189', '196', '430', '21', '514', '589', '626', '639', '652', '669', '732', '85', '958', '979']"
9556704,"['0000097', '0025356', '0000119', '0000119', '0000119']","['mental', 'retardation', 'structural abnormality', 'abnormality results', 'multiple anomalies']","['111', '118', '1321', '755', '88']","['117', '129', '1343', '774', '106']"
9643284,"['0025025', '0000119', '0100008', '0001067', '0100013', '0025025', '0100008', '0008689']","['vestibular', 'associated with milder disease than other similar mutations', 'schwannomas', 'neurofibromatosis', 'CNS', 'tumours', 'vestibular', 'schwannoma', 'bilateral']","['103', '1128', '114', '64', '899', '903', '926', '937', '93']","['113', '1187', '125', '81', '902', '910', '936', '947', '102']"
12219090,"['0008501', '0032411', '0032411', '0000119', '0000048', '0000065', '0002710', '0410030', '0000119', '0000465', '0012421', '0000078', '0006333']","['fusing palate', 'dominant', 'autosomal', 'dominant', 'form', 'cleft lip and palate', 'lip', 'pits', 'cleft lip', 'or palate', 'Popliteal', 'pterygium', 'skin and', 'genital anomalies', 'Phenotypic overlap']","['1197', '1376', '490', '500', '509', '517', '543', '547', '594', '604', '615', '625', '731', '740', '759']","['1210', '1384', '499', '508', '513', '537', '546', '551', '603', '613', '624', '634', '739', '757', '777']"
9012416,"['0004734', '0003250', '0001371', '0002804']","['Distal', 'multiple', 'congenital', 'contractures', 'arthrogryposis']","['0', '120', '129', '140', '7']","['6', '128', '139', '152', '21']"
1248162,"['0000133', '0000365', '0031919', '0000119', '0025405', '0000463', '0002710', '0000048', '0100277', '0008689', '0000119', '0000119', '0000119', '0000048', '0100277', '0008689', '0000113', '0009794', '0000678']","['mixed', 'hearing loss', 'Mondini type', 'cochlear malformation', 'stapes fixation', 'cup-shaped, anteverted pinnae', 'prehelical', 'pits', 'branchial cleft', 'fistulas', 'bilateral', 'renal dysplasia', 'anomalies of the collecting system', 'aplasia of the lacrimal ducts', 'branchial cleft', 'fistulas', 'bilateral', 'polycystic kidneys', 'branchial', 'arch syndromes']","['144', '150', '170', '183', '209', '230', '275', '286', '306', '322', '340', '350', '370', '447', '542', '558', '571', '581', '862', '872']","['149', '162', '182', '204', '224', '259', '285', '290', '321', '330', '349', '365', '404', '476', '557', '566', '580', '599', '871', '886']"
11484202,"['0000407', '0000365', '0006880', '0000119', '0006316', '0001627', '0002023', '0011660', '0010957', '0001627', '0001155', '0005146', '0009778', '0008209']","['sensorineural', 'hearing loss', 'sporadic', 'Within and between families, the phenotype displays striking', 'variability', 'cardiac anomalies', 'imperforate anus', 'truncus arteriosus', 'pulmonary valve atresia', 'cardiac anomalies', 'hand anomalies', 'cardiac evaluation', 'hypoplastic thumbs', 'ear malformations']","['110', '124', '153', '163', '224', '455', '49', '508', '585', '644', '67', '780', '864', '87']","['123', '136', '161', '223', '235', '472', '65', '526', '608', '661', '81', '798', '882', '104']"
1307249,"['0009794', '0000134', '0000528', '0006316', '0032411', '0032411', '0030015', '0011473', '0007359']","['branchial', ', renal and auditory development', 'genetic', 'heterogeneity', 'clinical', 'variability', 'autosomal', 'autosomal', 'dominant', 'dominant', 'disorder', 'variable', 'manifestations affecting']","['116', '125', '302', '310', '340', '349', '40', '474', '484', '50', '59', '73', '91']","['125', '157', '309', '323', '348', '360', '49', '483', '492', '58', '67', '81', '115']"
7057963,"['0002711', '0000119', '0009726', '0002366', '0001067', '0008689', '0000413', '0009726']","['central', 'nervous system', 'tumors', 'Cutaneous manifestations', 'neurofibromatosis', 'bilateral', 'acoustic neuromas', 'tumors']","['157', '165', '180', '188', '216', '22', '32', '471']","['164', '179', '186', '212', '233', '31', '49', '477']"
