ID,HPO ID,Symptoms
27509301,[],[]
27510000,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27510458,['0005294'],['Arterial dissection']
27510556,"['0001658', '0001635']","['Myocardial infarction', 'Congestive heart failure']"
27510571,[],[]
27510784,"['0002664', '0100723', '0006753']","['Neoplasm', 'Gastrointestinal stroma tumor', 'Neoplasm of the stomach']"
27511214,"['0030766', '0000360', '0002321', '0000365']","['Ear pain', 'Tinnitus', 'Vertigo', 'Hearing impairment']"
27511456,['0025464'],['Increased reactive oxygen species production']
27511525,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27511629,[],[]
27511635,[],[]
27512256,[],[]
27512352,"['0002099', '0002088', '0012393']","['Asthma', 'Abnormal lung morphology', 'Allergy']"
27512369,['0100753'],['Schizophrenia']
27512378,[],[]
27513357,['0100806'],['Sepsis']
27513632,['0002206'],['Pulmonary fibrosis']
27514242,"['0001300', '0002180', '0001332', '0002307', '0031825', '0100595']","['Parkinsonism', 'Neurodegeneration', 'Dystonia', 'Drooling', 'Freezing of gait', 'Camptocormia']"
27514440,[],[]
27514572,[],[]
27514644,['0002664'],['Neoplasm']
27514764,"['0025464', '0031987', '0012517']","['Increased reactive oxygen species production', 'Diminished ability to concentrate', 'Reduced catalase activity']"
27515243,"['0001263', '0001250']","['Global developmental delay', 'Seizures']"
27515250,"['0001909', '0002488', '0006721']","['Leukemia', 'Acute leukemia', 'Acute lymphoblastic leukemia']"
27515303,[],[]
27515307,"['0030127', '0002664']","['Endometriosis', 'Neoplasm']"
27515404,[],[]
27515772,"['0002664', '0003003', '0002894', '0100273']","['Neoplasm', 'Colon cancer', 'Neoplasm of the pancreas', 'Neoplasm of the colon']"
27515958,['0001392'],['Abnormality of the liver']
27516217,"['0012443', '0100753']","['Abnormality of brain morphology', 'Schizophrenia']"
27516253,[],[]
27516254,[],[]
27516356,"['0002664', '0001402', '0030731', '0002896']","['Neoplasm', 'Hepatocellular carcinoma', 'Carcinoma', 'Neoplasm of the liver']"
27516476,"['0000855', '0009125']","['Insulin resistance', 'Lipodystrophy']"
27516747,"['0001575', '0012378']","['Mood changes', 'Fatigue']"
27516791,['0001695'],['Cardiac arrest']
27517885,[],[]
27518506,"['0002664', '0100526']","['Neoplasm', 'Neoplasm of the lung']"
27518527,"['0000845', '0012539', '0000870', '0000821', '0000851', '0002665', '0012191']","['Growth hormone excess', 'Non-Hodgkin lymphoma', 'Prolactin excess', 'Hypothyroidism', 'Congenital hypothyroidism', 'Lymphoma', 'B-cell lymphoma']"
27519262,[],[]
27519675,[],[]
27519886,[],[]
27521295,[],[]
27521418,['0001658'],['Myocardial infarction']
27521864,[],[]
27521980,[],[]
27522061,"['0002088', '0002664']","['Abnormal lung morphology', 'Neoplasm']"
27522512,"['0001682', '0001659', '0005162']","['Subvalvular aortic stenosis', 'Aortic regurgitation', 'Left ventricular dysfunction']"
27524031,['0005855'],['Multiple prenatal fractures']
27524208,[],[]
27524790,[],[]
27524875,['0002664'],['Neoplasm']
27524991,['0031987'],['Diminished ability to concentrate']
27525173,"['0003560', '0003741']","['Muscular dystrophy', 'Congenital muscular dystrophy']"
27525549,[],[]
27526315,[],[]
27526663,[],[]
27528428,['0001944'],['Dehydration']
27528471,"['0000739', '0000716']","['Anxiety', 'Depressivity']"
27528862,[],[]
27529135,[],[]
27529866,"['0002664', '0001626', '0011110', '0025439']","['Neoplasm', 'Abnormality of the cardiovascular system', 'Tonsillitis', 'Pharyngitis']"
27530053,[],[]
27530243,"['0002664', '0100526']","['Neoplasm', 'Neoplasm of the lung']"
27530333,[],[]
27530547,[],[]
27531288,"['0000518', '0000519', '0012627']","['Cataract', 'Developmental cataract', 'Pseudoexfoliation']"
27532007,[],[]
27532629,[],[]
27532798,['0012399'],['Pressure ulcer']
27532819,[],[]
27533056,"['0001677', '0001626', '0001658', '0001297', '0004950']","['Coronary artery atherosclerosis', 'Abnormality of the cardiovascular system', 'Myocardial infarction', 'Stroke', 'Peripheral arterial stenosis']"
27533082,['0002664'],['Neoplasm']
27533383,[],[]
27533401,[],[]
27533420,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27534108,[],[]
27534355,['0000505'],['Visual impairment']
27534399,[],[]
27534567,['0100716'],['Self-injurious behavior']
27534734,[],[]
27534961,"['0002664', '0002018', '0002013']","['Neoplasm', 'Nausea', 'Vomiting']"
27535101,[],[]
27535586,[],[]
27536134,"['0002664', '0003003']","['Neoplasm', 'Colon cancer']"
27536472,"['0001159', '0001770']","['Syndactyly', 'Toe syndactyly']"
27536475,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27537530,"['0002204', '0001907', '0004325']","['Pulmonary embolism', 'Thromboembolism', 'Decreased body weight']"
27537689,[],[]
27538344,['0002360'],['Sleep disturbance']
27538372,[],[]
27538473,"['0000717', '0000729']","['Autism', 'Autistic behavior']"
27539002,[],[]
27539945,[],[]
27539962,"['0100753', '0004305']","['Schizophrenia', 'Involuntary movements']"
27540024,[],[]
27540584,[],[]
27541815,[],[]
27542164,['0001510'],['Growth delay']
27542380,[],[]
27542694,[],[]
27542782,[],[]
27542789,"['0001650', '0001659', '0001678', '0001709', '0011706', '0011707', '0011708']","['Aortic valve stenosis', 'Aortic regurgitation', 'Atrioventricular block', 'Third degree atrioventricular block', 'Second degree atrioventricular block', 'Mobitz I atrioventricular block', 'Mobitz II atrioventricular block']"
27542814,[],[]
27543814,['0001510'],['Growth delay']
27543896,['0025337'],['Red eye']
27544735,[],[]
27544871,[],[]
27544926,['0009733'],['Glioma']
27545082,"['0040083', '0100021']","['Toe walking', 'Cerebral palsy']"
27545399,[],[]
27545500,[],[]
27545685,[],[]
27545829,[],[]
27546025,[],[]
27546367,['0100716'],['Self-injurious behavior']
27546724,"['0000716', '0011675', '0001658', '0001635', '0001297', '0001268']","['Depressivity', 'Arrhythmia', 'Myocardial infarction', 'Congestive heart failure', 'Stroke', 'Mental deterioration']"
27547341,[],[]
27547432,['0001685'],['Myocardial fibrosis']
27547536,[],[]
27548715,[],[]
27548784,[],[]
27548895,"['0000639', '0006934', '0000505', '0007663', '0001022']","['Nystagmus', 'Congenital nystagmus', 'Visual impairment', 'Reduced visual acuity', 'Albinism']"
27549420,[],[]
27550416,"['0001369', '0001370', '0002758']","['Arthritis', 'Rheumatoid arthritis', 'Osteoarthritis']"
27550556,['0010522'],['Dyslexia']
27551182,"['0002027', '0012223']","['Abdominal pain', 'Splenic rupture']"
27551242,"['0012378', '0100543', '0000739', '0000716']","['Fatigue', 'Cognitive impairment', 'Anxiety', 'Depressivity']"
27551992,[],[]
27552486,[],[]
27552906,"['0002099', '0006510', '0002792']","['Asthma', 'Chronic obstructive pulmonary disease', 'Reduced vital capacity']"
27553051,"['0000518', '0000519']","['Cataract', 'Developmental cataract']"
27553121,['0000739'],['Anxiety']
27553395,[],[]
27553588,"['0002098', '0002094', '0005957', '0002093', '0002172']","['Respiratory distress', 'Dyspnea', 'Breathing dysregulation', 'Respiratory insufficiency', 'Postural instability']"
27553875,['0002721'],['Immunodeficiency']
27554678,['0025464'],['Increased reactive oxygen species production']
27554917,['0002035'],['Rectal prolapse']
27555478,[],[]
27555654,[],[]
27555752,[],[]
27555898,[],[]
27555975,[],[]
27556293,['0100661'],['Trigeminal neuralgia']
27556586,"['0000739', '0002664', '0012649']","['Anxiety', 'Neoplasm', 'Increased inflammatory response']"
27557464,"['0002829', '0200025']","['Arthralgia', 'Mandibular pain']"
27558728,[],[]
27558793,[],[]
27559131,[],[]
27559330,"['0030050', '0001945', '0002524']","['Narcolepsy', 'Fever', 'Cataplexy']"
27559734,[],[]
27560368,[],[]
27560647,[],[]
27561345,"['0000939', '0005855', '0011001']","['Osteoporosis', 'Multiple prenatal fractures', 'Increased bone mineral density']"
27562025,[],[]
27562210,"['0012115', '0032101']","['Hepatitis', 'Unusual infection']"
27562951,[],[]
27563006,"['0009830', '0002664', '0003002', '0012533', '0031005']","['Peripheral neuropathy', 'Neoplasm', 'Breast carcinoma', 'Allodynia', 'Hyperalgesia']"
27563025,[],[]
27563235,"['0002664', '0100526']","['Neoplasm', 'Neoplasm of the lung']"
27563616,"['0002664', '0100612', '0000718']","['Neoplasm', 'Odontogenic neoplasm', 'Aggressive behavior']"
27565266,[],[]
27565311,['0025464'],['Increased reactive oxygen species production']
27565870,[],[]
27565913,"['0002664', '0100526', '0004325']","['Neoplasm', 'Neoplasm of the lung', 'Decreased body weight']"
27565983,[],[]
27566296,[],[]
27566320,[],[]
27566564,"['0002669', '0002664', '0001824', '0001941', '0031987']","['Osteosarcoma', 'Neoplasm', 'Weight loss', 'Acidosis', 'Diminished ability to concentrate']"
27566854,[],[]
27567148,"['0000010', '0025439', '0011947', '0000371', '0000388', '0000246', '0000255']","['Recurrent urinary tract infections', 'Pharyngitis', 'Respiratory tract infection', 'Acute otitis media', 'Otitis media', 'Sinusitis', 'Acute sinusitis']"
27567226,"['0001369', '0001370', '0002037']","['Arthritis', 'Rheumatoid arthritis', 'Inflammation of the large intestine']"
27567951,"['0002664', '0001392']","['Neoplasm', 'Abnormality of the liver']"
27568025,[],[]
27568206,"['0002664', '0012174', '0030692', '0009733']","['Neoplasm', 'Glioblastoma multiforme', 'Brain neoplasm', 'Glioma']"
27568284,"['0000252', '0011451']","['Microcephaly', 'Congenital microcephaly']"
27568582,[],[]
27568672,"['0002664', '0000952']","['Neoplasm', 'Jaundice']"
27569032,"['0002664', '0012125']","['Neoplasm', 'Prostate cancer']"
27569088,['0002664'],['Neoplasm']
27569827,[],[]
27569995,"['0002354', '0000716']","['Memory impairment', 'Depressivity']"
27570111,[],[]
27570140,[],[]
27570362,[],[]
27570556,[],[]
27570685,['0001250'],['Seizures']
27570938,[],[]
27570955,"['0012075', '0100710', '0012076']","['Personality disorder', 'Impulsivity', 'Borderline personality disorder']"
27570972,['0030049'],['Brain abscess']
27571215,"['0001392', '0006557', '0001396', '0001407']","['Abnormality of the liver', 'Polycystic liver disease', 'Cholestasis', 'Hepatic cysts']"
27571223,[],[]
27571264,['0002725'],['Systemic lupus erythematosus']
27571385,['0000020'],['Urinary incontinence']
27571883,['0002861'],['Melanoma']
27572131,"['0000819', '0005978', '0001513', '0002076', '0000739', '0000716', '0002180', '0000708', '0001626']","['Diabetes mellitus', 'Type II diabetes mellitus', 'Obesity', 'Migraine', 'Anxiety', 'Depressivity', 'Neurodegeneration', 'Behavioral abnormality', 'Abnormality of the cardiovascular system']"
27572277,"['0001824', '0000855']","['Weight loss', 'Insulin resistance']"
27572614,"['0010550', '0001297', '0031649']","['Paraplegia', 'Stroke', 'Aortic rupture']"
27573109,[],[]
27573199,['0012733'],['Macule']
27573470,"['0000855', '0001397', '0001510', '0004325', '0003077']","['Insulin resistance', 'Hepatic steatosis', 'Growth delay', 'Decreased body weight', 'Hyperlipidemia']"
27573702,"['0002721', '0002315', '0001945']","['Immunodeficiency', 'Headache', 'Fever']"
27574277,['0031846'],['Femur fracture']
27574814,[],[]
27575455,[],[]
27575503,"['0000086', '0030731']","['Ectopic kidney', 'Carcinoma']"
27575716,"['0003119', '0003563']","['Abnormality of lipid metabolism', 'Decreased LDL cholesterol concentration']"
27576084,[],[]
27576608,[],[]
27576906,['0002664'],['Neoplasm']
27576941,['0002527'],['Falls']
27577517,[],[]
27577581,"['0000822', '0000123']","['Hypertension', 'Nephritis']"
27577957,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27578508,['0012115'],['Hepatitis']
27578611,[],[]
27578894,[],[]
27578983,"['0002664', '0100526', '0002860', '0030359', '0030731']","['Neoplasm', 'Neoplasm of the lung', 'Squamous cell carcinoma', 'Squamous cell lung carcinoma', 'Carcinoma']"
27579316,"['0001650', '0001654']","['Aortic valve stenosis', 'Abnormal heart valve morphology']"
27580090,['0031012'],['Thin-cap fibroatheroma']
27580517,[],[]
27580610,"['0000739', '0000716', '0012378', '0002725']","['Anxiety', 'Depressivity', 'Fatigue', 'Systemic lupus erythematosus']"
27580729,[],[]
27580908,[],[]
27581456,['0002664'],['Neoplasm']
27581464,[],[]
27582109,"['0000147', '0000855']","['Polycystic ovaries', 'Insulin resistance']"
27582170,['0001513'],['Obesity']
27582280,[],[]
27583127,[],[]
27583176,['0001342'],['Cerebral hemorrhage']
27583405,[],[]
27585079,['0100699'],['Scarring']
27585205,['0001626'],['Abnormality of the cardiovascular system']
27585843,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27586108,"['0003414', '0002757', '0006640']","['Atlantoaxial dislocation', 'Recurrent fractures', 'Multiple rib fractures']"
27587390,[],[]
27587730,[],[]
27588084,"['0000969', '0002181', '0001945', '0002315', '0002138']","['Edema', 'Cerebral edema', 'Fever', 'Headache', 'Subarachnoid hemorrhage']"
27588139,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27588892,[],[]
27588935,[],[]
27589009,"['0001369', '0001370', '0002664', '0100280', '0002583', '0100279']","['Arthritis', 'Rheumatoid arthritis', 'Neoplasm', ""Crohn's disease"", 'Colitis', 'Ulcerative colitis']"
27589720,"['0002637', '0001297', '0000969', '0025320', '0002140']","['Cerebral ischemia', 'Stroke', 'Edema', 'Leakage of dye on fundus fluorescein angiography', 'Ischemic stroke']"
27590021,"['0000123', '0002725']","['Nephritis', 'Systemic lupus erythematosus']"
27590047,[],[]
27590051,[],[]
27590630,"['0002664', '0009733']","['Neoplasm', 'Glioma']"
27591146,[],[]
27591323,['0002719'],['Recurrent infections']
27592178,[],[]
27593389,[],[]
27593461,[],[]
27593786,"['0002650', '0002948']","['Scoliosis', 'Vertebral fusion']"
27593936,"['0002664', '0100526', '0000718']","['Neoplasm', 'Neoplasm of the lung', 'Aggressive behavior']"
27594346,['0012115'],['Hepatitis']
27594695,[],[]
27595710,"['0005978', '0100651']","['Type II diabetes mellitus', 'Type I diabetes mellitus']"
27596135,"['0001677', '0003077']","['Coronary artery atherosclerosis', 'Hyperlipidemia']"
27596934,[],[]
27597857,[],[]
27597994,['0002664'],['Neoplasm']
27598153,[],[]
27598262,[],[]
27598351,"['0000246', '0001297']","['Sinusitis', 'Stroke']"
27598388,"['0002664', '0100526']","['Neoplasm', 'Neoplasm of the lung']"
27598421,[],[]
27598463,['0031273'],['Shock']
27598472,"['0002625', '0004936']","['Deep venous thrombosis', 'Venous thrombosis']"
27599001,['0025464'],['Increased reactive oxygen species production']
27599297,[],[]
27599756,[],[]
27599942,[],[]
27600888,['0000554'],['Uveitis']
27600929,[],[]
27601111,[],[]
27601238,[],[]
27601292,[],[]
27601501,[],[]
27601594,"['0002664', '0100615']","['Neoplasm', 'Ovarian neoplasm']"
27601937,"['0002664', '0100242']","['Neoplasm', 'Sarcoma']"
27602058,[],[]
27602107,"['0030731', '0002664']","['Carcinoma', 'Neoplasm']"
27602300,[],[]
27602302,[],[]
27602763,"['0002664', '0030358', '0030731']","['Neoplasm', 'Non-small cell lung carcinoma', 'Carcinoma']"
27602898,"['0031273', '0100806']","['Shock', 'Sepsis']"
27603112,['0004905'],['Vitamin A deficiency']
27603917,[],[]
27604152,[],[]
27604681,[],[]
27605910,"['0000739', '0002664', '0008163']","['Anxiety', 'Neoplasm', 'Decreased circulating cortisol level']"
27606118,['0100790'],['Hernia']
27606170,[],[]
27606477,"['0003198', '0009071', '0001324']","['Myopathy', 'Inflammatory myopathy', 'Muscle weakness']"
27606547,[],[]
27607849,[],[]
27607871,['0002664'],['Neoplasm']
27608043,"['0002664', '0100806', '0002014', '0002018']","['Neoplasm', 'Sepsis', 'Diarrhea', 'Nausea']"
27608180,[],[]
27608421,[],[]
27608841,"['0002664', '0100526', '0030731', '0002860', '0000718']","['Neoplasm', 'Neoplasm of the lung', 'Carcinoma', 'Squamous cell carcinoma', 'Aggressive behavior']"
27608968,"['0002023', '0000175', '0002098']","['Anal atresia', 'Cleft palate', 'Respiratory distress']"
27608985,[],[]
27609556,[],[]
27609696,[],[]
27609916,[],[]
27609921,[],[]
27610042,"['0001941', '0001622']","['Acidosis', 'Premature birth']"
27610122,['0002617'],['Dilatation']
27610145,[],[]
27610191,[],[]
27610217,"['0012393', '0002099', '0003193', '0012384']","['Allergy', 'Asthma', 'Allergic rhinitis', 'Rhinitis']"
27610437,[],[]
27611338,[],[]
27611704,[],[]
27611967,[],[]
27612043,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27612561,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27612680,[],[]
27612827,[],[]
27612907,"['0006772', '0005584', '0030731', '0031500', '0000075', '0002664']","['Renal angiomyolipoma', 'Renal cell carcinoma', 'Carcinoma', 'Abdominal mass', 'Renal duplication', 'Neoplasm']"
27613509,['0100753'],['Schizophrenia']
27613550,['0030731'],['Carcinoma']
27613669,[],[]
27613895,[],[]
27614145,"['0001541', '0001394', '0000969', '0001392']","['Ascites', 'Cirrhosis', 'Edema', 'Abnormality of the liver']"
27614386,[],[]
27614652,[],[]
27615860,[],[]
27616047,[],[]
27616751,[],[]
27616886,[],[]
27617011,[],[]
27617056,[],[]
27617108,[],[]
27617249,"['0000843', '0008200']","['Hyperparathyroidism', 'Primary hyperparathyroidism']"
27617315,"['0002664', '0012125']","['Neoplasm', 'Prostate cancer']"
27617383,"['0100333', '0410030', '0000366', '0410003']","['Unilateral cleft lip', 'Cleft lip', 'Abnormality of the nose', 'Cleft maxillary alveolus']"
27617793,['0031987'],['Diminished ability to concentrate']
27618138,"['0000246', '0000255']","['Sinusitis', 'Acute sinusitis']"
27618157,[],[]
27618260,[],[]
27618365,[],[]
27618497,"['0002615', '0000822', '0002883']","['Hypotension', 'Hypertension', 'Hyperventilation']"
27618734,"['0012740', '0031021']","['Papilloma', 'Squamous Papilloma']"
27618756,['0002664'],['Neoplasm']
27619032,"['0002104', '0040213', '0002781', '0010535', '0000201']","['Apnea', 'Hypopnea', 'Upper airway obstruction', 'Sleep apnea', 'Pierre-Robin sequence']"
27619227,[],[]
27620334,['0031319'],['Cardiomyocyte hypertrophy']
27620469,[],[]
27620892,['0010290'],['Short hard palate']
27621200,['0012378'],['Fatigue']
27621804,[],[]
27621870,['0012378'],['Fatigue']
27621953,['0030009'],['Cervical insufficiency']
27622027,['0002664'],['Neoplasm']
27622096,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27622108,['0000175'],['Cleft palate']
27622771,[],[]
27623277,"['0002664', '0100526', '0030358']","['Neoplasm', 'Neoplasm of the lung', 'Non-small cell lung carcinoma']"
27623376,[],[]
27623486,[],[]
27623532,"['0001369', '0001370', '0002758']","['Arthritis', 'Rheumatoid arthritis', 'Osteoarthritis']"
27623725,"['0000853', '0000820', '0000819', '0000739', '0000821', '0000851', '0100646']","['Goiter', 'Abnormality of the thyroid gland', 'Diabetes mellitus', 'Anxiety', 'Hypothyroidism', 'Congenital hypothyroidism', 'Thyroiditis']"
27623751,[],[]
27623760,['0001909'],['Leukemia']
27623945,['0002664'],['Neoplasm']
27624142,"['0001626', '0001635']","['Abnormality of the cardiovascular system', 'Congestive heart failure']"
27625093,"['0004308', '0011675', '0001635']","['Ventricular arrhythmia', 'Arrhythmia', 'Congestive heart failure']"
27625204,[],[]
27625333,"['0001635', '0002878']","['Congestive heart failure', 'Respiratory failure']"
27625449,"['0002202', '0002107', '0031944', '0012151', '0010310']","['Pleural effusion', 'Pneumothorax', 'Pleural thickening', 'Hemothorax', 'Chylothorax']"
27625705,['0001392'],['Abnormality of the liver']
27626099,[],[]
27626325,"['0001667', '0001714']","['Right ventricular hypertrophy', 'Ventricular hypertrophy']"
27626498,"['0030078', '0002664']","['Lung adenocarcinoma', 'Neoplasm']"
27626511,[],[]
27627778,['0005543'],['Reduced protein C activity']
27628042,"['0002664', '0002860', '0011459', '0030731']","['Neoplasm', 'Squamous cell carcinoma', 'Esophageal carcinoma', 'Carcinoma']"
27628070,[],[]
27628393,[],[]
27628933,[],[]
27629156,[],[]
27629246,[],[]
27629431,"['0002664', '0100526']","['Neoplasm', 'Neoplasm of the lung']"
27629727,"['0001649', '0004756', '0011675', '0001626', '0001635']","['Tachycardia', 'Ventricular tachycardia', 'Arrhythmia', 'Abnormality of the cardiovascular system', 'Congestive heart failure']"
27629905,['0000010'],['Recurrent urinary tract infections']
27630041,[],[]
27631472,"['0000202', '0410030']","['Oral cleft', 'Cleft lip']"
27631520,"['0100243', '0002664', '0100242']","['Leiomyosarcoma', 'Neoplasm', 'Sarcoma']"
27631550,['0002666'],['Pheochromocytoma']
27631624,[],[]
27631656,['0000365'],['Hearing impairment']
27632714,"['0000608', '0001097']","['Macular degeneration', 'Keratoconjunctivitis sicca']"
27632796,"['0011950', '0011947', '0011948', '0002783', '0030828', '0032169']","['Bronchiolitis', 'Respiratory tract infection', 'Acute respiratory tract infection', 'Recurrent lower respiratory tract infections', 'Wheezing', 'Severe infection']"
27632842,[],[]
27632886,['0001945'],['Fever']
27633344,"['0100749', '0002027']","['Chest pain', 'Abdominal pain']"
27633393,['0005110'],['Atrial fibrillation']
27633771,"['0002180', '0002511']","['Neurodegeneration', 'Alzheimer disease']"
27634004,[],[]
27634034,['0001297'],['Stroke']
27634305,"['0100280', '0002583', '0100279', '0002037']","[""Crohn's disease"", 'Colitis', 'Ulcerative colitis', 'Inflammation of the large intestine']"
27634338,['0002835'],['Aspiration']
27634799,"['0000112', '0002104', '0002870', '0010535', '0012622', '0012592']","['Nephropathy', 'Apnea', 'Obstructive sleep apnea', 'Sleep apnea', 'Chronic kidney disease', 'Albuminuria']"
27634880,"['0002664', '0031987']","['Neoplasm', 'Diminished ability to concentrate']"
27634905,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27635073,"['0001750', '0011675', '0001645', '0004308', '0001669', '0001636', '0001694', '0012382', '0031273']","['Single ventricle', 'Arrhythmia', 'Sudden cardiac death', 'Ventricular arrhythmia', 'Transposition of the great arteries', 'Tetralogy of Fallot', 'Right-to-left shunt', 'Left-to-right shunt', 'Shock']"
27635144,[],[]
27635325,['0000739'],['Anxiety']
27635790,['0002206'],['Pulmonary fibrosis']
27636378,[],[]
27636509,"['0100753', '0000716', '0002167', '0000738']","['Schizophrenia', 'Depressivity', 'Neurological speech impairment', 'Hallucinations']"
27636558,[],[]
27636763,"['0002754', '0030756']","['Osteomyelitis', 'Erythrodontia']"
27637516,[],[]
27637575,[],[]
27637577,[],[]
27638176,[],[]
27638250,['0100806'],['Sepsis']
27638646,['0001700'],['Myocardial necrosis']
27639061,[],[]
27639384,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27639826,"['0000855', '0002621', '0001513', '0005978', '0001626']","['Insulin resistance', 'Atherosclerosis', 'Obesity', 'Type II diabetes mellitus', 'Abnormality of the cardiovascular system']"
27639988,[],[]
27640134,[],[]
27641480,['0001945'],['Fever']
27642003,['0002664'],['Neoplasm']
27642330,[],[]
27642699,['0002172'],['Postural instability']
27643557,[],[]
27643784,"['0000685', '0006297']","['Hypoplasia of teeth', 'Hypoplasia of dental enamel']"
27643901,"['0001337', '0100022', '0001336', '0002072', '0001332']","['Tremor', 'Abnormality of movement', 'Myoclonus', 'Chorea', 'Dystonia']"
27643972,['0003510'],['Severe short stature']
27644077,"['0002511', '0011034']","['Alzheimer disease', 'Amyloidosis']"
27644674,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27644675,['0002664'],['Neoplasm']
27644688,['0012174'],['Glioblastoma multiforme']
27644702,['0030889'],['Congenital shortened small intestine']
27644855,[],[]
27645367,['0000716'],['Depressivity']
27645371,"['0001909', '0002488', '0006721', '0002664']","['Leukemia', 'Acute leukemia', 'Acute lymphoblastic leukemia', 'Neoplasm']"
27645456,[],[]
27645763,"['0011710', '0011713', '0001635', '0001650']","['Bundle branch block', 'Left bundle branch block', 'Congestive heart failure', 'Aortic valve stenosis']"
27646139,[],[]
27646508,"['0001824', '0001513', '0025502']","['Weight loss', 'Obesity', 'Overweight']"
27646543,[],[]
27646607,['0001943'],['Hypoglycemia']
27647451,"['0001513', '0000822', '0000819', '0005978', '0001626']","['Obesity', 'Hypertension', 'Diabetes mellitus', 'Type II diabetes mellitus', 'Abnormality of the cardiovascular system']"
27647474,['0025464'],['Increased reactive oxygen species production']
27647760,[],[]
27647762,['0002664'],['Neoplasm']
27648073,[],[]
27648078,[],[]
27648525,[],[]
27648744,"['0000708', '0000716']","['Behavioral abnormality', 'Depressivity']"
27649458,"['0100242', '0012570', '0002664', '0030448']","['Sarcoma', 'Synovial sarcoma', 'Neoplasm', 'Soft tissue sarcoma']"
27649667,[],[]
27649824,[],[]
27649982,"['0000822', '0007906', '0000501', '0012108']","['Hypertension', 'Ocular hypertension', 'Glaucoma', 'Open angle glaucoma']"
27650225,"['0002019', '0012450', '0001548']","['Constipation', 'Chronic constipation', 'Overgrowth']"
27650249,['0002067'],['Bradykinesia']
27650462,[],[]
27650514,"['0012378', '0001695']","['Fatigue', 'Cardiac arrest']"
27650531,['0001677'],['Coronary artery atherosclerosis']
27651148,[],[]
27651178,[],[]
27651569,[],[]
27651955,"['0100021', '0001288']","['Cerebral palsy', 'Gait disturbance']"
27651975,[],[]
27652573,[],[]
27652718,"['0001943', '0005978']","['Hypoglycemia', 'Type II diabetes mellitus']"
27652926,[],[]
27653010,['0008419'],['Intervertebral disc degeneration']
27653143,"['0001371', '0002803']","['Flexion contracture', 'Congenital contracture']"
27653173,[],[]
27653361,[],[]
27653616,[],[]
27653736,[],[]
27654398,['0011106'],['Hypovolemia']
27654842,['0002664'],['Neoplasm']
27655308,['0000757'],['Lack of insight']
27655319,[],[]
27655516,[],[]
27655678,"['0002664', '0100615']","['Neoplasm', 'Ovarian neoplasm']"
27655704,"['0002664', '0003002', '0100013']","['Neoplasm', 'Breast carcinoma', 'Neoplasm of the breast']"
27655998,"['0000822', '0001297', '0002140', '0000083']","['Hypertension', 'Stroke', 'Ischemic stroke', 'Renal insufficiency']"
27656399,[],[]
27656565,"['0001571', '0011079', '0003401']","['Multiple impacted teeth', 'Impacted tooth', 'Paresthesia']"
27656567,['0000704'],['Periodontitis']
27657099,['0002664'],['Neoplasm']
27657150,"['0001824', '0004325']","['Weight loss', 'Decreased body weight']"
27658531,[],[]
27658949,"['0002664', '0030692']","['Neoplasm', 'Brain neoplasm']"
27659183,[],[]
27659310,['0031987'],['Diminished ability to concentrate']
27659457,['0000822'],['Hypertension']
27659547,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27659602,"['0002647', '0004933', '0031649']","['Aortic dissection', 'Ascending aortic dissection', 'Aortic rupture']"
27659794,[],[]
27660087,"['0000752', '0012378']","['Hyperactivity', 'Fatigue']"
27660194,['0000716'],['Depressivity']
27660323,[],[]
27660548,"['0003473', '0031273']","['Fatigable weakness', 'Shock']"
27660632,[],[]
27660667,"['0001513', '0025502']","['Obesity', 'Overweight']"
27660811,['0002014'],['Diarrhea']
27660844,[],[]
27660855,"['0001369', '0001370']","['Arthritis', 'Rheumatoid arthritis']"
27661391,[],[]
27662437,"['0031418', '0002591']","['Increased body mass index', 'Polyphagia']"
27663493,[],[]
27664877,[],[]
27665231,[],[]
27665258,[],[]
27665545,[],[]
27665550,[],[]
27665747,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27665996,[],[]
27666119,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27666303,[],[]
27667368,"['0000709', '0001626', '0001513', '0025502', '0000822', '0003074', '0003124']","['Psychosis', 'Abnormality of the cardiovascular system', 'Obesity', 'Overweight', 'Hypertension', 'Hyperglycemia', 'Hypercholesterolemia']"
27667559,"['0002097', '0006510']","['Emphysema', 'Chronic obstructive pulmonary disease']"
27667560,[],[]
27667643,[],[]
27668006,[],[]
27668722,[],[]
27668791,[],[]
