FileName,Actual Text,HPO ID,Phenotype name,No. occurrences,Earliness (lower = earlier)
1484939,"['The clinical features, age at onset of symptoms and survival of 150 patients with type 2 neurofibromatosis were studied. The mean age at onset was 21.57 years (n = 110) and no patients presented after 55 years of age. Patients presented with symptoms attributable to vestibular schwannomas (acoustic neuroma), cranial meningiomas and spinal tumours. In 100 patients studied personally by the authors 44 per cent presented with deafness and this was unilateral in the majority (35/44). Deafness was accompanied by tinnitus in a further 10 per cent and muscle weakness or wasting was the first symptom in 12 per cent. Less common presenting symptoms were seizures (8 per cent), vertigo (8 per cent) numbness and tingling (2 per cent) and blindness (1 per cent). Eleven patients were diagnosed asymptomatically through screening. CafÃ© au lait spots occurred in 43 per cent (n = 43) but only one case had six. Skin tumours were detected in 68 per cent (68/100) and 38 per cent (34/90) had an identifiable lens opacity or cataract. The mean age at death in 40 cases was 36.25 years and all but one death was a result of a complication of neurofibromatosis. There are marked inter-family differences in disease severity and tumour susceptibility.']","['HP:0002664', 'HP:0001067', 'HP:0009588', 'HP:0100008', 'HP:0002858', 'HP:0000365', 'HP:0001324', 'HP:0000518', 'HP:0030430', 'HP:0000360', 'HP:0003202', 'HP:0001250', 'HP:0002321', 'HP:0000618', 'HP:0007875', 'HP:0000519']","['Neoplasm', 'Neurofibromas', 'Vestibular Schwannoma', 'Schwannoma', 'Meningioma', 'Hearing impairment', 'Muscle weakness', 'Cataract', 'Neuroma', 'Tinnitus', 'Skeletal muscle atrophy', 'Seizures', 'Vertigo', 'Blindness', 'Congenital blindness', 'Developmental cataract']","[5, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[7, 1, 2, 2, 5, 9, 12, 21, 4, 11, 13, 15, 16, 17, 17, 22]"
1496981,"['The neurofibromatosis type 2 (NF2) gene has been hypothesized to be a recessive tumor suppressor, with mutations at the same locus on chromosome 22 that lead to NF2 also leading to sporadic tumors of the types seen in NF2. Flanking markers for this gene have previously been defined as D22S1 centromeric and D22S28 telomeric. Identification of subregions of this interval that are consistently rearranged in the NF2-related tumors would aid in better defining the disease locus. To this end, we have compared tumor and constitutional DNAs, isolated from 39 unrelated patients with sporadic and NF2-associated acoustic neuromas, meningiomas, schwannomas, and ependymomas, at eight polymorphic loci on chromosome 22. Two of the tumors studied revealed loss-of-heterozygosity patterns, which is consistent with the presence of chromosome 22 terminal deletions. By using additional polymorphic markers, the terminal deletion breakpoint found in one of the tumors, an acoustic neuroma from an NF2 patient, was mapped within the previously defined NF2 region. The breakpoint occurred between the haplotyped markers D22S41/D22S46 and D22S56. This finding redefines the proximal flanking marker and localizes the NF2 gene between markers D22S41/D22S46 and D22S28. In addition, we identified a sporadic acoustic neuroma that reveals a loss-of-heterozygosity pattern consistent with mitotic recombination or deletion and reduplication, which are mechanisms not previously seen in studies of these tumors. This finding, while inconsistent with models of tumorigenesis that invoke single deletions and their gene-dosage effects, lends further support to the recessive tumor-suppressor model.']","['HP:0002664', 'HP:0009588', 'HP:0030430', 'HP:0001067', 'HP:0002858', 'HP:0002888', 'HP:0100008']","['Neoplasm', 'Vestibular Schwannoma', 'Neuroma', 'Neurofibromas', 'Meningioma', 'Ependymoma', 'Schwannoma']","[9, 4, 4, 2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0]"
1496982,"['Neurofibromatosis type 2 (NF2) is an autosomal dominant syndrome characterized by the development of vestibular schwannomas and other tumors of the nervous system, including cranial and spinal meningiomas, schwannomas, and ependymomas. The presence of bilateral vestibular schwannomas is sufficient for the diagnosis. Skin manifestations are less common than in neurofibromatosis type 1 (NF1; von Recklinghausen disease). The apparent clinical distinction between NF1 and NF2 has been confirmed at the level of the gene locus by linkage studies; the gene for NF1 maps to chromosome 17, whereas the gene for NF2 has been assigned (in a single family) to chromosome 22. To increase the precision of the genetic mapping of NF2 and to determine whether additional susceptibility loci exist, we have performed linkage analysis on 12 families with NF2 by using four polymorphic markers from chromosome 22 and a marker at the NF1 locus on chromosome 17. Our results confirm the assignment of the gene for NF2 to chromosome 22 and do not support the hypothesis of genetic heterogeneity. We believe that chromosome 22 markers can now be used for presymptomatic diagnosis in selected families. The NF2 gene is tightly linked to the D22S32 locus (maximum lod score 4.12; recombination fraction 0). A CA-repeat polymorphism at the CRYB2 locus was the most informative marker in our families (lod score 5.99), but because the observed recombination fraction between NF2 and CRYB2 was 10 cM, predictions using this marker will need to be interpreted with caution.']","['HP:0100008', 'HP:0009588', 'HP:0002664', 'HP:0002858', 'HP:0001067', 'HP:0100010', 'HP:0004375', 'HP:0002888', 'HP:0009589']","['Schwannoma', 'Vestibular Schwannoma', 'Neoplasm', 'Meningioma', 'Neurofibromas', 'Spinal meningioma', 'Neoplasm of the nervous system', 'Ependymoma', 'Bilateral vestibular Schwannoma']","[6, 3, 3, 3, 2, 2, 1, 1, 1]","[5, 5, 7, 11, 2, 11, 9, 15, 16]"
15150776,"[""Mutations have been found in the UBE3A gene (E6-AP ubiquitin protein ligase gene) in many Angelman syndrome (AS) patients with no deletion, no uniparental disomy, and no imprinting defect. UBE3A mutations are more frequent in familial than in sporadic patients and the mutations described so far seem to cause similar phenotypes in the familial affected cases. Here we describe two first cousins who have inherited the same UBE3A frameshift mutation (duplication of GAGG in exon 10) from their asymptomatic mothers but present discordant phenotypes. The proband shows typical AS features. Her affected cousin shows a more severe phenotype, with asymmetric spasticity that led originally to a diagnosis of cerebral palsy. Proband's brain MRI shows mild cerebral atrophy while her cousin's brain MRI shows severe brain malformation. This family demonstrates that, although brain malformation is unusual in AS, presence of a brain malformation does not exclude the diagnosis of AS. Also, this UBE3A mutation was transmitted from the cousin's grandfather to only two sisters among eight full siblings, raising the hypothesis of mosaicism for this mutation.""]","['HP:0001257', 'HP:0002059', 'HP:0100021', 'HP:0012444']","['Spasticity', 'Cerebral atrophy', 'Cerebral palsy', 'Brain atrophy']","[2, 2, 2, 1]","[0, 0, 0, 0]"
15190457,"['Neurofibromatosis 2 (NF2) is an autosomal dominant disease that is characterized by tumors on the vestibular branch of the VIII cranial nerve, but other types of nervous system tumors usually occur as well. Genotype-phenotype correlations are well documented for overall NF2 disease severity but have not been definitively evaluated for specific types of non-VIII nerve tumors. We evaluated genotype-phenotype correlations for various types of non-VIII nerve tumors in 406 patients from the population-based United Kingdom NF2 registry, using regression models with the additional covariates of current age and type of treatment center (specialty or nonspecialty). The models also permitted consideration of intrafamilial correlation. We found statistically significant genotype-phenotype correlations for intracranial meningiomas, spinal tumors, and peripheral nerve tumors. People with constitutional NF2 missense mutations, splice-site mutations, large deletions, or somatic mosaicism had significantly fewer tumors than did people with constitutional nonsense or frameshift NF2 mutations. In addition, there were significant intrafamilial correlations for intracranial meningiomas and spinal tumors, after adjustment for the type of constitutional NF2 mutation. The type of constitutional NF2 mutation is an important determinant of the number of NF2-associated intracranial meningiomas, spinal tumors, and peripheral nerve tumors.']","['HP:0002664', 'HP:0002858', 'HP:0030430', 'HP:0100009', 'HP:0010302', 'HP:0001067', 'HP:0004375']","['Neoplasm', 'Meningioma', 'Neuroma', 'Intracranial meningioma', 'Spinal cord tumor', 'Neurofibromas', 'Neoplasm of the nervous system']","[20, 6, 5, 3, 3, 1, 1]","[4, 13, 6, 13, 15, 1, 7]"
15385437,"['Angelman syndrome is a neurogenetic disorder caused by the loss of function of the imprinted UBE3A gene in 15q11-q13. In a small group of patients, the disease is due to an imprinting defect (ID) that silences the maternal UBE3A allele. The presence of a faint maternal band detected by methylation-specific PCR analysis of the SNURF-SNRPN locus in approximately one-third of patients who have an ID but no imprinting center deletion suggested that these patients are mosaics of ID cells and normal cells. In two patients studied, somatic mosaicism was proven by molecular and cellular cloning, respectively. X inactivation studies of cloned fibroblasts from one patient suggest that ID occurred before the blastocyst stage. To quantify the degree of mosaicism, we developed a novel quantitative methylation assay based on real-time PCR. In 24 patients tested, the percentage of normal cells ranged from <1% to 40%. Regression analysis suggests that patients with a higher percentage of normally methylated cells tend to have milder clinical symptoms than patients with a lower percentage. In conclusion, we suggest that the role of mosaic imprinting defects in mental retardation is underestimated.']",['HP:0001249'],['Intellectual disability'],[2],[0]
15470370,"['Angelman syndrome (AS) can result from either a 15q11-q13 deletion (del), paternal uniparental disomy (UPD), imprinting, or UBE3A mutations. Here, we describe the phenotypic and behavioral variability detected in 49 patients with different classes of deletions and nine patients with UPD. Diagnosis was made by methylation pattern analysis of exon 1 of the SNRPN-SNURF gene and by microsatellite profiling of loci within and outside the 15q11-q13 region. There were no major phenotypic differences between the two main classes (BP1-BP3; BP2-BP3) of AS deletion patients, except for the absence of vocalization, more prevalent in patients with BP1-BP3 deletions, and for the age of sitting without support, which was lower in patients with BP2-BP3 deletions. Our data suggest that gene deletions (NIPA1, NIPA2, CYF1P1, GCP5) mapped to the region between breakpoints BP1 and BP2 may be involved in the severity of speech impairment, since all BP1-BP3 deletion patients showed complete absence of vocalization, while 38.1% of the BP2-BP3 deletion patients were able to pronounce syllabic sounds, with doubtful meaning. Compared to UPD patients, deletion patients presented a higher incidence of swallowing disorders (73.9% del x 22.2% UPD) and hypotonia (73.3% del x 28.57% UPD). In addition, children with UPD showed better physical growth, fewer or no seizures, a lower incidence of microcephaly, less ataxia and higher cognitive skills. As a consequence of their milder or less typical phenotype, AS may remain undiagnosed, leading to an overall underdiagnosis of the disease.']","['HP:0000252', 'HP:0000750', 'HP:0001250', 'HP:0001251', 'HP:0001290', 'HP:0001319', 'HP:0001344', 'HP:0002167', 'HP:0011451', 'HP:0002015', 'HP:0002121', 'HP:0200136']","['Microcephaly', 'Delayed speech and language development', 'Seizures', 'Ataxia', 'Generalized hypotonia', 'Neonatal hypotonia', 'Absent speech', 'Neurological speech impairment', 'Congenital microcephaly', 'Dysphagia', 'Absence seizure', 'Oral-pharyngeal dysphagia']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15734008,"['To report new ocular manifestations of branchio-oculo-facial (BOF) syndrome.\n\nCase report.\n\nA 10-year-old girl with known BOF syndrome was referred because of a fundus lesion in her left eye.\n\nShe had undergone excision of a left orbital dermoid cyst at age 18 months and a branchial cleft fistula from the right side of neck at age 4 years. Examination disclosed openings of sinus tracts on each side of the nose connecting the lacrimal sac to skin. In the right eye, an iris pigment epithelial cyst was confirmed with ultrasound biomicroscopy. In the left eye, there was a combined hamartoma of the retina and retina pigment epithelium.\n\nBOF syndrome can display mild to severe craniofacial, auricular, oral, and ophthalmic anomalies. In this case, the ophthalmic manifestations included lacrimal sac fistula, orbital dermoid cyst, iris pigment epithelial cyst, and combined hamartoma of the retina and retinal pigment epithelium.']","['HP:0001144', 'HP:0010566', 'HP:0011523', 'HP:0025247', 'HP:0009795', 'HP:0009796', 'HP:0031574', 'HP:0000479', 'HP:0000525', 'HP:0007703', 'HP:0009594', 'HP:3000066']","['Orbital cyst', 'Hamartoma', 'Iris cyst', 'Dermoid cyst', 'Branchial fistula', 'Branchial cyst', 'Orbital cleft', 'Abnormal retinal morphology', 'Abnormality iris morphology', 'Abnormality of retinal pigmentation', 'Retinal hamartoma', 'Abnormal lacrimal sac morphology']","[4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 9, 9]"
1583664,"['A four generation autosomal dominant pedigree of brachydactyly type C is presented with its radiological features. The hands and feet were similarly affected. All the subjects showing these changes had shortening of the big toes and, in addition, had cupped ears.']","['HP:0001156', 'HP:0009373', 'HP:0000378']","['Brachydactyly', 'Type C brachydactyly', 'Cupped ear']","[2, 1, 1]","[3, 4, 6]"
15994874,"['Neurofibromatosis 2 (NF2) patients with constitutional splice site NF2 mutations have greater variability in disease severity than NF2 patients with other types of mutations; the cause of this variability is unknown. We evaluated genotype-phenotype correlations, with particular focus on the location of splice site mutations, using mutation and clinical information on 831 patients from 528 NF2 families with identified constitutional NF2 mutations. The clinical characteristics examined were age at onset of symptoms of NF2 and number of intracranial meningiomas, which are the primary indices of the severity of NF2. Two regression models were used to analyse genotype-phenotype correlations. People with splice site mutations in exons 1-5 had more severe disease than those with splice site mutations in exons 11-15. This result is compatible with studies showing that exons 2 and 3 are required for self-association of the amino terminal of the NF2 protein in vitro, and that deletions of exons 2 and 3 in transgenic and knockout mouse models of NF2 cause a high prevalence of Schwann cell derived tumours.']","['HP:0002664', 'HP:0002858', 'HP:0001067', 'HP:0100008', 'HP:0100009']","['Neoplasm', 'Meningioma', 'Neurofibromas', 'Schwannoma', 'Intracranial meningioma']","[3, 3, 2, 2, 2]","[0, 0, 0, 0, 0]"
1619642,"['Two sibs with the branchio-oculo-facial syndrome are reported. They both have orbital haemangiomatous cysts, which is a previously unreported feature. Both parents are clinically normal and unrelated. This disorder has been reported showing autosomal dominant transmission so this family could represent either an autosomal recessive form or germline mosaicism for the dominant gene.']",['HP:0001144'],['Orbital cyst'],[1],[1]
16401744,"['Angelman syndrome (AS) is a neurogenetic disorder characterized by severe mental retardation, speech disorder, stereotyped jerky movements, and a peculiar behavioral profile, with a happy disposition and outbursts of laughter. Most patients with AS present with epilepsy and suggestive electroencephalographic patterns, which may be used as diagnostic criteria.\n\nTo study epilepsy and response to treatment in a series of patients with AS determined by deletion.\n\nParent and caregiver interview and medical record review.\n\nEpilepsy Center at the University of SÃ£o Paulo.\n\nNineteen patients with AS determined by deletion of chromosome 15q11-13.\n\nEpilepsy severity, epilepsy evolution, and response to antiepileptic drug treatment.\n\nAll patients with AS in this group had generalized epilepsy, and 10 (53%) also had partial epilepsy. Main seizure types were atypical absences and myoclonic and tonic-clonic seizures. Mean age at onset was 1 year 1 month. Epilepsy aggravated by fever occurred in 10 patients (53%) and status epilepticus in 16 (84%). Eighteen patients (95%) had previous or current history of daily seizures, of which 14 (64%) had disabling seizures. Multiple seizure types were observed in 13 patients (53%). History of refractory epilepsy was reported in 16 patients (84%). Parents reported improvement, characterized by decrease in seizure frequency or seizure control, at the mean age of 5.3 years. Therefore, most of these patients had a period of refractory epilepsy; however, improvement occurred during late childhood and puberty. The best therapeutic response was obtained with valproic acid alone or in association with phenobarbital or clonazepam. Epilepsy was aggravated by carbamazepine, oxcarbazepine, and vigabatrin.\n\nPatients with AS with deletion have epilepsy with early onset and stereotyped electroclinical profile regarding seizure type, severity, and response to antiepileptic drug treatment. Another feature of AS is the age-related improvement, even in refractory cases, during late childhood and puberty. These characteristics are not specific to this syndrome but, when inserted in the proper clinical context, may anticipate diagnosis. We believe that AS should be considered a differential diagnosis in developmentally delayed infants with severe, generalized, cryptogenic epilepsy; however, a proper electroclinical delineation of each genetic group is mandatory.']","['HP:0001250', 'HP:0001249', 'HP:0002069', 'HP:0002167', 'HP:0010864', 'HP:0001263', 'HP:0001945', 'HP:0002133', 'HP:0000708', 'HP:0002121', 'HP:0007270', 'HP:0011150', 'HP:0100022', 'HP:0002123']","['Seizures', 'Intellectual disability', 'Generalized tonic-clonic seizures', 'Neurological speech impairment', 'Intellectual disability, severe', 'Global developmental delay', 'Fever', 'Status epilepticus', 'Behavioral abnormality', 'Absence seizure', 'Atypical absence seizure', 'Myoclonic absence', 'Abnormality of movement', 'Generalized myoclonic seizures']","[25, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
1672177,"[""Angelman's syndrome and Prader-Willi syndrome are both causes of mental retardation with recognisable, but quite different, clinical phenotypes. Both are associated with deletions of chromosome 15q11-13, of maternal origin in Angelman's and paternal in Prader-Willi. Prader-Willi can arise by inheritance of two chromosomes 15 from the mother and none from the father (uniparental maternal disomy). In 2 patients with Angelman's syndrome we found evidence of uniparental paternal disomy. The phenotypic effects of maternal and paternal disomy of chromosome 15 are very different and inheritance of two normal 15s from one parent does not lead to normal development--strong evidence in man for genomic imprinting, in which the same gene has different effects dependent upon its parental origin.""]",['HP:0001249'],['Intellectual disability'],[2],[0]
1683160,"['DNA deletion studies using 5 DNA markers localized at 15q11-q12 were performed in 14 Angelman syndrome (AS) patients (9 sporadic and 5 familial cases). A one-copy density for one or more of the 5 loci was detected in 8 (57.1%) of the 14 patients. A deletion of only the D15S11 locus was detected in one sporadic patient, that involving only the D15S10 in 3 familial patients (sibs in a family), that spanning 3 loci (D15S11, D15S10, D15S12) in one sporadic patient, and that spanning 4 loci (D15S9, D15S11, D15S10, D15S12) in the other 3 sporadic patients. The deletion common to our patients as well as to the reported patients may be confined to a segment between D15S11 and D15S10, if the 5 loci are ordered as cen-D15S18-(D15S9-D15S11-D15S10)-D15S12-qt er. This site overlaps but is more distal to the common deletion site in Prader-Willi syndrome (PWS) patients. In the family of the 3 sibs, both of the phenotypically normal mother and maternal grandfather also have deletions of the D15S10 locus. These results were consistent with the genomic imprinting hypothesis for the occurrence of AS, i.e., the lack of a maternally derived locus leads to AS, but may not support a model that AS is the alternative phenotype of PWS at the identical locus.']",[],[],[],[]
16871364,"['Brachydactyly type A1 (BDA1) is caused by mutations in the Indian hedgehog gene, IHH, on chromosome 2q35-36. In this study, a large five-generation Chinese family with BDA1 was identified and characterized. All affected family members demonstrated significant homogeneous phenotype and some unique clinical features different from those associated with the reported BDA1 mutations in IHH. Linkage analysis showed that the BDA1 gene in the family was linked to marker D2S126 close to IHH with a LOD score of 4.74 at a recombination fraction of 0. DNA sequence analysis revealed a heterozygous C to T transition at nucleotide 461 of IHH, resulting in a novel T154I substitution. The T154I mutation co-segregated with all affected individuals in the family, and was not present in normal family members or 200 normal controls. These results expand the spectrum of clinical phenotype associated with IHH mutations.']","['HP:0001156', 'HP:0009371']","['Brachydactyly', 'Type A1 brachydactyly']","[2, 2]","[0, 0]"
16957682,"['Heterozygous missense mutations in the serine-threonine kinase receptor BMPR1B result typically in brachydactyly type A2 (BDA2), whereas mutations in the corresponding ligand GDF5 cause brachydactyly type C (BDC). Mutations in the GDF inhibitor Noggin (NOG) or activating mutations in GDF5 cause proximal symphalangism (SYM1). Here, we describe a novel mutation in BMPR1B (R486Q) that is associated with either BDA2 or a BDC/SYM1-like phenotype. Functional investigations of the R486Q mutation were performed and compared with the previously reported BDA2-causing mutation R486W and WT BMPR1B. Overexpression of the mutant receptors in chicken micromass cultures resulted in a strong inhibition of chondrogenesis with the R486Q mutant, showing a stronger effect than the R486W mutant. To investigate the consequences of the BMPR1B mutations on the intracellular signal transduction, we used stably transfected C2C12 cells and measured the activity of SMAD-dependent and SMAD-independent pathways. SMAD activation after stimulation with GDF5 was suppressed in both mutants. Alkaline phosphatase induction showed an almost complete loss of activation by both mutants. Our data extend the previously known mutational and phenotypic spectrum associated with mutations in BMPR1B. Disturbances of NOG-GDF5-BMPR1B signaling cascade can result in similar clinical manifestations depending on the quantitative effect and mode of action of the specific mutations within the same functional pathway.']","['HP:0001156', 'HP:0009372', 'HP:0009373', 'HP:0100264']","['Brachydactyly', 'Type A2 brachydactyly', 'Type C brachydactyly', 'Proximal symphalangism']","[5, 2, 2, 2]","[0, 0, 0, 0]"
17307835,"['Neurofibromatosis type 2 (NF2) is almost unique among inherited disorders in the frequency of mosaicism in the first affected generation. However, the implications of this on transmission risks have not been fully elucidated.\n\nThe expanded database of 460 families with NF2 and 704 affected individuals was analysed for mosaicism and transmission risks to offspring.\n\n64 mosaic patients, with a projected mosaicism rate of 33% for sporadic classical NF2 with bilateral vestibular schwannoma at presentation and 60% for those presenting unilaterally, were identified. Offspring risks can be radically reduced on the basis of a sensitive mutation analysis of blood DNA including multiple ligation-dependent probe amplification (MLPA, which detects 15% of all mutations), but even MLPA cannot detect high levels of mosaicism.\n\nThe chances of mosaicism in NF2 and the resultant risks of transmission of the mutation to offspring in a number of different clinical situations have been further delineated. The use of MLPA in this large NF2 series is also reported for the first time.']","['HP:0100008', 'HP:0009588', 'HP:0001067', 'HP:0009589']","['Schwannoma', 'Vestibular Schwannoma', 'Neurofibromas', 'Bilateral vestibular Schwannoma']","[4, 3, 2, 2]","[0, 0, 0, 0]"
17353411,"['To gain insight into the pathogenesis of neurofibromatosis type 2 (NF2) by investigating the ocular manifestations of this disease.\n\nUsing standard histologic techniques, immunohistochemistry, and electron microscopy, we described the ocular pathologic findings of a 34-year-old woman who died from complications of NF2.\n\nWe identified 3 types of NF2-associated lesions: juvenile posterior subcapsular cataracts, epiretinal membranes, and an intrascleral schwannoma.\n\nOur analysis indicated that dysplastic lens cells accumulate just anterior to the posterior lens capsule in juvenile posterior subcapsular cataracts and that dysplastic MÃ¼ller cells may be a major component of NF2-associated epiretinal membranes. Clinical Relevance Our findings suggest that a subset of glial cells with epithelial features (Schwann cells, ependymal cells, and MÃ¼ller cells) may be particularly sensitive to loss of the NF2 gene. Understanding the molecular basis for this sensitivity may lead to novel strategies for treating NF2.']","['HP:0000518', 'HP:0000519', 'HP:0000523', 'HP:0100014', 'HP:0007787', 'HP:0100008', 'HP:0001067']","['Cataract', 'Developmental cataract', 'Subcapsular cataract', 'Epiretinal membrane', 'Posterior subcapsular cataract', 'Schwannoma', 'Neurofibromas']","[7, 7, 5, 4, 3, 3, 2]","[0, 0, 0, 0, 0, 0, 0]"
17431915,"[""We report on wide phenotypic variations within a family with SALL1 mutations; the elder sister presented with a Townes-Brocks syndrome phenotype including external ear anomalies, preaxial polydactyly, and anteriorly placed anus, whereas the younger sister presented with a phenotype resembling Goldenhar syndrome, including atretic ear canals, mandibular hypoplasia, and right preaxial polydactyly as well as an epibulbar dermoid. The mother had abnormal external ears but was otherwise structurally normal, and the father was asymptomatic. Analysis of the SALL1 gene revealed that both daughters were heterozygous for nonsense mutation 1256T>A (L419X), that is present 5' to the region encoding the first double zinc finger. The mother was heterozygous for the L419X mutation. The younger daughter is the first patient with a SALL1 mutation to exhibit a classic Goldenhar syndrome-like phenotype with an epibulbar dermoid. The observation lends further support to the concept that Goldenhar syndrome is an etiologically heterogeneous disorder that may have a genetic basis in some cases.""]","['HP:0010442', 'HP:0000356', 'HP:0000598', 'HP:0100258', 'HP:0001140', 'HP:0001545', 'HP:0000347']","['Polydactyly', 'Abnormality of the outer ear', 'Abnormality of the ear', 'Preaxial polydactyly', 'Limbal dermoid', 'Anteriorly placed anus', 'Micrognathia']","[4, 2, 2, 2, 2, 1, 1]","[4, 2, 2, 4, 11, 6, 8]"
1745350,"['We studied two families with an unusual variant of neurofibromatosis (NF). The first family had spinal neurofibromas and cafÃ© au lait spots (CLS), the second spinal neurofibromas without CLS. Other signs of NF1 or NF2, such as cutaneous tumors, Lisch nodules, or acoustic tumors, were absent. The inheritance pattern in both pedigrees was consistent with autosomal dominant inheritance. Using genetic linkage analysis with DNA markers tightly linked to the NF1 and NF2 loci, we determined that the likely location for the mutation in the first family was in the NF1 gene with odds of 97:1, whereas the mutation in the second family was excluded from the NF1 locus with odds greater than 100,000:1. Families such as these, in which a defined subset of the NF phenotype is passed on, are important for understanding the functional consequences of particular mutations in the NF genes.']","['HP:0001067', 'HP:0002664', 'HP:0009735', 'HP:0009737']","['Neurofibromas', 'Neoplasm', 'Spinal neurofibromas', 'Lisch nodules']","[6, 4, 2, 1]","[1, 9, 2, 11]"
1750770,"['Two very preterm infants (born at 29 and 25 weeks, respectively) were found to have abnormal ribs. Though this was thought unimportant at the time, it was subsequently shown to indicate that some members of their families had a dominantly inherited risk of developing skin cancer and other serious problems.']","['HP:0002664', 'HP:0000772', 'HP:0008069']","['Neoplasm', 'Abnormality of the ribs', 'Neoplasm of the skin']","[2, 1, 1]","[4, 2, 4]"
1789288,"['We report on a family in which individuals at risk for NF 2 were investigated with the use of gadolinium-enhanced MRI. This technique has allowed the diagnosis of small (less than 8 mm) acoustic neuromas in two asymptomatic children (age 7 and 11), one of whom had normal audiometric and brainstem-evoked response testing. To our knowledge these are the youngest asymptomatic patients in whom the diagnosis of NF 2 has been demonstrated. It is possible that acoustic neuromas develop at an early age more commonly than recognized previously. The early diagnosis of acoustic neuromas with the use of gadolinium-enhanced MRI may lead to better outcome following surgery. This technique will provide the opportunity to better determine the natural course of this disease.']","['HP:0009588', 'HP:0030430']","['Vestibular Schwannoma', 'Neuroma']","[4, 4]","[0, 0]"
18000979,"['Mutations in SALL1 and GLI3 are responsible for human limb malformation syndromes. The molecular pathophysiology of these mutations is incompletely understood, and many conclusions have been drawn from studies performed in the mouse. We identified truncating mutations in SALL1 and GLI3 in patients with limb malformation and studied the contribution of nonsense-mediated decay (NMD) to the expression of mutant mRNA in patient-derived fibroblasts. Quantification of the relative proportions of mutant and wild-type alleles was performed by pyrosequencing. In SALL1, a mutant allele causing Townes-Brocks syndrome was unexpectedly resistant to NMD, whereas a different mutation causing a much milder phenotype was susceptible to NMD. In GLI3, all three mutant alleles tested were susceptible to NMD. This work provides novel insights into the molecular pathophysiology of SALL1 and GLI3 mutations, extends the phenotypic spectrum of SALL1 mutations, and provides an example of a human mutation which does not follow the usual accepted positional rules governing mammalian NMD. (c) 2007 Wiley-Liss, Inc.']",[],[],[],[]
18177466,"['Branchio-oto-renal (BOR) and Stickler (STL) syndromes are disorders that include hearing loss among their clinical features. STL syndrome type I (STL1) is a combination of ophthalmic, orofacial, articular, and auditory manifestations, caused by mutations in the COL2A1. BOR syndrome is an autosomal dominant trait encompassing branchial, otic and renal anomalies because of mutations in EYA1, SIX1 and SIX5. In this study, we have clinically and genetically diagnosed a proband that displayed STL1 and BOR syndromes. This patient and his younger brother exhibited hearing loss and cleft palate. Both siblings and their mother also showed myopia, congenital non-progressive vitreous anomaly and a flat face. Taken together, these clinical features are consistent with the diagnosis of a familial case of STL. Sequence analysis revealed in the three patients a novel COL2A1 mutation (c.1468_1475delinsT) that accounted for a STL1 phenotype. The proband also displayed pre-auricular pits, branchial fistulae and renal agenesis that define BOR syndrome. Interestingly, this patient carries an EYA1 mutation, p.R328X, which was not present in the two other patients or in his healthy father, supporting that the mutation arose de novo. In conclusion, this report highlights the importance of molecular testing and detailed clinical evaluation for the diagnosis of syndromes with overlapping phenotypic features.']","['HP:0000077', 'HP:0000365', 'HP:0030025', 'HP:0000175', 'HP:0000545', 'HP:0012368', 'HP:0009795', 'HP:0000104']","['Abnormality of the kidney', 'Hearing impairment', 'Auricular pit', 'Cleft palate', 'Myopia', 'Flat face', 'Branchial fistula', 'Renal agenesis']","[3, 2, 2, 1, 1, 1, 1, 1]","[33, 13, 43, 39, 40, 42, 47, 48]"
18220287,"['Branchio-oto-renal syndrome (BOR) is an autosomal dominant disorder characterized by the association of branchial and external ear malformations, hearing loss, and renal anomalies. The phenotype varies from ear pits to profound hearing loss, branchial fistulae, and kidney agenesis. The most common gene mutated in BOR families is EYA1, a transcriptional activator. Over 80 different disease-causing mutations have been published (www.healthcare.uiowa.edu/labs/pendredandbor/, last accessed 20 November 2007). We analyzed the EYA1 coding region (16 exons) from 435 families (345 at the University of Iowa [UI] and 95 at Boys Town National Research Hospital [BTNRH], including five at both) and found 70 different EYA1 mutations in 89 families. Most of the mutations (56/70) were private. EYA1 mutations were found in 31% of families (76/248) fitting established clinical criteria for BOR and 7% of families with questionable BOR phenotype (13/187). Severity of the phenotype did not correlate with type of mutation nor with the domain involved. These results add considerably to the spectrum of EYA1 mutations associated with BOR and indicate that the BOR phenotype is an indication for molecular studies to diagnose EYA1-associated BOR.']","['HP:0000365', 'HP:0000356', 'HP:0008572', 'HP:0000077', 'HP:0004467', 'HP:0009795']","['Hearing impairment', 'Abnormality of the outer ear', 'External ear malformation', 'Abnormality of the kidney', 'Preauricular pit', 'Branchial fistula']","[3, 2, 2, 1, 1, 1]","[10, 6, 6, 11, 12, 17]"
