ID,Disease,HPO ID,Symptoms
166700,Buschke–Ollendorff syndrome,"['0001650', '0000365', '0000944', '0001062', '0002653', '0003549', '0003764', '0010739', '0100898']","['Aortic valve stenosis', 'Hearing impairment', 'Abnormality of the metaphysis', 'Atypical nevus', 'Bone pain', 'Abnormality of connective tissue', 'Nevus', 'Osteopoikilosis', 'Connective tissue nevi']"
211750,C syndrome,[],[]
114000,Caffey disease,[],[]
114290,Campomelic dysplasia,"['0002979', '0012245', '0003275', '0000175', '0005280', '0000369', '0001762', '0002827', '0000878', '0000464', '0002093', '0002098']","['Bowing of the legs', 'Sex reversal', 'Narrow pelvis bone', 'Cleft palate', 'Depressed nasal bridge', 'Low-set ears', 'Talipes equinovarus', 'Hip dislocation', '11 pairs of ribs', 'Abnormality of the neck', 'Respiratory insufficiency', 'Respiratory distress']"
208250,Camptodactyly-arthropathy-coxa vara-pericarditis syndrome,[],[]
131300,Camurati–Engelmann disease,"['0003198', '0002515', '0002653', '0012514', '0012532', '0001324', '0030838', '0001387', '0002136', '0002650', '0000365', '0000572']","['Myopathy', 'Waddling gait', 'Bone pain', 'Lower limb pain', 'Chronic pain', 'Muscle weakness', 'Hip pain', 'Joint stiffness', 'Broad-based gait', 'Scoliosis', 'Hearing impairment', 'Visual loss']"
271900,Canavan disease,"['0001249', '0011968', '0003808', '0001257', '0001290', '0001319', '0002421', '0000234']","['Intellectual disability', 'Feeding difficulties', 'Abnormal muscle tone', 'Spasticity', 'Generalized hypotonia', 'Neonatal hypotonia', 'Poor head control', 'Abnormality of the head']"
237300,Carbamoyl phosphate synthetase I deficiency,"['0001254', '0001250', '0100022', '0001263', '0001249']","['Lethargy', 'Seizures', 'Abnormality of movement', 'Global developmental delay', 'Intellectual disability']"
115150,Cardiofaciocutaneous syndrome,[],[]
115200,"Cardiomyopathy, dilated","['0001279', '0002098', '0001638', '0001640', '0001644', '0000969', '0100598', '0030848', '0030851', '0005180']","['Syncope', 'Respiratory distress', 'Cardiomyopathy', 'Cardiomegaly', 'Dilated cardiomyopathy', 'Edema', 'Pulmonary edema', 'Elevated jugular venous pressure', 'Low pulse pressure', 'Tricuspid regurgitation']"
192600,"Cardiomyopathy, familial hypertrophic","['0002098', '0100749', '0001962', '0001627', '0001645', '0001635', '0002094']","['Respiratory distress', 'Chest pain', 'Palpitations', 'Abnormal heart morphology', 'Sudden cardiac death', 'Congestive heart failure', 'Dyspnea']"
201000,Carpenter syndrome,[],[]
250250,Cartilage–hair hypoplasia,"['0002213', '0003510', '0008873', '0009826', '0001382', '0005639', '0000925', '0001760', '0001875']","['Fine hair', 'Severe short stature', 'Disproportionate short-limb short stature', 'Limb undergrowth', 'Joint hypermobility', 'Hyperextensible hand joints', 'Abnormality of the vertebral column', 'Abnormality of the foot', 'Neutropenia']"
116150,Cataract-microcornea syndrome,[],[]
600145,Caudal regression syndrome,['0003470'],['Paralysis']
117000,Central core disease,"['0001252', '0001290', '0001319', '0001324', '0030319', '0002650', '0001374', '0002827']","['Muscular hypotonia', 'Generalized hypotonia', 'Neonatal hypotonia', 'Muscle weakness', 'Weakness of facial musculature', 'Scoliosis', 'Congenital hip dislocation', 'Hip dislocation']"
209880,Central hypoventilation syndrome,"['0002329', '0012378', '0002315']","['Drowsiness', 'Fatigue', 'Headache']"
604290,Cerebellar ataxia,[],[]
105150,Cerebral amyloid angiopathy,[],[]
125310,Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy,"['0001297', '0002140', '0002076', '0002077', '0002326', '0000709']","['Stroke', 'Ischemic stroke', 'Migraine', 'Migraine with aura', 'Transient ischemic attack', 'Psychosis']"
214150,Cerebrooculofacioskeletal syndrome 1,[],[]
610756,Cerebrooculofacioskeletal syndrome 2,[],[]
610758,Cerebrooculofacioskeletal syndrome 4,[],[]
213700,Cerebrotendinous xanthomatosis,[],[]
256730,"Ceroid lipofuscinosis, neuronal 1, infantile","['0000572', '0000479', '0000618', '0007875', '0031358', '0000556', '0001250']","['Visual loss', 'Abnormal retinal morphology', 'Blindness', 'Congenital blindness', 'Vegetative state', 'Retinal dystrophy', 'Seizures']"
204200,"Ceroid lipofuscinosis, neuronal 3, juvenile","['0000572', '0000479', '0000618', '0007875', '0031358', '0000556', '0001250']","['Visual loss', 'Abnormal retinal morphology', 'Blindness', 'Congenital blindness', 'Vegetative state', 'Retinal dystrophy', 'Seizures']"
275630,Chanarin–Dorfman syndrome,"['0001324', '0003198', '0001397', '0001638', '0001640', '0001733', '0000821', '0000851', '0005978', '0040081', '0003701', '0012548', '0003690', '0003547', '0001881', '0001392', '0007431', '0008064']","['Muscle weakness', 'Myopathy', 'Hepatic steatosis', 'Cardiomyopathy', 'Cardiomegaly', 'Pancreatitis', 'Hypothyroidism', 'Congenital hypothyroidism', 'Type II diabetes mellitus', 'Abnormal levels of creatine kinase in blood', 'Proximal muscle weakness', 'Fatty replacement of skeletal muscle', 'Limb muscle weakness', 'Shoulder girdle muscle weakness', 'Abnormal leukocyte morphology', 'Abnormality of the liver', 'Congenital ichthyosiform erythroderma', 'Ichthyosis']"
169100,Char syndrome,[],[]
145900,Charcot–Marie–Tooth disease type 4F,[],[]
214800,CHARGE syndrome,[],[]
214500,Chédiak–Higashi syndrome,"['0009830', '0001022', '0000613', '0002719', '0002665']","['Peripheral neuropathy', 'Albinism', 'Photophobia', 'Recurrent infections', 'Lymphoma']"
118400,Cherubism,"['0006480', '0012062', '0010669']","['Premature loss of teeth', 'Bone cyst', 'Hypoplasia of the zygomatic bone']"
308050,CHILD syndrome,"['0001019', '0007431', '0008064', '0001596', '0001849']","['Erythroderma', 'Congenital ichthyosiform erythroderma', 'Ichthyosis', 'Alopecia', 'Foot oligodactyly']"
211600,"Cholestasis, progressive familial intrahepatic 1","['0001396', '0000952', '0001508', '0000989', '0002024', '0002630', '0000938']","['Cholestasis', 'Jaundice', 'Failure to thrive', 'Pruritus', 'Malabsorption', 'Fat malabsorption', 'Osteopenia']"
601847,"Cholestasis, progressive familial intrahepatic 2","['0001396', '0000952', '0001508', '0000989', '0002024', '0002630', '0000938']","['Cholestasis', 'Jaundice', 'Failure to thrive', 'Pruritus', 'Malabsorption', 'Fat malabsorption', 'Osteopenia']"
602347,"Cholestasis, progressive familial intrahepatic 3","['0001396', '0000952', '0001508', '0000989', '0002024', '0002630', '0000938']","['Cholestasis', 'Jaundice', 'Failure to thrive', 'Pruritus', 'Malabsorption', 'Fat malabsorption', 'Osteopenia']"
278000,Cholesteryl ester storage disease,"['0000952', '0002013', '0002014', '0002572', '0011968', '0001824', '0004324', '0001945', '0011134', '0010512', '0001903', '0001399', '0001410', '0004326', '0002027', '0001510', '0002024', '0040319', '0002240', '0001392', '0001297']","['Jaundice', 'Vomiting', 'Diarrhea', 'Episodic vomiting', 'Feeding difficulties', 'Weight loss', 'Increased body weight', 'Fever', 'Low-grade fever', 'Adrenal calcification', 'Anemia', 'Hepatic failure', 'Decreased liver function', 'Cachexia', 'Abdominal pain', 'Growth delay', 'Malabsorption', 'Dark urine', 'Hepatomegaly', 'Abnormality of the liver', 'Stroke']"
215300,Chondrosarcoma,"['0000969', '0003418', '0011868', '0032171']","['Edema', 'Back pain', 'Sciatica', 'Bladder pain']"
200150,Choreoacanthocytosis,"['0001927', '0002180', '0100022', '0003236', '0002072', '0001332', '0002067']","['Acanthocytosis', 'Neurodegeneration', 'Abnormality of movement', 'Elevated serum creatine phosphokinase', 'Chorea', 'Dystonia', 'Bradykinesia']"
260500,Choroid plexus papilloma,"['0002516', '0002664', '0002013', '0001123', '0002315', '0002321']","['Increased intracranial pressure', 'Neoplasm', 'Vomiting', 'Visual field defect', 'Headache', 'Vertigo']"
303100,Choroideremia,[],[]
246700,Chylomicron retention disease,"['0004325', '0004395', '0100513', '0001638', '0002098', '0012378', '0001508', '0001510', '0004324', '0001397', '0001824', '0003124', '0010981', '0001265', '0001284', '0003202', '0031826']","['Decreased body weight', 'Malnutrition', 'Vitamin E deficiency', 'Cardiomyopathy', 'Respiratory distress', 'Fatigue', 'Failure to thrive', 'Growth delay', 'Increased body weight', 'Hepatic steatosis', 'Weight loss', 'Hypercholesterolemia', 'Hypolipoproteinemia', 'Hyporeflexia', 'Areflexia', 'Skeletal muscle atrophy', 'Abnormal reflex']"
215700,Citrullinemia,[],[]
119600,Cleidocranial dysplasia,"['0011069', '0009803', '0002650', '0002414', '0003396', '0000242', '0012366', '0000356', '0000364', '0000365', '0000598', '0005815', '0002937', '0000912', '0009882', '0000303', '0000327', '0000347', '0006352', '0011220', '0000270', '0000239', '0000316', '0002812', '0005819', '0001500']","['Increased number of teeth', 'Short phalanx of finger', 'Scoliosis', 'Spina bifida', 'Syringomyelia', 'Parietal bossing', 'Basilar invagination', 'Abnormality of the outer ear', 'Hearing abnormality', 'Hearing impairment', 'Abnormality of the ear', 'Supernumerary ribs', 'Hemivertebrae', 'Sprengel anomaly', 'Short distal phalanx of finger', 'Mandibular prognathia', 'Hypoplasia of the maxilla', 'Micrognathia', 'Failure of eruption of permanent teeth', 'Prominent forehead', 'Delayed cranial suture closure', 'Large fontanelles', 'Hypertelorism', 'Coxa vara', 'Short middle phalanx of finger', 'Broad finger']"
216360,COACH syndrome,"['0000271', '0000508', '0007970', '0010806', '0000316', '0001290', '0001319', '0002883', '0001320', '0001321', '0000750', '0000090']","['Abnormality of the face', 'Ptosis', 'Congenital ptosis', 'U-Shaped upper lip vermilion', 'Hypertelorism', 'Generalized hypotonia', 'Neonatal hypotonia', 'Hyperventilation', 'Cerebellar vermis hypoplasia', 'Cerebellar hypoplasia', 'Delayed speech and language development', 'Nephronophthisis']"
216400,Cockayne syndrome type A,[],[]
133540,Cockayne syndrome type B,[],[]
607426,Coenzyme Q10 deficiency,[],[]
303600,Coffin–Lowry syndrome,"['0010819', '0000739', '0001250', '0007302', '0000716']","['Atonic seizures', 'Anxiety', 'Seizures', 'Bipolar affective disorder', 'Depressivity']"
216550,Cohen syndrome,[],[]
272430,Cold-induced sweating syndrome,[],[]
120430,Coloboma of optic nerve,"['0000505', '0000541', '0012231']","['Visual impairment', 'Retinal detachment', 'Exudative retinal detachment']"
120200,"Coloboma, ocular","['0000589', '0000505', '0000568', '0000501', '0000639', '0006934', '0000575', '0000486']","['Coloboma', 'Visual impairment', 'Microphthalmia', 'Glaucoma', 'Nystagmus', 'Congenital nystagmus', 'Scotoma', 'Strabismus']"
114500,Colorectal cancer,"['0002664', '0002019', '0025085', '0001824', '0002013', '0002017', '0002018']","['Neoplasm', 'Constipation', 'Bloody diarrhea', 'Weight loss', 'Vomiting', 'Nausea and vomiting', 'Nausea']"
144250,"Combined hyperlipidemia, familial",[],[]
277180,Congenital bilateral absence of vas deferens,[],[]
266265,Congenital disorder of glycosylation type IIc,[],[]
217095,Conotruncal anomaly face syndrome,"['0001627', '0030680', '0002019', '0000220', '0002719', '0005359', '0002901', '0000829', '0100753']","['Abnormal heart morphology', 'Abnormality of cardiovascular system morphology', 'Constipation', 'Velopharyngeal insufficiency', 'Recurrent infections', 'Aplasia of the thymus', 'Hypocalcemia', 'Hypoparathyroidism', 'Schizophrenia']"
121300,Coproporphyria,[],[]
604931,Cortisone reductase deficiency,"['0030348', '0000998', '0000876', '0000141', '0000789']","['Increased circulating androgen level', 'Hypertrichosis', 'Oligomenorrhea', 'Amenorrhea', 'Infertility']"
218040,Costello syndrome,[],[]
158350,Cowden syndrome,"['0001012', '0002664', '0012032', '0012844', '0012500', '0200034', '0012740', '0003764', '0010816', '0000957', '0002860', '0002890', '0006739', '0030731', '0000853', '0000854', '0005987', '0008251', '0011774', '0025476', '0200008', '0000268', '0000717', '0000729', '0001249']","['Multiple lipomas', 'Neoplasm', 'Lipoma', 'Trichilemmoma', 'Verrucous papule', 'Papule', 'Papilloma', 'Nevus', 'Epidermal nevus', 'Cafe-au-lait spot', 'Squamous cell carcinoma', 'Thyroid carcinoma', 'Squamous cell carcinoma of the skin', 'Carcinoma', 'Goiter', 'Thyroid adenoma', 'Multinodular goiter', 'Congenital goiter', 'Thyroid follicular adenoma', 'Testicular lipomatosis', 'Intestinal polyposis', 'Dolichocephaly', 'Autism', 'Autistic behavior', 'Intellectual disability']"
255120,"CPT deficiency, hepatic, type IA","['0001943', '0001985', '0002240', '0001324']","['Hypoglycemia', 'Hypoketotic hypoglycemia', 'Hepatomegaly', 'Muscle weakness']"
218330,Cranioectodermal dysplasia,[],[]
304110,Craniofrontonasal dysplasia,[],[]
607812,Cranio-lenticulo-sutural dysplasia,[],[]
123000,Craniometaphyseal dysplasia,"['0000365', '0003470', '0007209']","['Hearing impairment', 'Paralysis', 'Facial paralysis']"
303350,CRASH syndrome,[],[]
123400,Creutzfeldt–Jakob disease,"['0000726', '0002354', '0000751', '0000738', '0001336', '0000739', '0000716', '0011999', '0000709', '0000750', '0001344', '0002167', '0001251', '0004305', '0001265', '0002090', '0012735']","['Dementia', 'Memory impairment', 'Personality changes', 'Hallucinations', 'Myoclonus', 'Anxiety', 'Depressivity', 'Paranoia', 'Psychosis', 'Delayed speech and language development', 'Absent speech', 'Neurological speech impairment', 'Ataxia', 'Involuntary movements', 'Hyporeflexia', 'Pneumonia', 'Cough']"
218800,Crigler–Najjar syndrome type I,[],[]
606785,Crigler–Najjar syndrome type II,[],[]
601378,Crisponi syndrome,[],[]
612247,Crouzon syndrome with acanthosis nigricans,[],[]
123500,Crouzon syndrome,"['0001363', '0004439', '0000234', '0000267', '0000262', '0002007', '0000243', '0000248', '0000268', '0001357', '0000263', '0000486', '0001510', '0011800', '0000303', '0000271', '0000929', '0000238', '0000365', '0000407', '0008527', '0000189', '0000218', '0002705', '0000689', '0000668', '0006349', '0009804', '0000327']","['Craniosynostosis', 'Craniofacial dysostosis', 'Abnormality of the head', 'Cranial asymmetry', 'Turricephaly', 'Frontal bossing', 'Trigonocephaly', 'Brachycephaly', 'Dolichocephaly', 'Plagiocephaly', 'Oxycephaly', 'Strabismus', 'Growth delay', 'Midface retrusion', 'Mandibular prognathia', 'Abnormality of the face', 'Abnormality of the skull', 'Hydrocephalus', 'Hearing impairment', 'Sensorineural hearing impairment', 'Congenital sensorineural hearing impairment', 'Narrow palate', 'High palate', 'High, narrow palate', 'Dental malocclusion', 'Hypodontia', 'Agenesis of permanent teeth', 'Reduced number of teeth', 'Hypoplasia of the maxilla']"
176450,Currarino syndrome,[],[]
219500,Cystathioninuria,[],[]
219700,Cystic fibrosis,"['0012873', '0002595', '0004401', '0005214', '0006266', '0011892']","['Absent vas deferens', 'Ileus', 'Meconium ileus', 'Intestinal obstruction', 'Small placenta', 'Vitamin K deficiency']"
220100,Cystinuria,[],[]
220110,Cytochrome C oxidase deficiency,[],[]
600721,D-2-hydroxyglutaric aciduria,[],[]
220200,Dandy–Walker malformation,[],[]
124200,Darier disease,"['0000716', '0007302', '0040189', '0001597', '0000160', '0001548', '0031289', '0200034', '0200016', '0001034', '0012733', '0000989', '0001072', '0008410', '0010610', '0001595']","['Depressivity', 'Bipolar affective disorder', 'Scaling skin', 'Abnormality of the nail', 'Narrow mouth', 'Overgrowth', 'White papule', 'Papule', 'Acrokeratosis', 'Hypermelanotic macule', 'Macule', 'Pruritus', 'Thickened skin', 'Subungual hyperkeratotic fragments', 'Palmar pits', 'Abnormality of the hair']"
261515,D-bifunctional protein deficiency,[],[]
300009,Dent's disease,[],[]
194080,Denys–Drash syndrome,"['0000100', '0008677', '0001967', '0004396', '0001824', '0001510', '0000924', '0002652', '0100785', '0002027', '0002019', '0100519']","['Nephrotic syndrome', 'Congenital nephrotic syndrome', 'Diffuse mesangial sclerosis', 'Poor appetite', 'Weight loss', 'Growth delay', 'Abnormality of the skeletal system', 'Skeletal dysplasia', 'Insomnia', 'Abdominal pain', 'Constipation', 'Anuria']"
125595,Dermatopathia pigmentosa reticularis,[],[]
602398,Desmosterolosis,[],[]
125852,"Diabetes mellitus, type 1","['0100651', '0001993', '0002608', '0001953', '0000103', '0001959', '0000217', '0002591', '0012378', '0001824', '0000958', '0002883', '0002329', '0100515', '0002027', '0000716', '0002013', '0000488', '0003074', '0001943']","['Type I diabetes mellitus', 'Ketoacidosis', 'Celiac disease', 'Diabetic ketoacidosis', 'Polyuria', 'Polydipsia', 'Xerostomia', 'Polyphagia', 'Fatigue', 'Weight loss', 'Dry skin', 'Hyperventilation', 'Drowsiness', 'Pollakisuria', 'Abdominal pain', 'Depressivity', 'Vomiting', 'Retinopathy', 'Hyperglycemia', 'Hypoglycemia']"
125853,"Diabetes mellitus, type 2","['0000103', '0100515', '0001959', '0002591', '0001824', '0000622', '0006903', '0009830', '0002719', '0012378']","['Polyuria', 'Pollakisuria', 'Polydipsia', 'Polyphagia', 'Weight loss', 'Blurred vision', 'Congenital peripheral neuropathy', 'Peripheral neuropathy', 'Recurrent infections', 'Fatigue']"
610629,Diamond–Blackfan anemia,"['0001876', '0001897', '0001903', '0001972', '0020060', '0001518', '0004325', '0001510', '0001909']","['Pancytopenia', 'Normocytic anemia', 'Anemia', 'Macrocytic anemia', 'Decreased red blood cell count', 'Small for gestational age', 'Decreased body weight', 'Growth delay', 'Leukemia']"
613217,"Diarrhea 5, with tufting enteropathy, congenital",[],[]
222600,Diastrophic dysplasia,"['0001762', '0002650', '0008458', '0001234', '0000175', '0000202', '0000377', '0002652']","['Talipes equinovarus', 'Scoliosis', 'Progressive congenital scoliosis', 'Hitchhiker thumb', 'Cleft palate', 'Oral cleft', 'Abnormality of the pinna', 'Skeletal dysplasia']"
222730,Dicarboxylic aminoaciduria,['0003355'],['Aminoaciduria']
188400,DiGeorge syndrome,"['0001627', '0030680', '0002019', '0000220', '0002719', '0005359', '0002901', '0000829', '0100753']","['Abnormal heart morphology', 'Abnormality of cardiovascular system morphology', 'Constipation', 'Velopharyngeal insufficiency', 'Recurrent infections', 'Aplasia of the thymus', 'Hypocalcemia', 'Hypoparathyroidism', 'Schizophrenia']"
274270,Dihydropyrimidine dehydrogenase deficiency,[],[]
222448,Donnai–Barrow syndrome,[],[]
223360,Dopamine beta-hydroxylase deficiency,"['0002013', '0002615', '0001943', '0001944', '0001252', '0001290', '0001319', '0002045', '0000508', '0007970', '0001742', '0000975', '0002632', '0012877', '0001649', '0012173', '0012332', '0005135']","['Vomiting', 'Hypotension', 'Hypoglycemia', 'Dehydration', 'Muscular hypotonia', 'Generalized hypotonia', 'Neonatal hypotonia', 'Hypothermia', 'Ptosis', 'Congenital ptosis', 'Nasal obstruction', 'Hyperhidrosis', 'Low-to-normal blood pressure', 'Retrograde ejaculation', 'Tachycardia', 'Orthostatic tachycardia', 'Abnormal autonomic nervous system physiology', 'Abnormal T-wave']"
179850,Dowling–Degos disease,[],[]
607208,Dravet syndrome,"['0001250', '0000752', '0007359', '0001263', '0001251', '0100543', '0000708', '0000729', '0031035', '0002133']","['Seizures', 'Hyperactivity', 'Focal-onset seizure', 'Global developmental delay', 'Ataxia', 'Cognitive impairment', 'Behavioral abnormality', 'Autistic behavior', 'Chronic infection', 'Status epilepticus']"
607323,Duane-radial ray syndrome,['0009921'],['Duane anomaly']
237500,Dubin–Johnson syndrome,[],[]
310200,Duchenne muscular dystrophy,"['0001771', '0001638', '0003391', '0001324', '0001371', '0002803', '0002938', '0003307', '0002650', '0012378', '0002359', '0002527', '0001644', '0001635', '0011675', '0002093', '0002098', '0002015', '0200136', '0002090']","['Achilles tendon contracture', 'Cardiomyopathy', 'Gowers sign', 'Muscle weakness', 'Flexion contracture', 'Congenital contracture', 'Lumbar hyperlordosis', 'Hyperlordosis', 'Scoliosis', 'Fatigue', 'Frequent falls', 'Falls', 'Dilated cardiomyopathy', 'Congestive heart failure', 'Arrhythmia', 'Respiratory insufficiency', 'Respiratory distress', 'Dysphagia', 'Oral-pharyngeal dysphagia', 'Pneumonia']"
223900,"Dysautonomia, familial","['0002013', '0000742', '0007021', '0006480', '0000155', '0002664']","['Vomiting', 'Self-mutilation', 'Pain insensitivity', 'Premature loss of teeth', 'Oral ulcer', 'Neoplasm']"
127400,Dyschromatosis symmetrica hereditaria,[],[]
127550,Dyskeratosis congenita,[],[]
224230,Dyskeratosis congenita,[],[]
604536,Ectodermal dysplasia-skin fragility syndrome,[],[]
600002,Eiken syndrome,[],[]
225500,Ellis–van Creveld syndrome,[],[]
310300,Emery–Dreifuss muscular dystrophy,"['0040083', '0003306', '0030319', '0008981', '0003560', '0003741']","['Toe walking', 'Spinal rigidity', 'Weakness of facial musculature', 'Calf muscle hypertrophy', 'Muscular dystrophy', 'Congenital muscular dystrophy']"
608089,Endometrial cancer,"['0002664', '0100878', '0002027', '0100518']","['Neoplasm', 'Enlarged uterus', 'Abdominal pain', 'Dysuria']"
600791,Enlarged vestibular aqueduct,"['0000365', '0000407', '0000408', '0001730', '0008527', '0002321', '0002172']","['Hearing impairment', 'Sensorineural hearing impairment', 'Progressive sensorineural hearing impairment', 'Progressive hearing impairment', 'Congenital sensorineural hearing impairment', 'Vertigo', 'Postural instability']"
226400,Epidermodysplasia verruciformis,"['0012733', '0200034', '0550004', '0030731', '0001041', '0031287', '0002664']","['Macule', 'Papule', 'Verruca plana', 'Carcinoma', 'Facial erythema', 'Seborrheic keratosis', 'Neoplasm']"
131960,Epidermolysis bullosa simplex with mottled pigmentation,[],[]
113800,Epidermolytic hyperkeratosis,[],[]
144200,Epidermolytic palmoplantar keratoderma,[],[]
153650,Epstein syndrome,"['0001892', '0001873', '0040185', '0000365', '0000407', '0008527', '0000123', '0001905', '0000421', '0000979', '0000093', '0000112', '0000518', '0000519']","['Abnormal bleeding', 'Thrombocytopenia', 'Macrothrombocytopenia', 'Hearing impairment', 'Sensorineural hearing impairment', 'Congenital sensorineural hearing impairment', 'Nephritis', 'Congenital thrombocytopenia', 'Epistaxis', 'Purpura', 'Proteinuria', 'Nephropathy', 'Cataract', 'Developmental cataract']"
265000,Escobar syndrome,[],[]
133239,Esophageal cancer,"['0002664', '0012735', '0001824', '0002013', '0002015', '0200136', '0002860', '0030731', '0004325', '0004396', '0002020', '0002027', '0030430', '0002018', '0002031', '0002090', '0002835', '0011951', '0002781', '0031041', '0001909', '0003072']","['Neoplasm', 'Cough', 'Weight loss', 'Vomiting', 'Dysphagia', 'Oral-pharyngeal dysphagia', 'Squamous cell carcinoma', 'Carcinoma', 'Decreased body weight', 'Poor appetite', 'Gastroesophageal reflux', 'Abdominal pain', 'Neuroma', 'Nausea', 'Abnormal esophagus morphology', 'Pneumonia', 'Aspiration', 'Aspiration pneumonia', 'Upper airway obstruction', 'Obstruction of the superior vena cava', 'Leukemia', 'Hypercalcemia']"
602473,Ethylmalonic encephalopathy,"['0001298', '0007239', '0001263', '0001252', '0001290', '0001319', '0001250', '0100022', '0000967', '0000988', '0001063', '0002014', '0002028']","['Encephalopathy', 'Congenital encephalopathy', 'Global developmental delay', 'Muscular hypotonia', 'Generalized hypotonia', 'Neonatal hypotonia', 'Seizures', 'Abnormality of movement', 'Petechiae', 'Skin rash', 'Acrocyanosis', 'Diarrhea', 'Chronic diarrhea']"
612219,Ewing sarcoma,"['0100242', '0002653', '0012254', '0001945', '0001954', '0001903', '0001974', '0003565', '0002664']","['Sarcoma', 'Bone pain', 'Ewing sarcoma', 'Fever', 'Episodic fever', 'Anemia', 'Leukocytosis', 'Elevated erythrocyte sedimentation rate', 'Neoplasm']"
133780,Exudative vitreoretinopathy,[],[]
301500,Fabry disease,[],[]
227400,Factor V deficiency,[],[]
234000,Factor XII deficiency,"['0005268', '0003125', '0001929']","['Spontaneous abortion', 'Reduced factor VIII activity', 'Reduced factor XI activity']"
613225,Factor XIIIA deficiency,[],[]
613235,Factor XIIIB deficiency,[],[]
227650,"Fanconi anemia, complementation group A",[],[]
300514,"Fanconi anemia, complementation group B",[],[]
609054,"Fanconi anemia, complementation group J",[],[]
610832,"Fanconi anemia, complementation group N",[],[]
227810,Fanconi–Bickel syndrome,[],[]
228000,Farber lipogranulomatosis,[],[]
153640,Fechtner syndrome,[],[]
164280,Feingold syndrome,[],[]
228300,Fertile eunuch syndrome,[],[]
208150,Fetal akinesia deformation sequence,"['0002804', '0001762', '0001838', '0001263', '0001371', '0002803', '0031936', '0000329', '0001028', '0003634', '0004664', '0002089', '0000028', '0001627', '0030680', '0002575', '0000023', '0100790', '0000175', '0000478']","['Arthrogryposis multiplex congenita', 'Talipes equinovarus', 'Rocker bottom foot', 'Global developmental delay', 'Flexion contracture', 'Congenital contracture', 'Delayed ability to walk', 'Facial hemangioma', 'Hemangioma', 'Amyoplasia', 'Facial midline hemangioma', 'Pulmonary hypoplasia', 'Cryptorchidism', 'Abnormal heart morphology', 'Abnormality of cardiovascular system morphology', 'Tracheoesophageal fistula', 'Inguinal hernia', 'Hernia', 'Cleft palate', 'Abnormality of the eye']"
135100,Fibrodysplasia ossificans progressiva,"['0002664', '0000194', '0001763']","['Neoplasm', 'Open mouth', 'Pes planus']"
136120,Fish-eye disease,"['0000505', '0002621', '0002240', '0001744', '0007957', '0001878', '0001903', '0004804', '0000478', '0002716']","['Visual impairment', 'Atherosclerosis', 'Hepatomegaly', 'Splenomegaly', 'Corneal opacity', 'Hemolytic anemia', 'Anemia', 'Congenital hemolytic anemia', 'Abnormality of the eye', 'Lymphadenopathy']"
305600,Focal dermal hypoplasia,[],[]
300624,Fragile X syndrome,"['0001249', '0000400', '0000411', '0001763', '0000053', '0008640', '0001290', '0000388', '0000403', '0000246', '0000733', '0100962', '0002354']","['Intellectual disability', 'Macrotia', 'Protruding ear', 'Pes planus', 'Macroorchidism', 'Congenital macroorchidism', 'Generalized hypotonia', 'Otitis media', 'Recurrent otitis media', 'Sinusitis', 'Stereotypy', 'Shyness', 'Memory impairment']"
249420,Frank–ter Haar syndrome,[],[]
219000,Fraser syndrome,"['0001126', '0000054', '0000028', '0008665', '0000366', '0001249']","['Cryptophthalmos', 'Micropenis', 'Cryptorchidism', 'Clitoral hypertrophy', 'Abnormality of the nose', 'Intellectual disability']"
136680,Frasier syndrome,[],[]
229300,Friedreich's ataxia,"['0001638', '0000639', '0006934', '0001310', '0001251', '0002078', '0001284', '0003487', '0001640', '0001644', '0030148', '0005110', '0001649', '0001639', '0000364', '0000365', '0000504', '0000505', '0000750', '0000925', '0001288', '0001344', '0001350', '0002167', '0002650', '0000819', '0001324', '0002460']","['Cardiomyopathy', 'Nystagmus', 'Congenital nystagmus', 'Dysmetria', 'Ataxia', 'Truncal ataxia', 'Areflexia', 'Babinski sign', 'Cardiomegaly', 'Dilated cardiomyopathy', 'Heart murmur', 'Atrial fibrillation', 'Tachycardia', 'Hypertrophic cardiomyopathy', 'Hearing abnormality', 'Hearing impairment', 'Abnormality of vision', 'Visual impairment', 'Delayed speech and language development', 'Abnormality of the vertebral column', 'Gait disturbance', 'Absent speech', 'Slurred speech', 'Neurological speech impairment', 'Scoliosis', 'Diabetes mellitus', 'Muscle weakness', 'Distal muscle weakness']"
229600,Fructose intolerance,[],[]
229700,"Fructose-1,6-bisphosphatase deficiency",[],[]
230000,Fucosidosis,[],[]
606812,Fumarase deficiency,[],[]
136880,Fundus albipunctatus,[],[]
248200,Fundus flavimaculatus,"['0000529', '0000572', '0000575', '0000505']","['Progressive visual loss', 'Visual loss', 'Scotoma', 'Visual impairment']"
230350,Galactose epimerase deficiency,"['0012024', '0000365', '0000407', '0000952', '0001290', '0001319', '0001510', '0008527', '0008610', '0008947', '0100543', '0000083', '0001399', '0001744']","['Hypergalactosemia', 'Hearing impairment', 'Sensorineural hearing impairment', 'Jaundice', 'Generalized hypotonia', 'Neonatal hypotonia', 'Growth delay', 'Congenital sensorineural hearing impairment', 'Infantile sensorineural hearing impairment', 'Infantile muscular hypotonia', 'Cognitive impairment', 'Renal insufficiency', 'Hepatic failure', 'Splenomegaly']"
230400,Galactosemia,[],[]
