file,text,HPO_symptoms,HPO_codes,starts,ends
1496981,"The neurofibromatosis type 2 (NF2) gene has been hypothesized to be a recessive tumor suppressor, with mutations at the same locus on chromosome 22 that lead to NF2 also leading to sporadic tumors of the types seen in NF2. Flanking markers for this gene have previously been defined as D22S1 centromeric and D22S28 telomeric. Identification of subregions of this interval that are consistently rearranged in the NF2-related tumors would aid in better defining the disease locus. To this end, we have compared tumor and constitutional DNAs, isolated from 39 unrelated patients with sporadic and NF2-associated acoustic neuromas, meningiomas, schwannomas, and ependymomas, at eight polymorphic loci on chromosome 22. Two of the tumors studied revealed loss-of-heterozygosity patterns, which is consistent with the presence of chromosome 22 terminal deletions. By using additional polymorphic markers, the terminal deletion breakpoint found in one of the tumors, an acoustic neuroma from an NF2 patient, was mapped within the previously defined NF2 region. The breakpoint occurred between the haplotyped markers D22S41/D22S46 and D22S56. This finding redefines the proximal flanking marker and localizes the NF2 gene between markers D22S41/D22S46 and D22S28. In addition, we identified a sporadic acoustic neuroma that reveals a loss-of-heterozygosity pattern consistent with mitotic recombination or deletion and reduplication, which are mechanisms not previously seen in studies of these tumors. This finding, while inconsistent with models of tumorigenesis that invoke single deletions and their gene-dosage effects, lends further support to the recessive tumor-suppressor model.","['neurofibromatosis', 'tumor', 'sporadic', 'tumors', 'tumors', 'tumor', 'sporadic', 'acoustic neuromas', 'meningiomas', 'schwannomas', 'ependymomas', 'tumors', 'tumors', 'acoustic neuroma', 'sporadic', 'acoustic neuroma', 'tumors', 'tumor']","['0006746', '0002664', '0003745', '0002664', '0002664', '0002664', '0003745', '0009588', '0002858', '0100008', '0002888', '0002664', '0002664', '0009588', '0003745', '0009588', '0002664', '0002664']","[4, 80, 181, 190, 424, 509, 581, 609, 628, 641, 658, 726, 952, 963, 1285, 1294, 1487, 1656]","[21, 85, 189, 196, 430, 514, 589, 626, 639, 652, 669, 732, 958, 979, 1293, 1310, 1493, 1661]"
1496982,"Neurofibromatosis type 2 (NF2) is an autosomal dominant syndrome characterized by the development of vestibular schwannomas and other tumors of the nervous system, including cranial and spinal meningiomas, schwannomas, and ependymomas. The presence of bilateral vestibular schwannomas is sufficient for the diagnosis. Skin manifestations are less common than in neurofibromatosis type 1 (NF1; von Recklinghausen disease). The apparent clinical distinction between NF1 and NF2 has been confirmed at the level of the gene locus by linkage studies; the gene for NF1 maps to chromosome 17, whereas the gene for NF2 has been assigned (in a single family) to chromosome 22. To increase the precision of the genetic mapping of NF2 and to determine whether additional susceptibility loci exist, we have performed linkage analysis on 12 families with NF2 by using four polymorphic markers from chromosome 22 and a marker at the NF1 locus on chromosome 17. Our results confirm the assignment of the gene for NF2 to chromosome 22 and do not support the hypothesis of genetic heterogeneity. We believe that chromosome 22 markers can now be used for presymptomatic diagnosis in selected families. The NF2 gene is tightly linked to the D22S32 locus (maximum lod score 4.12; recombination fraction 0). A CA-repeat polymorphism at the CRYB2 locus was the most informative marker in our families (lod score 5.99), but because the observed recombination fraction between NF2 and CRYB2 was 10 cM, predictions using this marker will need to be interpreted with caution.","['Neurofibromatosis', 'autosomal dominant', 'dominant', 'vestibular schwannomas', 'schwannomas', 'other tumors', 'tumors', 'tumors of the nervous system', 'cranial and spinal meningiomas', 'spinal meningiomas', 'meningiomas', 'schwannomas', 'ependymomas', 'bilateral vestibular schwannomas', 'vestibular schwannomas', 'schwannomas', 'Skin manifestations', 'neurofibromatosis', 'genetic heterogeneity', 'heterogeneity']","['0006746', '0000006', '0000006', '0009588', '0100008', '0003008', '0002664', '0004375', '0100009', '0100010', '0002858', '0100008', '0002888', '0009589', '0009588', '0100008', '0000951', '0006746', '0001425', '0001425']","[0, 37, 47, 101, 112, 128, 134, 134, 174, 186, 193, 206, 223, 252, 262, 273, 318, 362, 1056, 1064]","[17, 55, 55, 123, 123, 140, 140, 162, 204, 204, 204, 217, 234, 284, 284, 284, 337, 379, 1077, 1077]"
15150776,"Mutations have been found in the UBE3A gene (E6-AP ubiquitin protein ligase gene) in many Angelman syndrome (AS) patients with no deletion, no uniparental disomy, and no imprinting defect. UBE3A mutations are more frequent in familial than in sporadic patients and the mutations described so far seem to cause similar phenotypes in the familial affected cases. Here we describe two first cousins who have inherited the same UBE3A frameshift mutation (duplication of GAGG in exon 10) from their asymptomatic mothers but present discordant phenotypes. The proband shows typical AS features. Her affected cousin shows a more severe phenotype, with asymmetric spasticity that led originally to a diagnosis of cerebral palsy. Proband's brain MRI shows mild cerebral atrophy while her cousin's brain MRI shows severe brain malformation. This family demonstrates that, although brain malformation is unusual in AS, presence of a brain malformation does not exclude the diagnosis of AS. Also, this UBE3A mutation was transmitted from the cousin's grandfather to only two sisters among eight full siblings, raising the hypothesis of mosaicism for this mutation.","['sporadic', 'spasticity', 'cerebral palsy', 'cerebral atrophy', 'brain malformation']","['0003745', '0001257', '0100021', '0002059', '0007319']","[243, 656, 705, 752, 871]","[251, 666, 719, 768, 889]"
15190457,"Neurofibromatosis 2 (NF2) is an autosomal dominant disease that is characterized by tumors on the vestibular branch of the VIII cranial nerve, but other types of nervous system tumors usually occur as well. Genotype-phenotype correlations are well documented for overall NF2 disease severity but have not been definitively evaluated for specific types of non-VIII nerve tumors. We evaluated genotype-phenotype correlations for various types of non-VIII nerve tumors in 406 patients from the population-based United Kingdom NF2 registry, using regression models with the additional covariates of current age and type of treatment center (specialty or nonspecialty). The models also permitted consideration of intrafamilial correlation. We found statistically significant genotype-phenotype correlations for intracranial meningiomas, spinal tumors, and peripheral nerve tumors. People with constitutional NF2 missense mutations, splice-site mutations, large deletions, or somatic mosaicism had significantly fewer tumors than did people with constitutional nonsense or frameshift NF2 mutations. In addition, there were significant intrafamilial correlations for intracranial meningiomas and spinal tumors, after adjustment for the type of constitutional NF2 mutation. The type of constitutional NF2 mutation is an important determinant of the number of NF2-associated intracranial meningiomas, spinal tumors, and peripheral nerve tumors.","['Neurofibromatosis', 'autosomal dominant', 'dominant', 'tumors', 'tumors on the vestibular branch', 'tumors on the vestibular branch of the VIII cranial nerve', 'nervous system tumors', 'tumors', 'nerve tumors', 'tumors', 'nerve tumors', 'tumors', 'intracranial meningiomas', 'meningiomas', 'spinal tumors', 'tumors', 'peripheral nerve tumors', 'tumors', 'somatic mosaicism', 'tumors', 'intracranial meningiomas', 'meningiomas', 'spinal tumors', 'tumors', 'intracranial meningiomas', 'meningiomas', 'spinal tumors', 'tumors', 'peripheral nerve tumors', 'tumors']","['0006746', '0000006', '0000006', '0002664', '0009588', '0009591', '0004375', '0002664', '0004375', '0002664', '0004375', '0002664', '0100009', '0002858', '0010302', '0002664', '0100007', '0002664', '0001442', '0002664', '0100009', '0002858', '0010302', '0002664', '0100009', '0002858', '0010302', '0002664', '0100007', '0002664']","[0, 32, 42, 84, 84, 84, 162, 177, 364, 370, 453, 459, 806, 819, 832, 839, 851, 868, 970, 1012, 1160, 1173, 1189, 1196, 1366, 1379, 1392, 1399, 1411, 1428]","[17, 50, 50, 90, 115, 141, 183, 183, 376, 376, 465, 465, 830, 830, 845, 845, 874, 874, 987, 1018, 1184, 1184, 1202, 1202, 1390, 1390, 1405, 1405, 1434, 1434]"
15385437,"Angelman syndrome is a neurogenetic disorder caused by the loss of function of the imprinted UBE3A gene in 15q11-q13. In a small group of patients, the disease is due to an imprinting defect (ID) that silences the maternal UBE3A allele. The presence of a faint maternal band detected by methylation-specific PCR analysis of the SNURF-SNRPN locus in approximately one-third of patients who have an ID but no imprinting center deletion suggested that these patients are mosaics of ID cells and normal cells. In two patients studied, somatic mosaicism was proven by molecular and cellular cloning, respectively. X inactivation studies of cloned fibroblasts from one patient suggest that ID occurred before the blastocyst stage. To quantify the degree of mosaicism, we developed a novel quantitative methylation assay based on real-time PCR. In 24 patients tested, the percentage of normal cells ranged from <1% to 40%. Regression analysis suggests that patients with a higher percentage of normally methylated cells tend to have milder clinical symptoms than patients with a lower percentage. In conclusion, we suggest that the role of mosaic imprinting defects in mental retardation is underestimated.","['somatic mosaicism', 'mental retardation', 'retardation']","['0001442', '0001249', '0001249']","[531, 1162, 1169]","[548, 1180, 1180]"
15470370,"Angelman syndrome (AS) can result from either a 15q11-q13 deletion (del), paternal uniparental disomy (UPD), imprinting, or UBE3A mutations. Here, we describe the phenotypic and behavioral variability detected in 49 patients with different classes of deletions and nine patients with UPD. Diagnosis was made by methylation pattern analysis of exon 1 of the SNRPN-SNURF gene and by microsatellite profiling of loci within and outside the 15q11-q13 region. There were no major phenotypic differences between the two main classes (BP1-BP3; BP2-BP3) of AS deletion patients, except for the absence of vocalization, more prevalent in patients with BP1-BP3 deletions, and for the age of sitting without support, which was lower in patients with BP2-BP3 deletions. Our data suggest that gene deletions (NIPA1, NIPA2, CYF1P1, GCP5) mapped to the region between breakpoints BP1 and BP2 may be involved in the severity of speech impairment, since all BP1-BP3 deletion patients showed complete absence of vocalization, while 38.1% of the BP2-BP3 deletion patients were able to pronounce syllabic sounds, with doubtful meaning. Compared to UPD patients, deletion patients presented a higher incidence of swallowing disorders (73.9% del x 22.2% UPD) and hypotonia (73.3% del x 28.57% UPD). In addition, children with UPD showed better physical growth, fewer or no seizures, a lower incidence of microcephaly, less ataxia and higher cognitive skills. As a consequence of their milder or less typical phenotype, AS may remain undiagnosed, leading to an overall underdiagnosis of the disease.","['variability', 'absence of vocalization', 'speech impairment', 'absence of vocalization', 'swallowing disorders', 'hypotonia', 'seizures', 'microcephaly', 'ataxia']","['0003812', '0001344', '0002167', '0001344', '0002015', '0001252', '0001250', '0000252', '0001251']","[189, 586, 912, 983, 1192, 1241, 1351, 1382, 1401]","[200, 609, 929, 1006, 1212, 1250, 1359, 1394, 1407]"
15734008,"To report new ocular manifestations of branchio-oculo-facial (BOF) syndrome.

Case report.

A 10-year-old girl with known BOF syndrome was referred because of a fundus lesion in her left eye.

She had undergone excision of a left orbital dermoid cyst at age 18 months and a branchial cleft fistula from the right side of neck at age 4 years. Examination disclosed openings of sinus tracts on each side of the nose connecting the lacrimal sac to skin. In the right eye, an iris pigment epithelial cyst was confirmed with ultrasound biomicroscopy. In the left eye, there was a combined hamartoma of the retina and retina pigment epithelium.

BOF syndrome can display mild to severe craniofacial, auricular, oral, and ophthalmic anomalies. In this case, the ophthalmic manifestations included lacrimal sac fistula, orbital dermoid cyst, iris pigment epithelial cyst, and combined hamartoma of the retina and retinal pigment epithelium.","['ocular manifestations', 'fundus lesion', 'left orbital dermoid cyst', 'branchial cleft', 'branchial cleft fistula', 'branchial', 'iris pigment epithelial cyst', 'hamartoma of the retina', 'retina pigment epithelium', 'craniofacial, auricular, oral, and ophthalmic anomalies', 'auricular, oral, and ophthalmic anomalies', 'oral, and ophthalmic anomalies', 'ophthalmic anomalies', 'lacrimal sac fistula', 'orbital dermoid cyst', 'iris pigment epithelial cyst', 'hamartoma of the retina', 'retinal pigment epithelium']","['0000478', '0001144', '0001144', '0009794', '0009795', '0009794', '0000525', '0009594', '0008051', '0002260', '0000598', '0000153', '0000478', '0000521', '0001144', '0000525', '0009594', '0008051']","[14, 161, 225, 274, 274, 274, 472, 584, 612, 680, 694, 705, 715, 790, 812, 834, 877, 905]","[35, 174, 250, 289, 297, 283, 500, 607, 637, 735, 735, 735, 735, 810, 832, 862, 900, 931]"
1583664,"A four generation autosomal dominant pedigree of brachydactyly type C is presented with its radiological features. The hands and feet were similarly affected. All the subjects showing these changes had shortening of the big toes and, in addition, had cupped ears.","['autosomal dominant', 'dominant', 'brachydactyly', 'brachydactyly type C', 'shortening of the big toes', 'cupped ears']","['0000006', '0000006', '0001156', '0009373', '0010109', '0000378']","[18, 28, 49, 49, 202, 251]","[36, 36, 62, 69, 228, 262]"
15994874,"Neurofibromatosis 2 (NF2) patients with constitutional splice site NF2 mutations have greater variability in disease severity than NF2 patients with other types of mutations; the cause of this variability is unknown. We evaluated genotype-phenotype correlations, with particular focus on the location of splice site mutations, using mutation and clinical information on 831 patients from 528 NF2 families with identified constitutional NF2 mutations. The clinical characteristics examined were age at onset of symptoms of NF2 and number of intracranial meningiomas, which are the primary indices of the severity of NF2. Two regression models were used to analyse genotype-phenotype correlations. People with splice site mutations in exons 1-5 had more severe disease than those with splice site mutations in exons 11-15. This result is compatible with studies showing that exons 2 and 3 are required for self-association of the amino terminal of the NF2 protein in vitro, and that deletions of exons 2 and 3 in transgenic and knockout mouse models of NF2 cause a high prevalence of Schwann cell derived tumours.","['Neurofibromatosis', 'variability', 'variability', 'intracranial meningiomas', 'meningiomas', 'Schwann cell derived tumours', 'tumours']","['0006746', '0003812', '0003812', '0100009', '0002858', '0100008', '0002664']","[0, 94, 193, 540, 553, 1082, 1103]","[17, 105, 204, 564, 564, 1110, 1110]"
1619642,"Two sibs with the branchio-oculo-facial syndrome are reported. They both have orbital haemangiomatous cysts, which is a previously unreported feature. Both parents are clinically normal and unrelated. This disorder has been reported showing autosomal dominant transmission so this family could represent either an autosomal recessive form or germline mosaicism for the dominant gene.","['orbital haemangiomatous cysts', 'autosomal dominant', 'dominant transmission', 'dominant', 'autosomal recessive form', 'autosomal recessive', 'germline mosaicism', 'dominant']","['0001144', '0000006', '0000006', '0000006', '0000007', '0000007', '0001442', '0000006']","[78, 241, 251, 251, 314, 314, 342, 369]","[107, 259, 272, 259, 338, 333, 360, 377]"
16401744,"Angelman syndrome (AS) is a neurogenetic disorder characterized by severe mental retardation, speech disorder, stereotyped jerky movements, and a peculiar behavioral profile, with a happy disposition and outbursts of laughter. Most patients with AS present with epilepsy and suggestive electroencephalographic patterns, which may be used as diagnostic criteria.

To study epilepsy and response to treatment in a series of patients with AS determined by deletion.

Parent and caregiver interview and medical record review.

Epilepsy Center at the University of SÃ£o Paulo.

Nineteen patients with AS determined by deletion of chromosome 15q11-13.

Epilepsy severity, epilepsy evolution, and response to antiepileptic drug treatment.

All patients with AS in this group had generalized epilepsy, and 10 (53%) also had partial epilepsy. Main seizure types were atypical absences and myoclonic and tonic-clonic seizures. Mean age at onset was 1 year 1 month. Epilepsy aggravated by fever occurred in 10 patients (53%) and status epilepticus in 16 (84%). Eighteen patients (95%) had previous or current history of daily seizures, of which 14 (64%) had disabling seizures. Multiple seizure types were observed in 13 patients (53%). History of refractory epilepsy was reported in 16 patients (84%). Parents reported improvement, characterized by decrease in seizure frequency or seizure control, at the mean age of 5.3 years. Therefore, most of these patients had a period of refractory epilepsy; however, improvement occurred during late childhood and puberty. The best therapeutic response was obtained with valproic acid alone or in association with phenobarbital or clonazepam. Epilepsy was aggravated by carbamazepine, oxcarbazepine, and vigabatrin.

Patients with AS with deletion have epilepsy with early onset and stereotyped electroclinical profile regarding seizure type, severity, and response to antiepileptic drug treatment. Another feature of AS is the age-related improvement, even in refractory cases, during late childhood and puberty. These characteristics are not specific to this syndrome but, when inserted in the proper clinical context, may anticipate diagnosis. We believe that AS should be considered a differential diagnosis in developmentally delayed infants with severe, generalized, cryptogenic epilepsy; however, a proper electroclinical delineation of each genetic group is mandatory.","['severe mental retardation', 'mental retardation', 'retardation', 'speech disorder', 'stereotyped jerky movements', 'jerky movements', 'behavioral profile', 'happy disposition', 'outbursts of laughter', 'laughter', 'epilepsy', 'electroencephalographic patterns', 'epilepsy', 'epilepsy', 'epilepsy', 'epilepsy', 'epilepsy', 'epilepsy', 'seizure', 'atypical absences', 'myoclonic and tonic-clonic seizures', 'myoclonic', 'tonic-clonic seizures', 'seizures', 'Epilepsy', 'fever', 'status epilepticus', 'seizures', 'seizures', 'seizure', 'epilepsy', 'seizure', 'seizure', 'epilepsy', 'childhood', 'Epilepsy', 'epilepsy', 'early onset', 'electroclinical profile', 'seizure', 'childhood', 'developmentally delayed', 'epilepsy']","['0002187', '0001249', '0001249', '0007170', '0007087', '0007087', '0000715', '0100024', '0000749', '0000748', '0001250', '0002353', '0001250', '0001250', '0001250', '0001250', '0001250', '0001250', '0001250', '0007270', '0002123', '0001336', '0002069', '0001250', '0001250', '0001945', '0002133', '0001250', '0001250', '0001250', '0001250', '0001250', '0001250', '0001250', '0011463', '0001250', '0001250', '0003593', '0002353', '0001250', '0011463', '0001263', '0001250']","[67, 74, 81, 94, 111, 123, 155, 182, 204, 217, 262, 286, 372, 523, 646, 665, 783, 823, 838, 857, 879, 879, 893, 906, 954, 977, 1017, 1114, 1156, 1175, 1247, 1350, 1371, 1479, 1531, 1674, 1784, 1798, 1826, 1860, 2022, 2246, 2316]","[92, 92, 92, 109, 138, 138, 173, 199, 225, 225, 270, 318, 380, 531, 654, 673, 791, 831, 845, 874, 914, 888, 914, 914, 962, 982, 1035, 1122, 1164, 1182, 1255, 1357, 1378, 1487, 1540, 1682, 1792, 1809, 1849, 1867, 2031, 2269, 2324]"
1672177,"Angelman's syndrome and Prader-Willi syndrome are both causes of mental retardation with recognisable, but quite different, clinical phenotypes. Both are associated with deletions of chromosome 15q11-13, of maternal origin in Angelman's and paternal in Prader-Willi. Prader-Willi can arise by inheritance of two chromosomes 15 from the mother and none from the father (uniparental maternal disomy). In 2 patients with Angelman's syndrome we found evidence of uniparental paternal disomy. The phenotypic effects of maternal and paternal disomy of chromosome 15 are very different and inheritance of two normal 15s from one parent does not lead to normal development--strong evidence in man for genomic imprinting, in which the same gene has different effects dependent upon its parental origin.","['mental retardation', 'retardation']","['0001249', '0001249']","[65, 72]","[83, 83]"
1683160,"DNA deletion studies using 5 DNA markers localized at 15q11-q12 were performed in 14 Angelman syndrome (AS) patients (9 sporadic and 5 familial cases). A one-copy density for one or more of the 5 loci was detected in 8 (57.1%) of the 14 patients. A deletion of only the D15S11 locus was detected in one sporadic patient, that involving only the D15S10 in 3 familial patients (sibs in a family), that spanning 3 loci (D15S11, D15S10, D15S12) in one sporadic patient, and that spanning 4 loci (D15S9, D15S11, D15S10, D15S12) in the other 3 sporadic patients. The deletion common to our patients as well as to the reported patients may be confined to a segment between D15S11 and D15S10, if the 5 loci are ordered as cen-D15S18-(D15S9-D15S11-D15S10)-D15S12-qt er. This site overlaps but is more distal to the common deletion site in Prader-Willi syndrome (PWS) patients. In the family of the 3 sibs, both of the phenotypically normal mother and maternal grandfather also have deletions of the D15S10 locus. These results were consistent with the genomic imprinting hypothesis for the occurrence of AS, i.e., the lack of a maternally derived locus leads to AS, but may not support a model that AS is the alternative phenotype of PWS at the identical locus.","['sporadic', 'familial cases', 'sporadic', 'sporadic', 'sporadic']","['0003745', '0000005', '0003745', '0003745', '0003745']","[120, 135, 303, 448, 538]","[128, 149, 311, 456, 546]"
16871364,"Brachydactyly type A1 (BDA1) is caused by mutations in the Indian hedgehog gene, IHH, on chromosome 2q35-36. In this study, a large five-generation Chinese family with BDA1 was identified and characterized. All affected family members demonstrated significant homogeneous phenotype and some unique clinical features different from those associated with the reported BDA1 mutations in IHH. Linkage analysis showed that the BDA1 gene in the family was linked to marker D2S126 close to IHH with a LOD score of 4.74 at a recombination fraction of 0. DNA sequence analysis revealed a heterozygous C to T transition at nucleotide 461 of IHH, resulting in a novel T154I substitution. The T154I mutation co-segregated with all affected individuals in the family, and was not present in normal family members or 200 normal controls. These results expand the spectrum of clinical phenotype associated with IHH mutations.","['Brachydactyly type A1', 'BDA1', 'significant homogeneous phenotype']","['0009371', '0009371', '0003813']","[0, 23, 248]","[21, 27, 281]"
16957682,"Heterozygous missense mutations in the serine-threonine kinase receptor BMPR1B result typically in brachydactyly type A2 (BDA2), whereas mutations in the corresponding ligand GDF5 cause brachydactyly type C (BDC). Mutations in the GDF inhibitor Noggin (NOG) or activating mutations in GDF5 cause proximal symphalangism (SYM1). Here, we describe a novel mutation in BMPR1B (R486Q) that is associated with either BDA2 or a BDC/SYM1-like phenotype. Functional investigations of the R486Q mutation were performed and compared with the previously reported BDA2-causing mutation R486W and WT BMPR1B. Overexpression of the mutant receptors in chicken micromass cultures resulted in a strong inhibition of chondrogenesis with the R486Q mutant, showing a stronger effect than the R486W mutant. To investigate the consequences of the BMPR1B mutations on the intracellular signal transduction, we used stably transfected C2C12 cells and measured the activity of SMAD-dependent and SMAD-independent pathways. SMAD activation after stimulation with GDF5 was suppressed in both mutants. Alkaline phosphatase induction showed an almost complete loss of activation by both mutants. Our data extend the previously known mutational and phenotypic spectrum associated with mutations in BMPR1B. Disturbances of NOG-GDF5-BMPR1B signaling cascade can result in similar clinical manifestations depending on the quantitative effect and mode of action of the specific mutations within the same functional pathway.","['brachydactyly type A2 (BDA2)', 'brachydactyly', 'brachydactyly', 'brachydactyly type C', 'BDC', 'proximal symphalangism', 'symphalangism', 'SYM1', 'BDA2', 'BDC', 'SYM1-like']","['0009372', '0001156', '0001156', '0009373', '0009373', '0100264', '0100264', '0006152', '0009372', '0009373', '0006152']","[99, 99, 186, 186, 208, 296, 305, 320, 411, 421, 425]","[127, 112, 199, 206, 211, 318, 318, 324, 415, 424, 434]"
17307835,"Neurofibromatosis type 2 (NF2) is almost unique among inherited disorders in the frequency of mosaicism in the first affected generation. However, the implications of this on transmission risks have not been fully elucidated.

The expanded database of 460 families with NF2 and 704 affected individuals was analysed for mosaicism and transmission risks to offspring.

64 mosaic patients, with a projected mosaicism rate of 33% for sporadic classical NF2 with bilateral vestibular schwannoma at presentation and 60% for those presenting unilaterally, were identified. Offspring risks can be radically reduced on the basis of a sensitive mutation analysis of blood DNA including multiple ligation-dependent probe amplification (MLPA, which detects 15% of all mutations), but even MLPA cannot detect high levels of mosaicism.

The chances of mosaicism in NF2 and the resultant risks of transmission of the mutation to offspring in a number of different clinical situations have been further delineated. The use of MLPA in this large NF2 series is also reported for the first time.","['Neurofibromatosis', 'mosaicism', 'mosaicism', 'mosaicism', 'sporadic', 'bilateral vestibular schwannoma', 'vestibular schwannoma', 'schwannoma', 'mosaicism']","['0006746', '0001442', '0001442', '0001442', '0003745', '0009589', '0009588', '0100008', '0001442']","[0, 94, 320, 405, 431, 459, 469, 480, 839]","[17, 103, 329, 414, 439, 490, 490, 490, 848]"
17353411,"To gain insight into the pathogenesis of neurofibromatosis type 2 (NF2) by investigating the ocular manifestations of this disease.

Using standard histologic techniques, immunohistochemistry, and electron microscopy, we described the ocular pathologic findings of a 34-year-old woman who died from complications of NF2.

We identified 3 types of NF2-associated lesions: juvenile posterior subcapsular cataracts, epiretinal membranes, and an intrascleral schwannoma.

Our analysis indicated that dysplastic lens cells accumulate just anterior to the posterior lens capsule in juvenile posterior subcapsular cataracts and that dysplastic MÃ¼ller cells may be a major component of NF2-associated epiretinal membranes. Clinical Relevance Our findings suggest that a subset of glial cells with epithelial features (Schwann cells, ependymal cells, and MÃ¼ller cells) may be particularly sensitive to loss of the NF2 gene. Understanding the molecular basis for this sensitivity may lead to novel strategies for treating NF2.","['neurofibromatosis', 'ocular manifestations', 'ocular pathologic findings', 'posterior subcapsular cataracts', 'subcapsular cataracts', 'cataracts', 'epiretinal membranes', 'intrascleral schwannoma', 'schwannoma', 'posterior subcapsular cataracts', 'subcapsular cataracts', 'cataracts', 'epiretinal membranes', 'epiretinal membranes']","['0006746', '0000478', '0000478', '0007787', '0000523', '0000518', '0100014', '0100011', '0100008', '0007787', '0000523', '0000518', '0100014', '0100014']","[41, 93, 235, 380, 390, 402, 413, 442, 455, 585, 595, 607, 693, 694]","[58, 114, 261, 411, 411, 411, 433, 465, 465, 616, 616, 616, 713, 714]"
17431915,"We report on wide phenotypic variations within a family with SALL1 mutations; the elder sister presented with a Townes-Brocks syndrome phenotype including external ear anomalies, preaxial polydactyly, and anteriorly placed anus, whereas the younger sister presented with a phenotype resembling Goldenhar syndrome, including atretic ear canals, mandibular hypoplasia, and right preaxial polydactyly as well as an epibulbar dermoid. The mother had abnormal external ears but was otherwise structurally normal, and the father was asymptomatic. Analysis of the SALL1 gene revealed that both daughters were heterozygous for nonsense mutation 1256T>A (L419X), that is present 5' to the region encoding the first double zinc finger. The mother was heterozygous for the L419X mutation. The younger daughter is the first patient with a SALL1 mutation to exhibit a classic Goldenhar syndrome-like phenotype with an epibulbar dermoid. The observation lends further support to the concept that Goldenhar syndrome is an etiologically heterogeneous disorder that may have a genetic basis in some cases.","['wide phenotypic variations within a family', 'external ear anomalies', 'ear anomalies', 'preaxial polydactyly', 'polydactyly', 'anteriorly placed anus', 'atretic ear canals', 'mandibular hypoplasia', 'preaxial polydactyly', 'polydactyly', 'epibulbar dermoid', 'epibulbar dermoid', 'heterogeneous']","['0003822', '0000356', '0000598', '0001177', '0010442', '0001545', '0000413', '0000347', '0001177', '0010442', '0001140', '0001140', '0001425']","[13, 155, 164, 179, 188, 205, 324, 344, 377, 386, 412, 905, 1021]","[55, 177, 177, 199, 199, 227, 342, 365, 397, 397, 429, 922, 1034]"
1745350,"We studied two families with an unusual variant of neurofibromatosis (NF). The first family had spinal neurofibromas and cafÃ© au lait spots (CLS), the second spinal neurofibromas without CLS. Other signs of NF1 or NF2, such as cutaneous tumors, Lisch nodules, or acoustic tumors, were absent. The inheritance pattern in both pedigrees was consistent with autosomal dominant inheritance. Using genetic linkage analysis with DNA markers tightly linked to the NF1 and NF2 loci, we determined that the likely location for the mutation in the first family was in the NF1 gene with odds of 97:1, whereas the mutation in the second family was excluded from the NF1 locus with odds greater than 100,000:1. Families such as these, in which a defined subset of the NF phenotype is passed on, are important for understanding the functional consequences of particular mutations in the NF genes.","['neurofibromatosis', 'spinal neurofibromas', 'neurofibromas', 'cafÃ© au lait spots (CLS)', 'cafÃ© au lait spots', 'spinal neurofibromas', 'pinal neurofibromas', 'neurofibromas', 'cutaneous tumors', 'tumors', 'Lisch nodules', 'acoustic tumors', 'tumors', 'autosomal dominant inheritance', 'autosomal dominant', 'dominant', 'dominant inheritance']","['0006746', '0009735', '0001067', '0000957', '0000957', '0009735', '0009735', '0001067', '0008069', '0002664', '0009737', '0009588', '0002664', '0000006', '0000006', '0000006', '0000006']","[51, 96, 103, 121, 121, 158, 159, 165, 227, 237, 245, 263, 272, 355, 355, 365, 365]","[68, 116, 116, 145, 139, 178, 178, 178, 243, 243, 258, 278, 278, 385, 373, 373, 385]"
1750770,"Two very preterm infants (born at 29 and 25 weeks, respectively) were found to have abnormal ribs. Though this was thought unimportant at the time, it was subsequently shown to indicate that some members of their families had a dominantly inherited risk of developing skin cancer and other serious problems.","['preterm infants', 'abnormal ribs', 'dominantly inherited', 'skin cancer', 'cancer']","['0001622', '0000772', '0000006', '0008069', '0002664']","[9, 84, 228, 268, 273]","[24, 97, 248, 279, 279]"
1789288,"We report on a family in which individuals at risk for NF 2 were investigated with the use of gadolinium-enhanced MRI. This technique has allowed the diagnosis of small (less than 8 mm) acoustic neuromas in two asymptomatic children (age 7 and 11), one of whom had normal audiometric and brainstem-evoked response testing. To our knowledge these are the youngest asymptomatic patients in whom the diagnosis of NF 2 has been demonstrated. It is possible that acoustic neuromas develop at an early age more commonly than recognized previously. The early diagnosis of acoustic neuromas with the use of gadolinium-enhanced MRI may lead to better outcome following surgery. This technique will provide the opportunity to better determine the natural course of this disease.","['acoustic neuromas', 'acoustic neuromas', 'early age', 'acoustic neuromas']","['0009588', '0009588', '0003593', '0009588']","[186, 458, 490, 565]","[203, 475, 499, 582]"
