file,spanish,HPO_symptoms,HPO_code
1357962,"Recientemente se ha reconocido que la uniparental uniparental causa trastornos humanos, incluyendo el síndrome de Prader-Willi (PWS). Describimos un caso particularmente instructivo que plantea importantes cuestiones sobre los mecanismos que producen la uniparental uniparental y cuya evaluación aporta evidencia de que la trisomía puede preceder a la uniparental uniparental en un feto. La muestra de vellosidad coriónica realizada para la edad materna avanzada reveló trisomía 15 en todas las células directas y cultivadas, aunque el feto apareció normal. El análisis cromosómico de amniocytes obtenida a las 15 semanas fue normal en más de 100 células estudiadas. El niño fue hipotónico al nacer y el bandeo de alta resolución no reveló la deleción del 15q11-13, una deleción que se encuentra en el 50%-70% de los pacientes con PWS. Con el tiempo, se desarrollaron las características típicas de la PWS. El análisis genético molecular mediante sondas para el cromosoma 15 reveló uniparental materna. La disyunción materna con fecundación de un óvulo disómicos por un espermatozoide normal, seguida de la pérdida de la paterna 15, es una causa probable de mosaicismo placentario confinado y uniparental uniparental en este caso de PWS, y la edad materna avanzada puede ser un factor predisponente.",['hipotónico al nacer.'],['0008935']
1360768,"Once pacientes con síndrome de Angélica (EA) y sus padres de 5 familias han sido estudiados con análisis cromosómico de alta resolución y sondas moleculares de la región 15q11-13 en un intento de dilucidar el modo de herencia en familia. No se detectaron deleciones. Todas las familias fueron informativas con una combinación de diferentes marcadores citogenéticos de brazo corto. Todos los grupos de sibs heredaron el mismo cromosoma materno 15, pero en 3 familias los sibs heredaron los 15S paternos diferentes. El análisis de 6 marcadores de ADN polimórficos apoyó la conclusión de que como hermanos heredan la misma materno 15, pero a menudo diferente paterna 15S. Estos datos producen una herencia autosómica recesiva en un locus 15q11-13 muy improbable y apoyan la hipótesis de que la familia es debida a la transmisión materna de una mutación dentro del 15q11-13.","['modo de herencia.', 'familiar como', 'autosómica recesiva.', 'herencia autosómica recesiva.']","['0000005', '0000005', '0000007', '0000007']"
1362220,"El síndrome de Angélica (EA) y el síndrome de Prader-Willi (PWS) se han convertido en los ejemplos clásicos de impresión genómica en el hombre, ya que los fenotipos completamente diferentes se generan por la ausencia de aportes maternos (AS) o paternos (PWS) a la región q11-13 del cromosoma 15 como resultado de la deleción o uniparental uniparental. Aparentemente, la mayoría de los pacientes son casos esporádicos. El mecanismo genético subyacente a la familia ha permanecido enigmático durante mucho tiempo. Recientemente, la evidencia ha aparecido sugiriendo una herencia autosómica dominante de un defecto detectable o indetectable en un gen o genes de la 15q11-13, sujeto a la impresión genómica. El presente trabajo describe un pedigrí inusualmente grande con segregación de la herencia materna y una aparente transmisión asintomática a través de varios ancestros varones. Se excluyeron la deleción y la uniparental paterna en el 15q11-13. Sin embargo, el defecto genético está todavía localizado en esta región, ya que obtuvimos una puntuación máxima de LOD de 5,40 para el enlace al locus GABRB3 del receptor GABA y el marcador de ADN anónimo D15S10, que se han mapeado dentro o adyacente a la región crítica como 15q11-13. El tamaño del pedigrí permitió calcular una odds ratio a favor de la impresión genómica de 9,25 x 10 (5). Esta familia ilustra la necesidad de un extenso análisis de pedigrí a la hora de considerar los riesgos de recurrencia para los familiares de pacientes, aquellos sin deleción detectable o uniparental en particular.","['casos esporádicos.', 'esporádicos', 'familiar como', 'herencia autosómica dominante.', 'autosómica dominante.', 'dominante', 'herencia dominante.']","['0003745', '0003745', '0000005', '0000006', '0000006', '0000006', '0000006']"
1363801,"El síndrome de Prader-Willi (PWS) y el síndrome de Angélica (EA) son diferentes trastornos del retraso mental asociados con deleciones de 15q proximal (q11-q13) de diferente origen parental. Se aislaron clones de cromosoma artificial de levadura (YAC) para 9 sondas de ADN previamente mapeadas de esta región, y para un marcador recién derivado, LS6-1 (D15S113). Se construyó un contig YAC de 1-1,5 MB que engloba cuatro marcadores (ML34, IR4-3R, PW71 y TD189-1). El análisis de hibridación in situ de fluorescencia multicolor (FISH) de los núcleos interfásicos se combinó con la información de YAC contig para proporcionar el siguiente orden de marcadores: se realizó el análisis de los peces CEN-IR39-ML34-IR4-3R-PW71-TD189-1-LS6 + + + -1-TD3-21-GABRB3-IR10-1-CMW1-Tel. en 8 casos de PWS y 3 casos de AS, incluyendo 5 pacientes con cariotipos normales. Los 11 pacientes fueron eliminados por YACs en el intervalo de IR4-3R a GABRB3. En la cara proximal del intervalo de deleción, 10/10 puntos de corte cayeron dentro de un único ML34 YAC de 370 KB. En el lado distal, 8/9 puntos de corte cayeron dentro de un único IR10-1 YAC de 200 KB. Estos resultados indican una marcada consistencia en la localización de los puntos de corte proximal y distal en PWS y en pacientes. El análisis de los peces en un caso previamente notificado de familia confirmó una deleción submicroscópica incluyendo YACs correspondiente a LS6-1, TD3-21 y GABRB3 y apoya la separación del PWS y como regiones críticas. Dado que estos tres YACs no se solapan entre sí, el tamaño mínimo de la región como crítica es de > or = 650 KB.","['retraso mental.', 'retraso', 'familiar como']","['0001249', '0001249', '0000005']"
1415348,"Presentamos el caso de una mujer que fue diagnosticada de síndrome de síndrome-oto-renal (BOR) tras 2 embarazos complicados por oligohidramnios por hipoplasia renal y agenesia. Ambos lactantes fallecieron neonatalmente de hipoplasia pulmonar. La histopatología de los huesos temporales del segundo niño muestra inmadurez marcada de la hendidura del oído medio, osículos, nervio facial y canal, y nervio coclear. El estudio de ecografía renal materna fue normal, aunque la pyelography intravenosa indicó hipoplasia renal. Se desconoce la frecuencia del síndrome de BOR entre los casos de hipoplasia/displasia renal fetal recurrente o agenesia, y la ecografía renal parental puede no identificar un defecto renal hereditario. Las investigaciones deben incluir los antecedentes familiares y el examen de los familiares para buscar Punteaduras preauriculares, estenosis del tracto lagrimal y fístulas branquiales y/o quistes. Los estudios de audición e IVP pueden estar indicados.","['oligohidramnios', 'hipoplasia renal.', 'hipoplasia renal y agenesia.', 'falleció neonatalmente.', 'hipoplasia pulmonar.', 'inmadurez de la hendidura del oído medio, osículos, nervio facial.', 'inmadurez de la hendidura del oído medio, osículos', 'inmadurez de la hendidura del oído medio, osículos, nervio facial y canal, y nervio coclear.', 'inmadurez de la hendidura del oído medio.', 'hipoplasia renal.', 'hipoplasia renal/displasia', 'hipoplasia renal.', 'hipoplasia renal/displasia o agenesia.', 'defecto renal.', 'fosas preauriculares.', 'fosetas', 'estenosis del tubo lagrimal.', 'fístulas branquiales.', 'fístulas branquiales y/o quistes.', 'branchial', 'Estudios de audición.']","['0001562', '0000089', '0008680', '0003811', '0002089', '0010827', '0004452', '0000375', '0000370', '0000089', '0000110', '0000089', '0000104', '0000077', '0004467', '0004467', '0007925', '0009795', '0009796', '0009794', '0000365']"
1456285,"Presentamos una paciente con neurinomas acústica bilateral y otros tumores en el sistema nervioso central (neurofibromatosis tipo 2: NF2) y la translocación constitucional, t (4; 22) (q12; q 12.2). La identificación precisa del punto de corte de la translocación (q 12.2) en el cromosoma 22 implica la refinada localización de un gen responsable de la NF2, y proporcionaría una pista de su caracterización molecular y del aislamiento del gen. También se analizaron los cromosomas de una neurinoma paraespinal del paciente y se encontró el mismo cariotipo observado en linfocitos periféricos cultivados. El padre del paciente era también portador de la translocación, pero no tenía síntomas clínicos de NF2, ni otros familiares. Se ofrecen diversas explicaciones para la expresión de la translocación entre el paciente y su padre.","['neurinomas acústica bilateral.', 'neurinomas acústica.', 'neurinomas', 'otros tumores.', 'tumores', 'tumores en el sistema nervioso central.', 'neurofibromatosis', 'neurinoma paraespinal.']","['0009589', '0009588', '0009588', '0003008', '0002664', '0100006', '0006746', '0006751']"
1456287,"Presentamos el desarrollo de 12 años de un niño con síndrome síndrome-óculo-facial que inicialmente fue referido a los 5 meses de edad. Cabe destacar su inteligencia normal, la colocación de clases regulares, el habla hipernasal y el crecimiento continuo a lo largo de la tercera percentil. Se enfatiza la importancia de las observaciones seriadas de los pacientes con trastornos genéticos raros.","['habla hipernasal.', 'crecimiento continuo a lo largo de la tercera percentil.']","['0001611', '0004322']"
14699618,"El fenotipo de síndrome de Gorlin-Goltz o síndrome del nevo basocelular (SNBC, #109400, OMIM), un rasgo mendeliana debido a mutaciones PTCH se ha descrito en unos pocos casos de deleción intersticial del cromosoma 9q. Presentamos el caso de una niña de 11 años de edad, con características clínicas consistentes con SNBC, incluyendo el puente de la silla turcica, el patrón biparietal, las fisuras palpebrales hacia abajo, la prognatismo mandibular, el pectus, las anomalías del pulgar, la espina bífida oculta en el L5-S4, los numerosos nevos basocelulares y el carcinoma basocelular único. El análisis citogenético mediante técnicas de bandas de alta resolución y hibridación in situ de fluorescencia (FISH) reveló la deleción del cromosoma intersticial 9Q 22.32-q 33.2 que incluyó el gen PTCH como un acontecimiento de rotura secundario a una translocación cromosómica t (9; 17) (q 34,1; p 11.2) MAT. Otros estudios de FISH demostraron el punto de corte de la translocación en los mapas de 9Q 34.11 proximal a ABL, entre el BAC clon RP11-88G17 y el gen LMX1B. Este último gen codifica un factor de transcripción, en el que la pérdida de las mutaciones funcionales es responsable del síndrome uña-rótula (NPS, #161200 OMIM). Curiosamente, también se observan algunas características de nuestro proband (por ejemplo, displasia patelar bilateral y forma clavicular anormal), así como su hermana sana que lleva la misma traslocación, en pacientes con NPS. Los mapas de puntos de corte del cromosoma 17P 11.2 en el síndrome de Smith-Magenis, región de deleción común, dentro de dos clones de BAC solapados, CTD-2354J3 y RP11-311F12.","['Nevus basocelular.', 'síndrome del nevo basocelular.', 'Puente de la silla turcica.', 'patrón biparietal.', 'Fisuras palpebrales inclinadas hacia abajo.', 'prognatismo mandibular.', 'prognatismo', 'pectus pectus', 'anomalías del pulgar', 'espina bífida oculta.', 'espina bífida.', 'numerosos nevos de células basales.', 'Nevus basocelulares.', 'carcinoma basocelular.', 'displasia patelar.', 'forma clavicular anormal']","['0002671', '0002671', '0005449', '0000242', '0000494', '0000303', '0000303', '0000767', '0001172', '0003298', '0002414', '0001054', '0002671', '0002671', '0006446', '0000889']"
14717907,"La asociación entre las anomalías del oído y del riñón no suele deberse a un insulto al embrión. En los últimos años, muchos genes de control del desarrollo esencial que coordinan el ensamblaje y la función del riñón y el oído se han descubierto a través de la generación de mutantes animales y han aumentado nuestra comprensión de los mecanismos de las enfermedades Oto-renales humanas. Aquí describimos los síndromes clínicos del oído y del riñón y su expresión molecular.","['anomalías del oído y del riñón', 'anomalías renales.', 'síndromes clínicos del oído y del riñón', 'síndromes clínicos renales.']","['0000598', '0000077', '0000598', '0000077']"
14735582,"La brachydactyly tipo C (BDC) se caracteriza por el acortamiento de las falanges medias del índice, el medio y el meñique con hyperphalangy, habitualmente del índice y del dedo medio. En el BDC se han notificado mutaciones heterozigóticas de la proteína morfogenéticas-1 (CDMP1) derivada del cartílago, resultando en una pérdida de función. Se describe una gran tribu con una forma semi-dominante de BDC y una desviación cubital pronunciada del segundo y tercer dígito. En esta familia se identificó una nueva mutación de sentido homocigótico (517A > G) que cambió la metionina a la valina en la posición de aminoácidos 173. La mutación se encuentra dentro de una región de siete aminoácidos altamente conservada del prodominio de CDMP1. Las radiografías de la mano de los portadores de mutaciones heterozigóticas demostraron un acortamiento leve de los metacarpos IV y V; un hallazgo confirmado por el análisis de sus perfiles metacarpofalángicas (MCPPs). La mutación descrita aquí apunta hacia una función importante del prodominio para el plegamiento, la secreción y la disponibilidad de CDMP1 biológicamente activa.","['Brachydactyly tipo C', 'CBM', 'acortamiento de las falanges medias del índice, medio y meñique.', 'hyperphalangy, generalmente del índice y del dedo medio.', 'hyperphalangy', 'forma dominante.', 'dominante', 'desviación cubital del segundo y tercer dígito.', 'desviación cubital.', 'acortamiento de los metacarpos IV y V.']","['0009373', '0009373', '0004220', '0009495', '0010235', '0000006', '0000006', '0009464', '0001193', '0010047']"
1478663,"El síndrome de Branchiootorenal es un trastorno autosómica dominante que afecta a un 2% de los niños profundamente sordos. Además del deterioro de la audición, se caracteriza por una deformidad en el oído, Punteaduras preauriculares, tracto sinusal branquial y anomalías renales. La patogenia de la enfermedad sigue siendo desconocida; sin embargo, el gen defectuoso se ha localizado al cromosoma 8Q mediante estudios de vinculación familiar.","['trastorno autosómico dominante.', 'autosómica dominante.', 'dominante', 'profundamente sordo', 'sordo', 'trastornos de la audición', 'Deformidad de las orejas', 'fosas preauriculares.', 'fosetas', 'hendidura branquial.', 'vías del seno branquial hendido.', 'anomalías renales.']","['0000006', '0000006', '0000006', '0000404', '0000404', '0000365', '0000394', '0004467', '0004467', '0009794', '0100272', '0000077']"
1479598,"Se ha realizado un estudio clínico y genético de la neurofibromatosis tipo 2 (NF2) en el Reino Unido. La averiguación prácticamente completa de los casos en el noroeste de Inglaterra fue alcanzada y sugiere una incidencia poblacional de 1 de 33.000 a 40.000. En el Reino Unido en su conjunto, se han identificado 150 casos y se han utilizado para estudiar las características clínicas y genéticas de la NF2. Se confirmó la herencia autosómica dominante de NF2, se evaluó el 49% de los casos como representando nuevas mutaciones, y se estimó que la tasa de mutación fue de 6,5 x 10 (-6). Se encontró evidencias que apoyan un efecto genético materno en la edad de inicio de 18,17 años en 36 casos de herencia materna y 24,5 en 20 casos heredados de forma paternal (p = 0,027). La preponderancia de los casos de herencia materna fue también significativa (p = 0,03). Se presentan los datos que sugieren que existen dos tipos de NF2, uno con inicio posterior y schwanomas vestibulares bilaterales como única característica habitual, y el otro con inicio más precoz y otros múltiples tumores. Un número considerable de casos no se encontraban fácilmente en uno u otro grupo y es necesario considerar otros factores como el efecto materno sobre la gravedad y la anticipación.","['neurofibromatosis', 'herencia autosómica dominante.', 'autosómica dominante.', 'herencia dominante.', 'dominante', 'schwanomas vestibulares bilaterales.', 'schwanomas vestibulares.', 'schwannomas', 'tumores']","['0006746', '0000006', '0000006', '0000006', '0000006', '0009589', '0009588', '0100008', '0002664']"
1479599,"Se han estudiado las principales características definitorias, la edad al inicio de los síntomas y la supervivencia en 150 pacientes con neurofibromatosis tipo 2 (NF2). La edad media de inicio fue de 21,57 años (n = 110) y no se presentaron casos a partir de los 55 años de edad. Los pacientes presentaron síntomas atribuibles a los schwanomas vestibulares (neuroma acústico), meningiomas craneales y tumores espinales. En 97 casos estudiados personalmente por los autores, se encontró que la exploración de la piel y los ojos era útil para detectar los signos tempranos de la enfermedad. Es probable que el examen de la piel ayude en el diagnóstico precoz en al menos el 10% de los casos y en el examen del ojo para una opacidad del cristalino o catarata en al menos el mismo número de veces. Existen diferencias interfamiliares marcadas en la gravedad de la enfermedad y en la susceptibilidad tumoral. Los schwanomas vestibulares no son completamente penetrantes, pero la afección suele expresarse de otra forma. Se aboga por la alteración de los criterios diagnósticos actuales para cubrir la falta de provisión de nuevas mutaciones. Se propone un protocolo de cribado y se discute el efecto de la heterogeneidad de la enfermedad sobre el manejo.","['neurofibromatosis', 'schwanomas vestibulares.', 'schwannomas', 'neuroma acústico.', 'meningiomas craneales.', 'meningiomas', 'tumores espinales.', 'tumores', 'opacidad del cristalino', 'catarata', 'diferencias interfamiliares.', 'tumor', 'Schwanomas vestibulares.', 'schwannomas', 'heterogeneidad']","['0006746', '0009588', '0100008', '0009588', '0100009', '0002858', '0010302', '0002664', '0000518', '0000518', '0003822', '0002664', '0009588', '0100008', '0001425']"
1484939,"Se estudiaron las características clínicas, la edad de inicio de los síntomas y la supervivencia de 150 pacientes con neurofibromatosis tipo 2. La edad media de inicio fue de 21,57 años (n = 110) y no se presentaron pacientes a partir de los 55 años de edad. Los pacientes presentaron síntomas atribuibles a los schwanomas vestibulares (neuroma acústico), meningiomas craneales y tumores espinales. En 100 pacientes estudiados personalmente por los autores, el 44% presentó sordera y fue unilateral en la mayoría (35/44). La sordera se acompañó de tinnitus en un 10% más y la debilidad o pérdida muscular fue el primer síntoma en el 12%. Los síntomas de presentación menos frecuentes fueron convulsiones (8 por ciento), vértigo (8 por ciento) entumecimiento y hormigueo (2 por ciento) y ceguera (1 por ciento). Once pacientes fueron diagnosticados asintomáticamente mediante cribado. Las manchas café con leche se produjeron en el 43% (n = 43), pero sólo un caso tuvo seis. Los tumores cutáneos se detectaron en el 68 por ciento (68/100) y el 38% (34/90) tenían una opacidad de lente identificable o catarata. La edad media a la muerte en 40 casos fue de 36,25 años y la única muerte fue el resultado de una complicación de la neurofibromatosis. Existen diferencias interfamiliares significativas en la gravedad de la enfermedad y en la susceptibilidad tumoral.","['neurofibromatosis', 'schwanomas vestibulares.', 'schwannomas', 'neuroma acústico.', 'meningiomas craneales.', 'meningiomas', 'tumores espinales.', 'tumores', 'sordera', 'Sordera', 'zumbido', 'debilidad muscular', 'debilidad o pérdida muscular', 'debilidad', 'convulsiones', 'vértigo', 'ceguera', 'Manchas café au lait', 'Tumores cutáneos.', 'tumores', 'opacidad del cristalino', 'catarata', 'neurofibromatosis', 'diferencias inter-familiares.', 'tumor']","['0006746', '0009588', '0100008', '0009588', '0100009', '0002858', '0010302', '0002664', '0000404', '0000404', '0000360', '0001324', '0003202', '0001324', '0001250', '0002321', '0000618', '0000957', '0008069', '0002664', '0000518', '0000518', '0006746', '0003813', '0002664']"
1496981,"Se ha planteado la hipótesis de que el gen de la neurofibromatosis tipo 2 (NF2) es un supresor tumoral recesivo, con mutaciones en el mismo locus del cromosoma 22 que conducen a NF2, que también conducen a tumores esporádicos de los tipos observados en NF2. Los marcadores de flanco para este gen han sido previamente definidos como D22S1 centroméricas y D22S28 repeticiones teloméricas. La identificación de las subregiones de este intervalo que se reorganizan de forma consistente en los tumores relacionados con NF2 podría ayudar a definir mejor el locus de la enfermedad. Para ello, se han comparado DNAss tumorales y constitucionales, aislados de 39 pacientes no relacionados con neuromas acústicos esporádicos y NF2 asociados, meningiomas, schwanomas y ependimomas, en ocho loci polimórficos en el cromosoma 22. Dos de los tumores estudiados mostraron patrones de pérdida de heterocigotos, lo que es consistente con la presencia de deleciones terminales del cromosoma 22. Utilizando marcadores polimórficos adicionales, el punto de corte de deleción terminal encontrado en uno de los tumores, un neuroma acústico de un paciente NF2, se trazó dentro de la región NF2 previamente definida. El punto de corte se produjo entre los marcadores de haplotipo D22S41/D22S46 y D22S56. Este hallazgo redefine el marcador de flanco proximal y localiza el gen NF2 entre los marcadores D22S41/D22S46 y D22S28. Además, se identificó un neuroma acústico esporádico que revela un patrón de pérdida de heterocigoto consistente con recombinación de mitotic o deleción y reduplicación, que son mecanismos no vistos previamente en estudios de estos tumores. Este hallazgo, aunque inconsistente con modelos de tumorigénesis que invocan deleciones individuales y sus efectos dosis-gen, da soporte adicional al modelo recesivo de supresor tumoral.","['neurofibromatosis', 'tumor', 'esporádicos', 'tumores', 'tumores', 'tumor', 'esporádicos', 'neuromas acústicos.', 'meningiomas', 'schwannomas', 'ependimomas', 'tumores', 'tumores', 'neuroma acústico.', 'esporádicos', 'neuroma acústico.', 'tumores', 'tumor']","['0006746', '0002664', '0003745', '0002664', '0002664', '0002664', '0003745', '0009588', '0002858', '0100008', '0002888', '0002664', '0002664', '0009588', '0003745', '0009588', '0002664', '0002664']"
1496982,"La neurofibromatosis tipo 2 (NF2) es un síndrome autosómica dominante caracterizado por el desarrollo de schwanomas vestibulares y otros tumores del sistema nervioso, incluyendo meningiomas craneales y espinales, schwanomas y ependimomas. La presencia de schwanomas vestibulares bilaterales es suficiente para el diagnóstico. Las manifestaciones cutáneas son menos frecuentes que en la neurofibromatosis tipo 1 (NF1; enfermedad de von Recklinghausen). La aparente distinción clínica entre NF1 y NF2 ha sido confirmada a nivel del locus génico mediante estudios de vinculación; el gen de la NF1 se asigna al cromosoma 17, mientras que el gen de NF2 se ha asignado (en una familia) al cromosoma 22. Para aumentar la precisión del mapeo genético de NF2 y determinar si existen loci de susceptibilidad adicionales, se ha realizado un análisis de la vinculación de 12 familias con NF2 utilizando cuatro marcadores polimórficos del cromosoma 22 y un marcador en el locus NF1 del cromosoma 17. Nuestros resultados confirman la asignación del gen de la NF2 al cromosoma 22 y no apoyan la hipótesis de la heterogeneidad genética. Creemos que los marcadores cromosómicos 22 pueden ser utilizados para el diagnóstico presintomático en familias seleccionadas. El gen NF2 está estrechamente ligado al locus D22S32 (máximo LOD score 4,12; fracción de recombinación 0). Un polimorfismo CA-REPEAT en el locus CRYB2 fue el marcador más informativo en nuestras familias (LOD score 5,99), pero debido a que la fracción de recombinación observada entre NF2 y CRYB2 fue de 10 cM, las predicciones con este marcador deberán ser interpretadas con precaución.","['Neurofibromatosis', 'autosómica dominante.', 'dominante', 'schwanomas vestibulares.', 'schwannomas', 'otros tumores.', 'tumores', 'tumores del sistema nervioso.', 'meningiomas craneales y espinales.', 'meningiomas espinales.', 'meningiomas', 'schwannomas', 'ependimomas', 'schwanomas vestibulares bilaterales.', 'schwanomas vestibulares.', 'schwannomas', 'Manifestaciones cutáneas.', 'neurofibromatosis', 'heterogeneidad genética.', 'heterogeneidad']","['0006746', '0000006', '0000006', '0009588', '0100008', '0003008', '0002664', '0004375', '0100009', '0100010', '0002858', '0100008', '0002888', '0009589', '0009588', '0100008', '0000951', '0006746', '0001425', '0001425']"
15150776,"Se han encontrado mutaciones en el gen de la UBE3A (el gen de la proteína ubiquitina de la ligasa de E6-AP) en muchos pacientes con síndrome de Angélica (AS) sin deleción, uniparental uniparental y sin defecto de impresión. Las mutaciones UBE3A son más frecuentes en los pacientes familiares que en los esporádicos y las mutaciones descritas hasta el momento parecen causar fenotipos similares en los casos afectados familiares. Aquí describimos dos primos que han heredado la misma mutación UBE3A frameshift (duplicación de la ARCAda en el exón 10) de sus madres asintomáticas, pero presentan fenotipos discordantes. El proband muestra características típicas. Su primo afectado presenta un fenotipo más severo, con espasticidad asimétrica que condujo inicialmente al diagnóstico de parálisis cerebral. La RM cerebral de proband muestra una atrofia cerebral leve mientras que la resonancia magnética cerebral de su primo muestra malformaciones cerebrales graves. Esta familia demuestra que, aunque la malformación cerebral es inusual en la misma, la presencia de una malformación cerebral no excluye el diagnóstico de AS. Además, esta mutación UBE3A fue transmitida desde el abuelo del primo a sólo dos hermanas entre los ocho hermanos, aumentando la hipótesis de mosaicismo para esta mutación.","['esporádicos', 'espasticidad', 'parálisis cerebral.', 'atrofia cerebral.', 'malformación cerebral.']","['0003745', '0001257', '0100021', '0002059', '0007319']"
15190457,"La neurofibromatosis 2 (NF2) es una enfermedad autosómica dominante que se caracteriza por tumores en la rama vestibular del VIII nervio craneal, pero también ocurre con otros tipos de tumores del sistema nervioso. Las correlaciones genotipo-fenotipo están bien documentadas para la severidad global de la enfermedad de NF2, pero no se han evaluado definitivamente para tipos específicos de tumores del nervio no VIII. Se evaluaron las correlaciones genotipo-fenotipo para diversos tipos de tumores del nervio no VIII en 406 pacientes del registro NF2 del Reino Unido basado en la población, utilizando modelos de regresión con las covariables adicionales de la edad actual y el tipo de centro de tratamiento (especialidad o no especialidad). Los modelos también permitieron la consideración de la correlación intrafamiliar. Se encontraron correlaciones genotipo-fenotipo estadísticamente significativas para los meningiomas, tumores espinales y tumores del nervio periférico intracraneales. Las personas con mutaciones NF2 constitucionales, mutaciones en el punto de Unión, deleciones grandes o mosaicismo somático presentaron significativamente menos tumores que las personas con mutaciones constitucionales sin sentido o frameshift NF2. Además, se observaron correlaciones intrafamiliares significativas en los meningiomas y tumores espinales intracraneales, tras el ajuste del tipo de mutación NF2 constitucional. El tipo de mutación NF2 constitucional es un determinante importante del número de meningiomas endocraneales asociados a NF2, tumores espinales y tumores del nervio periférico.","['Neurofibromatosis', 'autosómica dominante.', 'dominante', 'tumores', 'tumores en la rama vestibular.', 'tumores en la rama vestibular del VIII nervio craneal.', 'tumores del sistema nervioso', 'tumores', 'tumores nerviosos.', 'tumores', 'tumores nerviosos.', 'tumores', 'meningiomas intracraneales.', 'meningiomas', 'tumores espinales.', 'tumores', 'tumores del nervio periférico.', 'tumores', 'mosaicismo somático.', 'tumores', 'meningiomas intracraneales.', 'meningiomas', 'tumores espinales.', 'tumores', 'meningiomas intracraneales.', 'meningiomas', 'tumores espinales.', 'tumores', 'tumores del nervio periférico.', 'tumores']","['0006746', '0000006', '0000006', '0002664', '0009588', '0009591', '0004375', '0002664', '0004375', '0002664', '0004375', '0002664', '0100009', '0002858', '0010302', '0002664', '0100007', '0002664', '0001442', '0002664', '0100009', '0002858', '0010302', '0002664', '0100009', '0002858', '0010302', '0002664', '0100007', '0002664']"
15385437,"El síndrome de Angelica es un trastorno neurogenético causado por la pérdida de función del gen UBE3A impreso en 15q11-q13. En un pequeño grupo de pacientes, la enfermedad se debe a un defecto de impresión (ID) que silencia el alelo UBE3A materno. La presencia de una banda materna débil detectada por el análisis de la PCR específica de la metilación del locus SNURF-SNRPN en aproximadamente un tercio de los pacientes que tienen un ID pero sin deleción del centro de impresión sugirió que estos pacientes son mosaicos de células ID y células normales. En dos pacientes estudiados, el mosaicismo somático se demostró mediante clonación molecular y celular, respectivamente. Los estudios de inactivación X de fibroblastos clonados de un paciente sugieren que el ID se produjo antes de la fase de blastocisto. Para cuantificar el grado de mosaicismo se desarrolló un nuevo ensayo cuantitativo de metilación basado en la PCR en tiempo real. En 24 pacientes analizados, el porcentaje de células normales osciló entre el < 1% y el 40%. El análisis de regresión sugiere que los pacientes con un mayor porcentaje de células normalmente desnaturalizadas tienden a tener síntomas clínicos más leves que los pacientes con menor porcentaje. En conclusión, sugerimos que el papel de los defectos de impresión en mosaico en el retraso mental está infravalorado.","['mosaicismo somático.', 'retraso mental.', 'retraso']","['0001442', '0001249', '0001249']"
15470370,"El síndrome de Angélica (EA) puede ser resultado de una deleción 15q11-q13 (del), de una uniparental uniparental paternal (UPD), de una impresión o de mutaciones UBE3A. Se describe la variabilidad fenotípica y conductual detectada en 49 pacientes con diferentes clases de deleciones y nueve pacientes con UPD. El diagnóstico se realizó mediante el análisis del patrón de metilación del exón 1 del gen SNRPN-SNURF y el perfil microsatélite de loci dentro y fuera de la región de 15q11-q13. No hubo diferencias fenotípicas mayores entre las dos clases principales (BP1-BP3; BP2-BP3) de los pacientes como deleción, excepto en ausencia de vocalización, más prevalentes en pacientes con deleciones de BP1-BP3, y en la edad de sentada sin soporte, que fue menor en pacientes con deleciones BP2-BP3. Nuestros datos sugieren que las deleciones génicas (NIPA1, NIPA2, CYF1P1, GCP5) mapeadas a la región entre los puntos de corte BP1 y BP2 pueden estar implicadas en la gravedad del deterioro del habla, ya que todos los pacientes con deleción BP1-BP3 mostraron ausencia completa de vocalización, mientras que el 38,1% de los pacientes con deleción BP2-BP3 fueron capaces de pronunciar En comparación con los pacientes con UPD, los pacientes con deleción presentaron una mayor incidencia de trastornos de la deglución (73,9% del x 22,2% UPD) e hipotonía (73,3% del x 28,57% UPD). Además, los niños con UPD presentaron mejor crecimiento físico, menor o nula crisis, menor incidencia de microcefalia, menor ataxia y mayores habilidades cognitivas. Como consecuencia de su fenotipo más leve o menos típico, ya que puede permanecer sin diagnosticar, lo que conduce a un subdiagnóstico global de la enfermedad.","['variabilidad', 'ausencia de vocalización.', 'trastornos del habla', 'ausencia de vocalización.', 'trastornos de la deglución', 'hipotonía', 'convulsiones', 'microcefalia', 'ataxia']","['0003812', '0001344', '0002167', '0001344', '0002015', '0001252', '0001250', '0000252', '0001251']"
1583664,"Se presenta un pedigrí autosómica dominante de cuatro generaciones de brachydactyly tipo C con sus características radiológicas. Las manos y los pies estaban igualmente afectados. Todos los sujetos que mostraban estos cambios tenían un acortamiento de los dedos grandes y, además, tenían orejas ahuecadas.","['autosómica dominante.', 'dominante', 'brachydactyly', 'brachydactyly tipo C', 'acortamiento de los dedos grandes', 'orejas ahuecadas']","['0000006', '0000006', '0001156', '0009373', '0010109', '0000378']"
