,file,text,HPO_symptoms,HPO_code
53,1479599,"The main defining characteristics, age at the onset of symptoms and survival have been studied in 150 patients with neurofibromatosis type 2 (NF2). The mean age of onset was 21.57 years (n = 110) and there were no cases from 55 years of age. The patients presented symptoms attributable to vestibular schwanomas (acoustic neuroma), cranial meningiomas, and spinal tumors. In 97 cases personally studied by the authors, examination of the skin and eyes was found to be useful in detecting early signs of the disease. Skin examination is likely to aid in early diagnosis in at least 10% of cases and eye examination for clouding of the lens or cataract in at least the same number of times. There are marked interfamilial differences in the severity of the disease and in tumor susceptibility. Vestibular schwannomas are not completely penetrating, but the condition is usually expressed differently. The alteration of current diagnostic criteria is advocated to cover the lack of provision of new mutations. A screening protocol is proposed and the effect of disease heterogeneity on management is discussed.","['neurofibromatosis', 'vestibular schwanomas.', 'schwannomas', 'acoustic neuroma.', 'cranial meningiomas.', 'meningiomas', 'spinal tumors.', 'tumors', 'lens opacity', 'cataract' , 'interfamilial differences.', 'tumor', 'vestibular Schwanomas.', 'schwannomas', 'heterogeneity']","['0006746', '0009588', '0100008', '0009588', '0100009', '0002858', '0010302', '0002664', '0000518', '0000518', '0003822', '0002664', '0009588', '0100008', '0001425']"
54,1484939,"The clinical characteristics, age of onset of symptoms and survival of 150 patients with neurofibromatosis type 2 were studied. The mean age of onset was 21.57 years (n = 110) and no patients were presented after 55 year old. The patients presented symptoms attributable to vestibular schwanomas (acoustic neuroma), cranial meningiomas, and spinal tumors. In 100 patients personally studied by the authors, 44% had deafness and it was unilateral in the majority (35/44). Deafness was accompanied by tinnitus in 10% more and muscle weakness or loss was the first symptom in 12%. The least frequent presenting symptoms were seizures (8 percent), vertigo (8 percent), numbness and tingling (2 percent), and blindness (1 percent). Eleven patients were diagnosed asymptomatically by screening. Café au lait spots occurred in 43% (n = 43), but only one case had six. Skin tumors were detected in 68 percent (68/100) and 38% (34/90) had an identifiable lens opacity or cataract. The mean age at death in 40 cases was 36.25 years and the only death was the result of a complication of neurofibromatosis. There are significant interfamilial differences in the severity of the disease and in tumor susceptibility.","['neurofibromatosis',' vestibular schwanomas. ',' schwannomas', 'acoustic neuroma.', 'cranial meningiomas.', 'meningiomas',' spinal tumors. ',' tumors', 'deafness',' deafness', ' ringing ',' muscle weakness ',' muscle weakness or loss ',' weakness ',' seizures ',' vertigo ',' blindness ',' brown spots au lait ',' skin tumors ',' tumors ',' opacity of the lens', 'cataract', 'neurofibromatosis',' inter-family differences. ',' tumor ']","['0006746', '0009588', '0100008', '0009588', '0100009', '0002858', '0010302', '0002664', '0000404', '0000404', '0000360', '0001324', '0003202', '0001324', '0001250', '0002321', '0000618', '0000957', '0008069', '0002664', '0000518', '0000518', '0006746', '0003813', '0002664']"
55,1496981,"It has been hypothesized that the neurofibromatosis type 2 (NF2) gene is a recessive tumor suppressor, with mutations at the same locus of chromosome 22 leading to NF2, which also lead to sporadic tumors of the types observed in NF2. The flank markers for this gene have previously been defined as D22S1 centromeric and D22S28 telomeric repeats. Identifying the subregions in this range that are consistently rearranged in NF2-related tumors could help to better define the disease locus. To do this, tumor and constitutional DNAss, isolated from 39 patients unrelated to sporadic acoustic neuromas and associated NF2, meningiomas, schwanomas, and ependymomas, were compared at eight polymorphic loci on chromosome 22. Two of the tumors studied showed patterns of loss of Heterozygous, consistent with the presence of terminal deletions of chromosome 22. Using additional polymorphic markers, the terminal deletion cut-off point found in one of the tumors, an acoustic neuroma from an NF2 patient, was mapped within the NF2 region. previously defined. The cut-off point occurred between the D22S41 / D22S46 and D22S56 haplotype markers. This finding redefines the proximal flank marker and locates the NF2 gene between the D22S41 / D22S46 and D22S28 markers. Furthermore, a sporadic acoustic neuroma was identified that reveals a pattern of heterozygote loss consistent with mitotic recombination or deletion and reduplication, which are mechanisms not previously seen in studies of these tumors. This finding, while inconsistent with tumorigenesis models that invoke individual deletions and their gene-dose effects, further supports the recessive tumor suppressor model.","['neurofibromatosis', 'tumor', 'sporadic', 'tumors', 'tumors', 'tumor', 'sporadic', 'acoustic neuromas.', 'meningiomas', 'schwannomas', 'ependymomas', 'tumors' , 'tumors', 'acoustic neuroma.', 'sporadic', 'acoustic neuroma.', 'tumors', 'tumor']","['0006746', '0002664', '0003745', '0002664', '0002664', '0002664', '0003745', '0009588', '0002858', '0100008', '0002888', '0002664', '0002664', '0009588', '0003745', '0009588', '0002664', '0002664']"
56,1496982,"Neurofibromatosis type 2 (NF2) is an autosomal dominant syndrome characterized by the development of vestibular schwanomas and other tumors of the nervous system, including cranial and spinal meningiomas, schwanomas, and ependymomas. The presence of bilateral vestibular schwannomas is sufficient for the diagnosis. Cutaneous manifestations are less frequent than in neurofibromatosis type 1 (NF1; von Recklinghausen's disease). The apparent clinical distinction between NF1 and NF2 has been confirmed at the gene locus level through linkage studies; the NF1 gene is assigned to chromosome 17, while the NF2 gene has been assigned (in a family) to chromosome 22. To increase the precision of the genetic mapping of NF2 and determine if additional susceptibility loci exist, it has been performed an analysis of the linkage of 12 families with NF2 using four polymorphic markers on chromosome 22 and one marker at the NF1 locus on chromosome 17. Our results confirm the assignment of the NF2 gene to chromosome 22 and do not support the hypothesis of genetic heterogeneity. . We believe that chromosomal markers 22 can be used for presymptomatic diagnosis in selected families. The NF2 gene is closely linked to the D22S32 locus (maximum LOD score 4.12; recombination fraction 0). A CA-REPEAT polymorphism at the CRYB2 locus was the most informative marker in our families (LOD score 5.99), but because the observed recombination fraction between NF2 and CRYB2 was 10 cM, the predictions with this marker should be interpreted with caution.","['Neurofibromatosis', 'autosomal dominant.', 'Dominant', 'vestibular schwanomas.', 'Schwannomas', 'other tumors.', 'Tumors', 'tumors of the nervous system.', 'Cranial and spinal meningiomas.' , 'spinal meningiomas.', 'meningiomas',' schwannomas', 'ependymomas',' bilateral vestibular schwanomas. ',' vestibular schwanomas. ',' schwannomas', 'cutaneous manifestations.', 'neurofibromatosis',' genetic heterogeneity. ',' heterogeneity ']","['0006746', '0000006', '0000006', '0009588', '0100008', '0003008', '0002664', '0004375', '0100009', '0100010', '0002858', '0100008', '0002888', '0009589', '0009588', '0100008', '0000951', '0006746', '0001425', '0001425']"
57,15150776,"Mutations in the UBE3A gene (the E6-AP ligase ubiquitin protein gene) have been found in many patients with Angelica syndrome (AS) without deletion, uniparental uniparental, and no printing defect. UBE3A mutations are more frequent in familial patients than in sporadic patients, and the mutations described so far seem to cause similar phenotypes in affected familial cases. Here we describe two cousins ​​that have inherited the same UBE3A frameshift mutation (duplication of ARCAda in exon 10) from their asymptomatic mothers, but have discordant phenotypes. The proband shows typical characteristics. Her affected cousin has a more severe phenotype, with asymmetric spasticity that initially led to the diagnosis of cerebral palsy. Proband's brain MRI shows mild cerebral atrophy while his cousin's MRI of the brain shows severe brain malformations. This family shows that, although the cerebral malformation is unusual in it, the presence of a cerebral malformation does not exclude the diagnosis of AS. Furthermore, this UBE3A mutation was transmitted from the cousin's grandfather to only two sisters among the eight brothers, increasing the mosaic hypothesis for this mutation.","['sporadic', 'spasticity', 'cerebral palsy.', 'cerebral atrophy.', 'cerebral malformation.']","['0003745', '0001257', '0100021', '0002059', '0007319']"
58,15190457,"Neurofibromatosis 2 (NF2) is an autosomal dominant disease characterized by tumors in the vestibular branch of the VIII cranial nerve, but it also occurs with other types of tumors of the nervous system. Genotype-phenotype correlations are well documented for the overall severity of NF2 disease, but have not been definitively evaluated for specific types of non-VIII nerve tumors. Genotype-phenotype correlations for various types of non-VIII nerve tumors were evaluated in 406 patients in the UK population-based NF2 registry using regression models with additional covariates for current age and type of treatment center ( specialty or non-specialty). The models also allowed for consideration of intra-family correlation. Statistically significant genotype-phenotype correlations were found for meningiomas, spinal tumors, and intracranial peripheral nerve tumors. People with constitutional NF2 mutations, junction point mutations, large deletions, or somatic mosaicism had significantly fewer tumors than people with senseless constitutional mutations or NF2 frameshift. In addition, significant intrafamilial correlations were observed in meningiomas and intracranial spinal tumors, after adjusting for the constitutional NF2 mutation type. The constitutional NF2 mutation type is an important determinant of the number of NF2-associated endocranial meningiomas, spinal tumors, and peripheral nerve tumors.","['Neurofibromatosis',' autosomal dominant. ',' Dominant ',' tumors', 'tumors in the vestibular branch.', 'Tumors in the vestibular branch of the VIII cranial nerve.', 'Tumors of the nervous system', 'tumors ',' nerve tumors. ',' tumors', 'nerve tumors.', 'tumors',' intracranial meningiomas. ',' meningiomas', 'spinal tumors.', 'tumors',' peripheral nerve tumors. ', 'tumors', 'somatic mosaicism.', 'tumors', 'intracranial meningiomas.', 'meningiomas', 'spinal tumors.', 'tumors', 'intracranial meningiomas.', 'meningiomas', 'spinal tumors.', 'tumors', 'peripheral nerve tumors.', 'tumors']","['0006746', '0000006', '0000006', '0002664', '0009588', '0009591', '0004375', '0002664', '0004375', '0002664', '0004375', '0002664', '0100009', '0002858', '0010302', '0002664', '0100007', '0002664', '0001442', '0002664', '0100009', '0002858', '0010302', '0002664', '0100009', '0002858', '0010302', '0002664', '0100007', '0002664']"
59,15385437,"Angelica syndrome is a neurogenetic disorder caused by loss of function of the UBE3A gene printed in 15q11-q13. In a small group of patients, the disease is due to an impression defect (ID) that silences the maternal UBE3A allele. The presence of a weak maternal band detected by SNURF-SNRPN locus-specific methylation-specific PCR analysis in approximately one-third of patients who have an ID but no deletion from the print center suggested that these patients are ID cell mosaics and normal cells. In two studied patients, somatic mosaicism was demonstrated by molecular and cellular cloning, respectively. X-inactivation studies of cloned fibroblasts from one patient suggest that ID occurred before the blastocyst phase. To quantify the degree of mosaicism, a new quantitative methylation assay was developed based on real-time PCR. In 24 analyzed patients, the percentage of normal cells ranged from <1% to 40%. Regression analysis suggests that patients with a higher percentage of normally denatured cells tend to have milder clinical symptoms than patients with a lower percentage. In conclusion, we suggest that the role of mosaic print defects in mental retardation is undervalued.","['somatic mosaicism.', 'mental retardation.', 'retardation']","['0001442', '0001249', '0001249']"
60,15470370,"Angelica syndrome (AD) can result from a 15q11-q13 (del) deletion, a uniparental paternal uniparental (UPD), an imprint, or UBE3A mutations. The phenotypic and behavioral variability detected in 49 patients with different classes of deletions and nine patients with UPD are described. The diagnosis was made by analyzing the methylation pattern of exon 1 of the SNRPN-SNURF gene and the microsatellite profile of loci inside and outside the 15q11-q13 region. There were no major phenotypic differences between the two main classes (BP1-BP3; BP2-BP3) of the patients as deletion, except in the absence of vocalization, more prevalent in patients with deletions of BP1-BP3, and in the age of sitting without support. , which was lower in patients with BP2-BP3 deletions. Our data suggests that gene deletions (NIPA1, NIPA2, CYF1P1, GCP5) mapped to the region between BP1 and BP2 cutpoints may be implicated in the severity of speech impairment, since all patients with BP1-BP3 deletion showed complete absence of vocalization, while 38.1% of patients with BP2-BP3 deletion were able to pronounce Compared to patients with UPD, patients with deletion had a higher incidence of swallowing disorders (73.9% x 22.2% UPD) and hypotonia (73.3% x 28.57% UPD). In addition, the children with UPD presented better physical growth, less or no crisis, less incidence of microcephaly, less ataxia and greater cognitive abilities. As a consequence of its milder or less typical phenotype, since it can remain undiagnosed, leading to an overall underdiagnosis of the disease.","['variability', 'absence of vocalization.', 'speech disorders', 'absence of vocalization.', 'swallowing disorders', 'hypotonia', 'seizures', 'microcephaly', 'ataxia']","['0003812', '0001344', '0002167', '0001344', '0002015', '0001252', '0001250', '0000252', '0001251']"
61,1583664,"An autosomal dominant pedigree of four generations of brachydactyly type C is presented with its radiological characteristics. The hands and feet were equally affected. All subjects showing these changes had shortened fingers and, in addition, had cupped ears.","['autosomal dominant.', 'dominant', 'brachydactyly', 'brachydactyly type C', 'shortening of the big toes', 'cupped ears']","['0000006', '0000006', '0001156', '0009373', '0010109', '0000378']"
62,15994874,"Neurofibromatosis 2 (NF2) patients with NF2 mutations at the constitutional splice site have greater variability in disease severity than NF2 patients with other types of mutations; The cause of this variability is unknown. Genotype-phenotype correlations were evaluated, focusing especially on the location of mutations at the splice site, using mutation and clinical information on 831 patients from 528 NF2 families with identified constitutional NF2 mutations. The clinical characteristics examined were the age at the onset of NF2 symptoms and the number of intracranial meningiomas, which are the main severity indices of NF2. Two regression models were used to analyze genotype-phenotype correlations. People with splice site mutations in exons 1-5 had more severe disease than splice site mutations in exons 11-15. This result is consistent with studies demonstrating that exons 2 and 3 are required for amino terminal autoassociation of the NF2 protein in vitro, and that deletions of exons 2 and 3 in the NF2 knockout and transgenic mouse models cause a high prevalence of tumors derived from Schwann cells.","['Neurofibromatosis', 'variability', 'variability', 'intracranial meningiomas.', 'Meningiomas', 'Tumors derived from Schwann cells.', 'Tumors']","['0006746', '0003812', '0003812', '0100009', '0002858', '0100008', '0002664']"
63,1619642,"Two brothers with oculo-facial syndrome syndrome are described. Both have orbital haemangiomatous cysts, which is a feature that has not been previously reported. Both parents are clinically normal and unrelated. This disorder has been described showing an autosomal dominant transmission, so this family could represent an autosomal recessive form or germline mosaicism for the dominant gene.","['orbital haemangiomatous cysts.', 'autosomal dominant.', 'dominant transmission.', 'dominant', 'autosomal recessive form.', 'autosomal recessive.', 'germline mosaicism.', 'dominant']","['0001144', '0000006', '0000006', '0000006', '0000007', '0000007', '0001442', '0000006']"
64,1672177,"Angelica syndrome and Prader-Willi syndrome are both causes of mental retardation with recognizable but very different clinical phenotypes. Both are associated with deletions of chromosome 15q11-13, of maternal origin in Angelica and paternal in Prader-Willi. Prader-Willi can occur by inheriting two chromosomes 15 from the mother and none from the father (uniparental maternal uniparental). In 2 patients with Angelica syndrome we found evidence of uniparental paternal uniparental. The phenotypic effects of maternal and paternal uniparental chromosome 15 are very different and inheritance of two normal 15s from one parent does not lead to normal development - strong evidence in man for genomic imprinting, in which the same gene has different effects depending on its parental origin.","['mental retardation.', 'retardation']","['0001249', '0001249']"
65,1683160,"DNA deletion studies were performed with 5 DNA markers located at 15q11-q12 in 14 patients with Angel syndrome (AS) (9 sporadic cases and 5 relatives). A copy density was detected for one or more of the 5 loci in 8 (57.1%) of the 14 patients. In one sporadic patient, only one deletion of the D15S11 locus, which included only D15S10, was detected in 3 family patients (sibs in one family), covering 3 loci (D15S11, D15S10, D15S12) in 1 sporadic patient, and covering 4 loci (D15S9, D15S11, D15S10, D15S12) in the other 3 sporadic patients. The deletion common to our patients, as well as to reported patients, may be confined to a segment between D15S11 and D15S10, if the 5 loci are ordered as CEN-D15S18- (D15S9-D15S11-D15S10) -D15S12-QT ER. This site overlaps, but is more distal to the common site of deletion in patients with Prader-Willi syndrome (PWS). In the family of the 3 siblings, both the phenotypically normal mother and the maternal grandfather also show deletions of the D15S10 locus. These results were consistent with the genomic impression hypothesis for the appearance of AS, that is, the lack of a locus of maternal origin leads to AS, but it may not support a model that, like the PWS alternative phenotype at the locus identical.","['sporadic', 'family cases.', 'sporadic', 'sporadic', 'sporadic']","['0003745', '0000005', '0003745', '0003745', '0003745']"
66,16871364,"The brachydactyly type a1 (BDA1) is caused by mutations in the Indian hedgehog gene, IHS, on chromosome 2q35-36. In this study, a large five-generation Chinese family with BDA1 was identified and characterized. All affected relatives demonstrated a significant homogeneous phenotype and some unique clinical characteristics different from those associated with BDA1 mutations reported in IHS. Linkage analysis showed that the BDA1 gene in the family was linked to the D2S126 marker near IHS with an LOD score of 4.74 at a recombination fraction of 0. DNA sequence analysis revealed a heterozygous transition from C to T at nucleotide 461 of IHS, resulting in a new T154I substitution. The T154I mutation was associated with all affected individuals in the family, and was not present in normal relatives or in 200 normal controls. These results expand the spectrum of clinical phenotype associated with IHS mutations.","['Brachydactyly type a1', 'BDA1', 'significant homogeneous phenotype.']","['0009371', '0009371', '0003813']"
67,16957682,"Heterozygous mutations in the serine threonine kinase receptor BMPR1B typically result in brachydactyly type a2 (BDA2), whereas mutations in the corresponding GDF5 ligand cause brachydactyly type C (BDC). Mutations in the GDF inhibitory head (NOG) or activating mutations in GDF5 cause proximal symphalangism (SYM1). Here we describe a new mutation in BMPR1B (R486Q) that is associated with BDA2 or a BDC / SYM1-like phenotype. Functional investigations of the R486Q mutation were performed and compared to the BDA2 R486W and WT BMPR1B mutation. Overexpression of the mutant receptors in chicken micromase cultures produced a marked inhibition of chondrogenesis with the R486Q mutant, showing a more intense effect than the R486W mutant. To investigate the consequences of BMPR1B mutations on intracellular signal transduction, stable transfected C2C12 cells were used and the activity of SMAD-dependent and SMAD-independent pathways was measured. SMAD activation after stimulation with GDF5 was suppressed in both mutants. Alkaline phosphatase induction showed almost complete loss of activation by both mutants. Our data extend the previously known mutational and phenotypic spectrum associated with mutations in BMPR1B. Disorders of the NOG-GDF5-BMPR1B signaling cascade can give rise to similar clinical manifestations depending on the quantitative effect and mode of action of specific mutations within the same functional pathway.","['brachydactyly type a2 (BDA2)', 'brachydactyly', 'brachydactyly', 'brachydactyly type C', 'CBM', 'symphalangism proximal.', 'symphalangism', 'SYM1', 'BDA2', 'CBM', 'SYM1-like']","['0009372', '0001156', '0001156', '0009373', '0009373', '0100264', '0100264', '0006152', '0009372', '0009373', '0006152']"
68,17431915,"Wide phenotypic variability occurs in a family with SALL1 mutations; the older sister presented a phenotype of Towne-Brock syndrome, including abnormalities in the external ear, polydactyly preaxial and anterior placed anus, while the younger sister presented a phenotype that resembled Goldenhar syndrome, including Atretic ear canals, mandibular hypoplasia and polydactyly preaxial right, as well as an epibulbar dermoid. The mother had abnormal external ears, but was otherwise structurally normal, and the father was asymptomatic. Analysis of the SALL1 gene revealed that both daughters were heterozygous for the 1256T> A nonsense mutation (L419X), which is present 5 'to the region encoding the first zinc double finger. The mother was heterozygous for the L419X mutation. The youngest daughter is the first patient with a SALL1 mutation to present a classic Goldenhar syndrome type phenotype with an epibulbar dermoid. The observation provides additional support for the concept that Goldenhar syndrome is an etiologically heterogeneous disorder that may have a genetic basis in some cases.","['wide phenotypic variations within a family.', 'external ear abnormalities.', 'ear abnormalities.', 'polydactyly preaxial.', 'polydactyly', 'anterior anus placed.', 'Atretic ear canals. ',' mandibular hypoplasia. ',' polydactyly preaxial. ',' polydactyly ',' epibulbar dermoid. ',' epibulbar dermoid. ',' heterogeneous']","['0003822', '0000356', '0000598', '0001177', '0010442', '0001545', '0000413', '0000347', '0001177', '0010442', '0001140', '0001140', '0001425']"
69,1745350,"Two families with an unusual variant of neurofibromatosis (NF) were studied. The first family had spinal neurofibromas and café au lait spots (CLS), the second spinal neurofibromas without CLS. Other signs of NF1 or NF2, such as skin tumors, Lisch nodules, or acoustic tumors, were absent. The inheritance pattern in both pedigrees was consistent with autosomal dominant inheritance. Through genetic linkage analysis with DNA markers closely linked to the NF1 and NF2 loci, it was determined that the probable location of the mutation in the first family was in the NF1 gene with probabilities of 97: 1, while the mutation in the the second family was excluded from the NF1 locus with odds greater than 100,000: 1. Families such as these, in which a defined subset of the NF phenotype is transmitted, are important in understanding the functional consequences of particular mutations in NF genes.","['neurofibromatosis',' spinal neurofibromas. ',' neurofibromas', 'café au lait spots (CLS)', 'café au lait spots',' spinal neurofibromas. ',' pinal neurofibromas', 'neurofibromas',' tumors cutaneous. ',' tumors', 'Lisch nodules.', 'acoustic tumors.', 'tumors',' autosomal dominant inheritance. ',' autosomal dominant. ',' dominant ',' dominant inheritance. ']","['0006746', '0009735', '0001067', '0000957', '0000957', '0009735', '0009735', '0001067', '0008069', '0002664', '0009737', '0009588', '0002664', '0000006', '0000006', '0000006', '0000006']"
70,1750770,"Two very premature infants (born at 29 and 25 weeks, respectively) had abnormal ribs. Although this was considered unimportant at the time, some members of their families were later shown to have a dominantly hereditary risk of developing skin cancer and other serious problems.","['premature newborns.', 'abnormal ribs', 'dominant inheritance.', 'skin cancer', 'cancer']","['0001622', '0000772', '0000006', '0008069', '0002664']"
71,1789288,"We present a family in which individuals at risk for NF 2 were investigated with the use of gadolinium-enhanced MRI. This technique has allowed the diagnosis of small acoustic neuromas (less than 8 mm) in two asymptomatic children (ages 7 and 11 years), one of whom had a normal audiometric test and a response test evoked by the brain stem. To our knowledge, these are the youngest asymptomatic patients in whom the diagnosis of NF 2 has been demonstrated. It is possible that acoustic neuromas develop at an early age more frequently than previously recognized. Early diagnosis of acoustic neuromas with the use of gadolinium-enhanced magnetic resonance imaging can lead to a better prognosis after surgery. This technique will offer the opportunity to better determine the natural course of this disease.","['acoustic neuromas.', 'acoustic neuromas.', 'early age', 'acoustic neuromas.']","['0009588', '0009588', '0003593', '0009588']"
72,18000979,"Mutations in SALL1 and GLI3 are responsible for human limb malformation syndromes. The molecular pathophysiology of these mutations is incompletely understood, and many conclusions have been drawn from studies in the mouse. We identified truncating mutations in SALL1 and GLI3 in patients with limb malformation and studied the contribution of nonsense caries (NMD) to the expression of mutant mRNA in fibroblasts derived from the patient. Quantification of the relative proportions of mutant and wild-type alleles was performed by pyrosequencing. In SALL1, one mutant allele that caused Towne-Brock syndrome was unexpectedly resistant to NMD, while a different mutation that caused a much milder phenotype was susceptible to NMD. In GLI3, all three mutant alleles evaluated were susceptible to NMD. This work brings new insights into the molecular pathophysiology of SALL1 and GLI3 mutations, expands the phenotypic spectrum of SALL1 mutations, and provides an example of a human mutation that does not follow the commonly accepted positional rules governing mammalian NMD. (c) 2007 Wiley-Liss, Inc.","['limb malformation.', 'limb malformation.']","['0002813', '0002813']"
73,18177466,"Oto-renal syndrome (BOR) and rigor (STL) syndromes are disorders that include hearing loss among their clinical characteristics. STL type I syndrome (STL1) is a combination of ophthalmological, orofacial, articular and auditory manifestations, caused by mutations in COL2A1. BOR syndrome is an autosomal dominant trait encompassing branchial, otic, and renal abnormalities due to mutations in EYA1, SIX1, and SIX5. In this study, a proband showing STL1 and BOR syndromes has been clinically and genetically diagnosed. This patient and his younger brother presented hearing loss and cleft palate. Both brothers and their mother also showed myopia, a non-progressive congenital vitreous anomaly and a flat face. Taken together, these clinical features are consistent with the diagnosis of a family case of STL. Sequence analysis revealed in all three patients a new COL2A1 mutation (c. 1468_1475delinsT) representing an STL1 phenotype. The proband also showed preauricular fossae, branchial fistulas, and renal agenesis that define BOR syndrome. Interestingly, this patient carries an EYA1 mutation, e.g. R328X, which was neither present in the other two patients nor in their healthy father, supporting that the mutation arose de novo. In conclusion, this report highlights the importance of molecular testing and detailed clinical evaluation for the diagnosis of syndromes with overlapping phenotypic features.","['hearing loss', 'ophthalmological, orofacial, articular and auditory manifestations.', 'orofacial, articular and auditory manifestations.', 'articular and auditory manifestations.', 'auditory manifestations.', 'autosomal dominant trait.' dominant. ',' dominant ',' dominant trait. ',' branchial, preotic, and renal abnormalities. ',' branchial ',' otic-renal abnormalities. ',' renal abnormalities. ',' hearing loss ',' cleft palate. ',' myopia ',' vitreous anomaly. ',' flat face ',' pre-auricular pits. ',' atrial pits. ',' pits', 'branchial', 'branchial fistulas.', 'renal agenesis.' , 'de Novo']","['0000365', '0000478', '0000153', '0001367', '0000364', '0000006', '0000006', '0000006', '0000006', '0009794', '0009794', '0000598', '0000077', '0000365', '0000175', '0000545', '0007773', '0000272', '0004467', '0004467', '0004467', '0009794', '0009795', '0000104', '0003745']"
74,18220287,"Oto-renal syndrome (BOR) is an autosomal dominant disorder characterized by the Association of external and branchial malformations of the ear, hearing loss and renal abnormalities. The phenotype varies from the fossae of the ears to profound hearing loss, branchial fistulas and renal agenesis. The most common gene mutated in BOR families is EYA1, a transcriptional activator. Over 80 different disease-causing mutations have been published (www.healthcare.uiowa.edu/labs/pendredandbor/, last accessed November 20, 2007). The EYA1 coding region (16 exons) of 435 families (345 at the University of Iowa [UI] and 95 at the Boys Town National Research Hospital [BTNRH], including five in both) was analyzed and found 70 different EYA1 mutations in 89 families. Most of the mutations (56/70) were private. EYA1 mutations were found in 31% of families (76/248) adjusting the established clinical criteria for BOR and 7% of families with questionable BOR phenotype (13/187). Phenotype severity was not correlated with the type of mutation or the domain involved. These results add considerably to the spectrum of BOR-associated EYA1 mutations and indicate that the BOR phenotype is an indication of molecular studies to diagnose EYA1-associated BOR.","['autosomal dominant.', 'autosomal dominant disorder.', 'dominant', 'branchial and external ear malformations.', 'branchial', 'external ear malformations.', 'ear malformations.', 'hearing loss' , 'renal anomalies.', 'auditory pits', 'pits', 'profound hearing loss.', 'hearing loss', 'branchial', 'branchial fistulas.', 'renal agenesis.']","['0000006', '0000006', '0000006', '0009794', '0009794', '0000356', '0000598', '0000365', '0000077', '0004467', '0004467', '0000365', '0000365', '0009794', '0009795', '0000104']"
75,18283415,"Growth / differentiation factor 5 (GDF5) is a secret growth factor that plays a key regulatory role in embryonic joint and skeletal development. Mutations in the GDF5 gene can cause different types of skeletal dysplasia, including brachydactyly type C (BDC) and proximal symphalangism (SYM1). We present two new mutations in the GDF5 gene in Chinese families with different limb malformations. In a family affected with BDC, a new nonsense mutation was identified, c. 1461t> G (p. Y487X), which is predicted to truncate the GDF5 precursor protein by removing 15 amino acids from its C-Terminus. In a family with SYM1, we found a new nonsense mutation, c. 1118T> G (p. L373R), which changes a highly conserved amino acid in the GDF5 domain. COS-7 cells were transfected with retroviral constructs to express wild-type or mutant human GDF5 cDNAs. The mature GDF5 protein was detected, as in the wild type, in the supernatant derived from the mutant cells of p. L373R GDF5 transfected, but not in the supernatant of the mutant Y487X cells of p. TRANSFECTED, indicating that the two mutations resulted in different fates of the mutant GDF5 proteins, thus producing different phenotypes of the limbs.","['skeletal dysplasia.', 'brachydactyly', 'brachydactyly type C', 'CBM', 'proximal symphalangism.', 'symphalangism', 'limb malformations.']","['0002652', '0001156', '0009373', '0009373', '0100264', '0100264', '0002813']"
76,18423521,"Oculo-facial syndrome (BOFS) is a rare autosomal dominant dominant palatal-craniofacial fissure disorder with variable expressivity. The main features include skin abnormalities (cervical, infrared, and / or supra-atrial defects, often with a dermal thymus), ocular abnormalities, characteristic facial appearance (pinna malformation, oral clefts), and, less commonly, renal and ectodermal (dental and hair) changes ). The molecular basis of this disorder is so far unknown. A 3.2 MB deletion was detected by 500K SNP microarrays in a mother and child affected with BOFS on chromosome 6p 24.3. Candidate genes in this region were selected for sequencing based on their expression patterns and involvement in the evolutionary pathways associated with the clinical findings of BOFS. Four additional BOFS patients were found to have de novo mutations in highly conserved exons 4 and 5 (base region of the DNA binding domain) of the TFAP2A gene in the region of the deleted candidate. We conclude that BOFS is caused by mutations involving TFAP2A. More patients need to be studied to determine possible genetic heterogeneity and to establish whether there are genotype-phenotype correlations.","['autosomal dominant', 'dominant', 'cleft palate.', 'craniofacial disorder', 'variable', 'variable expressiveness.', 'skin abnormalities.', 'infra-and / or supra-auricular defects.', 'eye abnormalities.', 'facial appearance.', 'malformed pavilions.', 'oral clefts.', 'clefts',' renal and ectodermal (dental and hair) abnormalities', 'ectodermal (dental and hair) abnormalities . ',' de Novo ',' genetic heterogeneity. ',' heterogeneity ']","['0000006', '0000006', '0000175', '0002260', '0003813', '0003828', '0000951', '0000377', '0000284', '0001999', '0000356', '0000202', '0009794', '0000077', '0000164', '0003745', '0001425', '0001425']"
