,Archivo,Texto_espanol,Texto_inglés,HPO_síntomas,HPO_código
129,3740720,"La displasia síndrome-oto-renal, a menudo denominada síndrome de BOR, en su expresión completa consiste en la pérdida auditiva de tipo conductivo, neurosensorial o mixto; fosas preauriculares; deformidad auricular; senos laterales cervicales, quistes o fístulas; y malformaciones renales. La afección se hereda en un modo autosómica dominante. Se describen los hallazgos en tres familias afectadas, y se discuten aspectos genéticos y clínicos pertinentes. La gravedad potencial de las malformaciones renales y auditivas enfatiza la importancia del reconocimiento precoz de este síndrome.","Branchio-oto-renal dysplasia, often called the BOR syndrome, in its full expression consists of hearing loss of conductive, sensorineural, or mixed type; preauricular pits; auricular deformities; lateral cervical sinuses, cysts, or fistulas; and renal malformations. The condition is inherited in an autosomal dominant mode. The findings in three affected families are described, and pertinent genetic and clinical aspects are discussed. The potential seriousness of the renal and aural malformations stresses the importance of early recognition of this syndrome.","['displasia renal.', 'hipoacusia', 'hipoacusia de conductores', 'pérdida auditiva de tipo conductivo, neurosensorial o mixto.', 'hipoacusia de conductores, neurosensoriales', 'fosas preauriculares.', 'fosetas', 'senos laterales cervicales.', 'fístulas', 'malformaciones renales.', 'autosómica dominante.', 'dominante', 'milie']","['0000110', '0000365', '0000405', '0000410', '0000407', '0004467', '0004467', '0000077', '0009794', '0000792', '0000006', '0000006', '0001056']"
130,3799714,"La familia en la que se basa este informe es de interés porque contiene individuos con el síndrome de síndrome-oto-renal (BOR) que presentan hipoplasia renal o malformaciones del riñón o sistema de recogida, incluida la duplicación; sólo anomalías branquiales y del oído; y aparente no penetrabilidad del síndrome. Este informe aporta evidencias que apoyan la hipótesis de que en algunas familias la expresividad variable incluye la duplicación del sistema de recogida urinaria en individuos con otras manifestaciones del síndrome de BOR, así como individuos con anomalías branquiales y del oído que tienen riñones aparentemente normales.",The family on which this report is based is of interest because it contains individuals with the branchio-oto-renal (BOR) syndrome who have renal hypoplasia or malformations of the kidney or collecting system including duplication; only branchial and ear anomalies; and apparent nonpenetrance of the syndrome. This report provides evidence to support the hypothesis that in some families variable expressivity includes duplication of the urinary collecting system in individuals with other manifestations of the BOR syndrome as well as individuals with branchial and ear anomalies who have apparently normal kidneys.,"['hipoplasia renal.', 'malformaciones del riñón o sistema de recogida.', 'malformaciones del riñón o sistema de recogida incluyendo duplicación.', 'malformaciones renales.', 'branchial', 'anomalías del oído.', 'no penetrancia.', 'variable', 'expresividad variable.', 'duplicación del sistema de recogida urinaria.', 'anomalías branquiales y del oído.', 'anomalías del oído.']","['0000089', '0004742', '0000081', '0000792', '0009794', '0000598', '0003829', '0003813', '0003828', '0000081', '0009794', '0000598']"
131,391043,"La talla corta puede ser un componente del síndrome de brachydactyly C. Se presenta una familia en la que el proposición tiene brachydactyly C, talla baja y displasia de cadera.","Short stature may be a component of the brachydactyly C syndrome. A family is presented in which the propositus has brachydactyly C, short stature, and hip dysplasia.","['Estatura corta.', 'brachydactyly C', 'brachydactyly', 'brachydactyly C', 'brachydactyly', 'estatura corta.', 'displasia de cadera.']","['0004322', '0009373', '0001156', '0009373', '0001156', '0004322', '0001385']"
132,3943073,"Seis pacientes con características típicas del síndrome del nevo basocelular múltiple fueron estudiados de forma citogenética, utilizando las bandas G de Prometafase y la banda C. Tres pacientes eran de una familia y los otros eran casos esporádicos. No se identificó ningún marcador citogenético de la enfermedad mediante estas técnicas.","Six patients with typical features of the multiple basal cell nevus syndrome were studied cytogenetically, using prometaphase G-banding and C-banding. Three patients were from one family and the others were sporadic cases. No cytogenetic marker of the disease was identified using these techniques.","['síndrome del nevo basocelular.', 'Nevus basocelular.', 'esporádicos', 'casos esporádicos.']","['0002671', '0002671', '0003745', '0003745']"
133,4006277,"El síndrome de síndrome-oto-renal (BOR) es un complejo evolutivo que se presenta con diversas combinaciones de fosas auriculares, quistes branquiales de hendidura, sordera y anomalías renales, que se hereda como rasgo autosómica dominante. En este artículo se describe a un padre y a 2 niños con síndrome de BOR en los que también se observó lacrimation gustativa (GL) en 2 de ellos. Se considera que el GL es un tipo raro, no hereditario, de inervación del órgano de extremo craneal. Dado que la estenosis lagrimal, que puede simular clínicamente la GL, también es una característica del síndrome de BOR, los informes futuros requieren pruebas de reflejo lagrimal y de permeabilidad del tubo para definir esta variación en el fenotipo de BOR.","Branchio-oto-renal (BOR) syndrome is a developmental complex presenting with various combinations of ear pits, branchial cleft cysts, deafness and renal anomalies, which is inherited as an autosomal dominant trait. This report describes a father and 2 children with BOR syndrome in which gustatory lacrimation (GL) was also present in 2 of them. GL is considered to be a rare, non-hereditary type of anomalous, cranial nerve-end organ innervation. Since lacrimal stenosis, which can clinically mimic GL, is also a feature of the BOR syndrome, future reports require lacrimal reflex testing and duct patency evaluation to define this variation in the BOR phenotype.","['fosas auditivas', 'fosetas', 'branchial', 'quistes branquiales de hendidura.', 'hendidura branquial.', 'sordera', 'anomalías renales.', 'autosómica dominante.', 'rasgo autosómica dominante.', 'dominante', 'rasgo dominante.', 'lacrimation gustativa.', 'inervación del órgano extremo craneal.', 'estenosis lagrimal.']","['0004467', '0004467', '0009794', '0009796', '0009794', '0000404', '0000077', '0000006', '0000006', '0000006', '0000006', '0100274', '0001291', '0007925']"
134,509397,"Hemos revisado una serie de 36 pacientes con el síndrome del nevo basocelular atendidos en el Roswell Park Memorial Institute entre 1950 y 1978. Entre estos pacientes se produjo una serie de complicaciones desastrosas. Se trata de una epitelioma de células basales no controlada de la cara que produce una muerte por invasión cerebral directa a través de la órbita, una parálisis del nervio facial, dos enucleaciones oculares bilaterales y dos unilateral, y varias mutilaciones faciales graves en pacientes jóvenes. Hubo tres pacientes que desarrollaron bradicardia grave e hipotensión durante la inducción de anestesia general requirieron el aplazamiento de la operación prevista, y un paciente con hemiparesis congénito que en la investigación se encontró que tenía una arteria carótida interna ausente. Se presenta una revisión del complejo de síndrome con un plan de reconocimiento y manejo.","We have reviewed a series of 36 patients with the basal cell nevus syndrome seen at Roswell Park Memorial Institute from 1950 to 1978. Among these patients a number of disastrous complications occurred. These include extensive uncontrolled basal cell epithelioma of the face resulting in one death from direct cerebral invasion via the orbit, one facial nerve palsy, two bilateral and two unilateral eye enucleations, and several severe facial mutilations in young patients. There were three patients who developed severe bradycardia and hypotension during induction of general anesthesia required postponement of the intended operation, and one patient with congenital hemiparesis who on investigation was found to have an absent internal carotid artery. A review of the syndrome complex is presented with a plan for recognition and management.","['Nevus basocelular.', 'epitelioma basocelular.', 'epitelioma de células basales de la cara.', 'parálisis del nervio facial.', 'enucleaciones oculares.', 'mutilaciones faciales.', 'jóvenes', 'pacientes jóvenes', 'bradicardia', 'hipotensión', 'hemiparesis congénito.', 'hemiparesis', 'arteria carótida interna ausente.']","['0002671', '0002671', '0000271', '0002008', '0000478', '0000271', '0003593', '0003593', '0001662', '0002615', '0001269', '0001269', '0005290']"
135,6261046,"Niña de 17 años de edad que presenta una silueta cardíaca agrandada en la radiografía torácica rutinaria. Tras la evaluación clínica, la ecocardiografía y la pericardiocentesis no lograron un diagnóstico, la toracotomía exploratoria y la biopsia revelaron un fibroma ventricular izquierdo no resecable. El tumor siguió ampliándose y comenzó a causar arritmias ventriculares. Por lo tanto, se le realizó un trasplante cardiaco 2 años después del diagnóstico inicial. Actualmente vive bien 18 meses después del trasplante.","A 17-year-old girl presented with an enlarged cardiac silhouette on routine chest roentgenogram. After clinical evaluation, echocardiography, and pericardiocentesis failed to provide a diagnosis, exploratory thoracotomy and biopsy revealed an unresectable left ventricular fibroma. The tumor continued to enlarge and began causing ventricular arrhythmia. Therefore, she underwent cardiac transplantation 2 years after the initial diagnosis was made. She is now alive nd well 18 months following transplantation.","['silueta cardiaca agrandada.', 'fibroma ventricular izquierdo.', 'tumor', 'arritmia ventricular.']","['0001627', '0010617', '0002664', '0004308']"
136,,,,,
137,6631421,"Una niña de 12 años, remitida a nuestro medio para la obesidad, y cadera-epifisiólisis, presentaba signos de retraso mental y anquilosis bilateral del pulgar. El hecho de que la madre también estuviera afectada por ambos signos, llevó a una investigación genética más detallada. Este último reveló que no sólo la hija, la madre, sino también su propia madre y puede ser, la hermana, la gran madre y la tía abuela del paciente presentaron un retraso, una ligera Dismorphia, un braquidactilia tipo A, signos de obesidad y una anquilosis idéntica de ambos pulgares. Esta herencia vertical, que afecta aparentemente a las mujeres, pero no se asocia a una alta tasa de abortos, parece que nunca se ha notificado. Las características de esta familia están siendo consideradas y discutidas.","A young girl 12 old, sent to us for obesity, and coxa-epiphysiolysis showed signs of mental retardation and bilateral thumb ankylosis. The fact that the mother was also affected by both of these signs, led to a more detailed genetic research. The latter revealed that not only the daughter, the mother, but also their own mother and may be, the sister, the grand-mother and the great-aunt of the patient had a retardation, a slight dysmorphia, a type A brachydactylia, signs of obesity and an identical ankylosis of both thumbs. This vertical inheritance, affecting apparently females only, but not associated with a high rate of miscarriage, has, it seems, never been reported. The characteristics of this family are being considered and discussed.","['jóvenes', 'obesidad', 'cadera-epifisiólisis.', 'retraso mental.', 'anquilosis del pulgar.', 'retraso', 'Dismorphia leve.', 'braquidactilia tipo A,', 'obesidad', 'anquilosis de ambos pulgares.']","['0003593', '0001513', '0006461', '0001249', '0001172', '0001249', '0004675', '0009370', '0001513', '0001172']"
138,6741990,"Se presenta el caso de un niño con sordera neurosensorial, ano imperforado con fístula rectovaginal, pulgar hipoplastico y defecto cardiaco congénito. Este patrón de anomalías congénitas es similar al descrito en pacientes con síndrome de Townes-Brock, aunque el paciente presente tiene características que no han sido descritas previamente en este síndrome. Se propone que el espectro clínico del síndrome de Townes-Brock debe ser extendido para incluir defectos cardíacos congénitos, cambios auriculares diferentes a los descritos previamente y anomalías de otros órganos internos. El síndrome es un rasgo autosómica dominante. El presente caso puede representar una mutación de novo.","This is a report on a child with sensorineural deafness, imperforate anus with rectovaginal fistula, hypoplastic thumb, and congenital heart defect. This pattern of congenital anomalies is similar to that described in patients with the Townes-Brocks syndrome, although the present patient has characteristics that have not been reported previously in this syndrome. It is proposed that the clinical spectrum of the Townes-Brocks syndrome must be extended to include congenital heart defect, auricular changes differing from those previously described, and anomalies of other internal organs. The syndrome is an autosomal dominant trait. The present case may represent a de novo mutation.","['sordera neurosensorial.', 'sordera', 'ano imperforado.', 'fístula rectovaginal.', 'pulgar hipoplastico.', 'defecto cardíaco congénito.', 'defecto cardíaco congénito.', 'cambios auriculares.', 'anomalías de otros órganos internos.', 'autosómica dominante.', 'rasgo autosómica dominante.', 'rasgo dominante.', 'dominante', 'de Novo', 'mutación de novo.']","['0000407', '0000404', '0002023', '0000143', '0009778', '0002564', '0002564', '0000383', '0000118', '0000006', '0000006', '0000006', '0000006', '0003745', '0003745']"
139,,,,,
140,6823972,"No se observó diferencia en la supervivencia entre las células cultivadas del síndrome del nevo basocelular (SNBC) y los controles normales tras la exposición de fibroblastos a la radiación ionizante. La posible reparación del daño letal en las células SNBC, medida mediante la celebración de experimentos, tampoco fue diferente de la normalidad. Se encontró que los linfocitos irradiados por G0 de pacientes SNBC tenían un nivel significativamente más alto de aberraciones cromosómicas inducidas por rayos X en comparación con los normales. Sin embargo, este aumento es pequeño y, en conjunto con los datos de supervivencia, sugiere que el aumento de la matanza celular como medida de la inusual radiosensibilidad clínica no es el principal efecto del gen SNBC.","No difference in survival was observed between cultured cells from basal cell naevus syndrome (BCNS) patients and normal controls following exposure of fibroblasts to ionizing radiation. Potential lethal damage repair in BCNS cells, measured by holding experiments, was also no different from normal. G0-irradiated lymphocytes from BCNS patients were found to have a significantly higher level of X-ray-induced chromosome aberrations compared with normals. This increase is, however, small, and, taken together with the survival data, suggests that increased cell killing as a measure of the unusual clinical radiosensitivity is not the major effect of the BCNS gene.",['nevo basocelular.'],['0002671']
141,6829601,"Dos niños no emparentados (un varón, la otra mujer) presentaron anomalías craneofaciales inusuales que consistieron en hendiduras branquiales hemangiomatous, pseudoclefts labial y aspecto facial inusual idéntico. Uno también tenía microphthalmia unilateral y ambos tenían obstrucción congénita del canal conducto nasolagrimal. También se identificaron dos casos esporádicos similares a los de la literatura. Estos cuatro casos constituyen la base de un nuevo patrón de malformación, claramente reconocible.","Two unrelated children (one male, the other female) had unusual craniofacial anomalies consisting of hemangiomatous branchial clefts, lip pseudoclefts, and identical unusual facial appearance. One also had unilateral microphthalmia and both had congenital nasolacrimal duct obstruction. Two similar, sporadic cases from the literature were also identified. These four cases form the basis of a new, distinctly recognizable pattern of malformation.","['anomalías craneofaciales inusuales.', 'anomalías craneofaciales.', 'hendiduras branquiales hemangiomatous.', 'branchial', 'hendiduras branquiales.', 'hendiduras', 'pseudoclefts labial.', 'aspecto facial inusual.', 'aspecto facial.', 'microphthalmia', 'obstrucción del tubo conducto nasolagrimal.', 'esporádicos', 'casos esporádicos.']","['0002004', '0002260', '0009794', '0009794', '0009794', '0009794', '0000159', '0002004', '0001999', '0000568', '0000579', '0003745', '0003745']"
142,6846397,Presentamos el caso de un varón que presentaba el síndrome de síndrome-oto-renal (BOR) con Ectopia renal cruzada. Sus tres hijos nacieron con agenesia renal bilateral y el llamado síndrome de Potter. Este caso ilustra la gravedad potencial de las anomalías renales en el síndrome de BOR y la inadecuación de la oligohidramnios y la alfa-fetoproteína sérica materna como métodos de cribado de la agenesia renal. Este caso también implica fuertemente la necesidad de una búsqueda meticulosa de anomalías renales en individuos con el síndrome de BOR y un Consejo adecuado sobre la posibilidad de agenesia renal bilateral letal.,We report a man who had the branchio-oto-renal (BOR) syndrome with crossed renal ectopia. His three children were born with bilateral renal agenesis and the so-called Potter syndrome. This case illustrates the potential severity of the renal anomalies in the BOR syndrome and the inadequacy of oligohydramnios and maternal serum alpha-fetoprotein as screening methods for renal agenesis. This case also implies strongly the necessity for meticulous search for renal anomalies in individuals with the BOR syndrome and proper counseling regarding the possibility of lethal bilateral renal agenesis.,"['Ectopia renal.', 'agenesia renal bilateral.', 'agenesia renal.', 'Síndrome de Potter.', 'anomalías renales.', 'oligohidramnios', 'agenesia renal.', 'anomalías renales.', 'agenesia renal bilateral.', 'agenesia renal.']","['0000086', '0010958', '0000104', '0002009', '0000077', '0001562', '0000104', '0000077', '0010958', '0000104']"
143,,,,,
144,6882181,"Presentamos a 9 sujetos de 2 familias con el síndrome de Gigantismo cerebral, siete de los pacientes también presentaron síndrome de naevoid de células basales de quiste mandibular. Se describen las características neurológicas, radiológicas, somáticas y bioquímicas de esta asociación no declarada hasta el presente. Los síntomas neurológicos incluyeron hidrocefalia leve, malformación ventricular, síndrome cerebeloso, calcificación intracraneal, alteraciones oculomotoras, alteraciones del EEG y raramente alteraciones nerviosas periféricas leves. Una alteración del metabolismo del calcio parece ser una característica prominente del síndrome no progresivo genéticamente determinado.","We report 9 subjects from 2 families with the syndrome of cerebral gigantism, seven of the patients also had jaw cyst basal cell naevoid syndrome. Neurological, radiological, somatic and biochemical features of this hitherto unreported association are described. Neurological symptoms included mild hydrocephalus, ventricular malformation, cerebellar syndrome, intracranial calcification, oculomotor disturbances, EEG abnormalities and rarely, mild peripheral nervous disorders. A disturbance of calcium metabolism appears to be a prominent feature of the genetically determined nonprogressive syndrome.","['Gigantismo cerebral.', 'quiste mandibular.', 'naevoid basocelular.', 'hidrocefalia', 'malformación ventricular.', 'síndrome cerebeloso.', 'calcificación intracraneal.', 'alteraciones oculomotoras.', 'Anomalías del EEG.', 'trastornos nerviosos periféricos', 'metabolismo del calcio.', 'sociación']","['0002060', '0010603', '0002671', '0000238', '0002118', '0001317', '0002514', '0006860', '0002353', '0000759', '0004363', '0003680']"
145,6928117,"Se presenta una familia con el síndrome de poplítea pterigión. El padre nació con hendidura del paladar y fosas inferiores del labio. Dos de las tres crías mostraban una afectación extensa del paladar, las encías y los labios con una afectación mínima de los miembros inferiores, genitales y clavos.","A family with the Popliteal Pterygium Syndrome is presented. The father was born with a cleft of the palate and lower lip pits. Two of the three offspring showed extensive involvement of the palate, gums, and lips with minimal involvement of the lower limbs, genitalia, and nails.","['Pterigión poplítea.', 'hendidura del paladar.', 'fosas de los labios inferiores', 'fosas labiales', 'fosetas', 'afectación del paladar, las encías y los labios.', 'implicación del paladar.', 'implicación de los miembros inferiores.', 'implicación de los miembros inferiores, genitales y uñas.', 'implicación de los miembros inferiores, genitales.']","['0009756', '0000175', '0000196', '0000196', '0004467', '0000159', '0000174', '0002814', '0001597', '0000078']"
146,6964893,"Se presentan varios pedigríes con 19 nuevos casos de síndrome de earpits-sordera (McK + 12510) [28]. Se mencionan los hallazgos clínicos obtenidos en los estudios audiométricos y vestibulares, los estudios de función renal y de configuración y los estudios de politomografía del laberinto, y se discuten los resultados de los tympanotomies exploratorios. Se revisa la bibliografía y se presentan las características encontradas en 138 casos y en nuestros 19 casos. El síndrome de earpits-sordera es un trastorno autosómica dominante en el que los individuos afectados pueden tener hipoacusia neurosensorial, conductora o mixta, fosas preauriculares, defectos estructurales del oído externo, medio e interno, estenosis del conducto lagrimal, fístulas branquiales o quistes del segundo arco branquial, y anomalías renales que van desde hipoplasia leve hasta ausencia completa. No todas las características del síndrome se expresan en todos los portadores del gen. Las fosas, hendiduras branquiales y hipoacusia se expresan con frecuencia. La incidencia de malformaciones renales es mayor, como se ha mencionado anteriormente en la bibliografía. Se discuten los malos resultados de la tympanotomies exploratoria. En base a las observaciones personales, así como a la vista de los datos de la bibliografía, se mantiene que el síndrome de BOR (síndrome-oto-renal) [12, 30-32] y el síndrome de BO (displasia de síndrome-Oto) son de hecho el mismo afecto. También se mantiene que no se pueden distinguir síndromes separados en función del tipo de hipoacusia. El conocimiento actual del síndrome se resume en términos de la información disponible para el Consejo genético.","Several pedigrees with 19 new cases of the earpits-deafness syndrome (McK +12510) [28] are presented. Mention is made of clinical findings obtained in audiometric and vestibular studies, studies of renal function and configuration and polytomographic studies of the labyrinth, and results of exploratory tympanotomies are discussed. The literature is reviewed and the features found in 138 cases and in our 19 cases are presented. The earpits-deafness syndrome is an autosomal dominant disorder in which affected individuals may have sensorineural, conductive or mixed hearing loss, preauricular pits, structural defects of the outer, middle and inner ear, lacrimal duct stenosis, branchial fistulas or cysts of the second branchial arch, and renal anomalies ranging from mild hypoplasia to complete absence. Not all the features of the syndrome are expressed in all carriers of the gene. Pits, branchial clefts and hearing loss are frequently expressed. The incidence of renal malformation is higher, as mentioned earlier in the literature. The poor results of exploratory tympanotomies are discussed. On the basis of personal observations as well as in view of data from the literature it is maintained that the BOR (branchio-oto-renal dysplasia) syndrome [12,30-32] and the BO (branchio-oto dysplasia) syndrome are in fact the same affection. It is also maintained that no separate syndromes can be distinguished on the basis of the type of hearing loss. The present knowledge of the syndrome is summarized in terms of the information available for genetic counselling.","['earpits', 'sordera', 'earpits', 'sordera', 'autosómica dominante.', 'trastorno autosómico dominante.', 'dominante', 'hipoacusia neurosensorial, conductora o mixta.', 'hipoacusia conductora o mixta', 'hipoacusia mixta', 'hipoacusia', 'fosas preauriculares.', 'fosetas', 'defectos del oído exterior, medio e interno.', 'estenosis del tubo lagrimal.', 'branchial', 'fístulas branquiales.', 'fístulas branquiales o quistes.', 'fístulas', 'branchial', 'anomalías renales.', 'Fosetas', 'hendiduras branquiales.', 'branchial', 'hendiduras', 'hipoacusia', 'malformación renal.', 'displasia renal.', 'hipoacusia']","['0004467', '0000404', '0004467', '0000404', '0000006', '0000006', '0000006', '0000407', '0000405', '0000410', '0000365', '0004467', '0004467', '0000359', '0007925', '0009794', '0009795', '0009796', '0009794', '0009794', '0000077', '0004467', '0009794', '0009794', '0009794', '0000365', '0000792', '0000110', '0000365']"
147,6973119,"Se describen los resultados de un estudio sistemático de los aspectos otológica en 13 casos de síndrome de earpit-sordera. Se discuten los hallazgos audiométricos, radiológicos y vestibulares, así como los resultados de la tympanotomies exploratoria con y sin estapedectomías, junto con los resultados publicados en la bibliografía. No se proporciona una explicación convincente de los malos resultados de la tympanotomies exploratoria en casos con hipoacusia mixta. Si la hipoacusia se limita a la conducción y anquilosis del del estribo o se sospecha una desconexión de la cadena osicular, se puede esperar que la tympanotomy exploratoria sea exitosa.","The results of a systematic study of the otological aspects in 13 cases of earpit-deafness syndrome are reported. The audiometric, radiological and vestibular findings as well as the results of exploratory tympanotomies with and without stapedectomies are discussed together with the results reported in the literature. A convincing explanation of the poor results of exploratory tympanotomies in cases with mixed hearing loss is not furnished. If the hearing loss is confined to conduction and ankylosis of the stapes or a disconnection of the ossicular chain is suspected, exploratory tympanotomy can be expected to be successful.","['earpit', 'sordera', 'hipoacusia mixta', 'hipoacusia', 'hipoacusia', 'conducción', 'anquilosis del del estribo.', 'desconexión de la cadena osicular.']","['0004467', '0000404', '0000410', '0000365', '0000365', '0000405', '0000381', '0004452']"
148,7039311,"Presentamos 44 pacientes (18 con otros familiares afectados), con contracturas congénitas de extremidades distales, identificadas a partir de un gran estudio de más de 350 pacientes con contracturas congénitas de articulaciones. Catorce propuestos (siete casos familiares, siete casos aislados) presentaron una forma de artrogriposis recientemente reconocida, que hemos designado artrogriposis distal tipo 1, con las manifestaciones predominantes de herencia autosómica dominante; puños apretadamente cerrados al nacer, con dedos solapados medialmente, desviación cubital y camptodactilia en adultos; y deformidad posicional del pie. Las contracturas en otras articulaciones principales son variables. No existen anomalías viscerales asociadas; la inteligencia es normal. Puede existir una marcada variabilidad intrafamiliar e interfamiliar. Veintidós proposición con contracturas distales similares presentaron hallazgos adicionales y se clasificaron en cinco subcategorías de artrogriposis distal (tipo IIA-E). Entre los pacientes tipo II se observó fisura palatina, labio leporino, lengua pequeña, trismo, ptosis, pliegues epicanto, queratocono, talla baja, escoliosis, posición única de la mano y inteligencia normal aburrida. Estas características se observaron en diversas combinaciones y patrones y permitieron clasificar en grupos que fueron la base para la categorización. Se reconoció que el resto de los ocho postulados habían descrito previamente afecciones con contracturas distales y herencia autosómica dominante, es decir, el síndrome de Freeman-Sheldon, el síndrome de trismo-pseudo-camptodactilia, la aracnodactilia contractural congénita y la camptodactilia familiar. De forma patogénica se postulan defectos subyacentes similares de los aditamentos tendinosos anormales, atenuación y ausencia; las comparaciones nosológica cuidadosas son importantes para el asesoramiento pronóstico y el manejo habilitador.","We report on 44 patients (18 with additional affected family members), with congenital distal limb contractures identified from a large study of over 350 patients with congenital joint contractures. Fourteen propositi (seven familial cases, seven isolated cases) had a newly recognized form of arthrogryposis, which we have designated distal arthrogryposis type 1, with the predominant manifestations of autosomal dominant inheritance; tightly clenched fists at birth, with medially overlapping fingers, ulnar deviation, and camptodactyly in adults; and positional foot deformities. Contractures at other major joints are variable. There are no associated visceral anomalies; intelligence is normal. There can be marked intrafamilial and interfamilial variability. Twenty-two propositi with similar distal contractures had additional findings and were classified into five subcategories of distal arthrogryposis (type IIA-E). Among type II patients cleft palate, cleft lip, small tongue, trismus, ptosis, epicanthal folds, keratoconus, short stature, scoliosis, a unique hand position, and dull normal intelligence were seen. These characteristics were seen in various combinations and patterns and allowed sorting into groups that were the basis for the categorization. The remaining eight propositi were recognized to have previously described conditions with distal contractures and autosomal dominant inheritance, ie, the Freeman-Sheldon syndrome, trismus-pseudo-camptodactyly syndrome, congenital contractural arachnodactyly, and familial camptodactyly. Pathogenetically we postulate similar underlying defects of abnormal tendon attachments, attenuation, and absence; careful nosologic comparisons are important for prognostic counseling and habilitative management.","['contracturas congénitas de extremidades distales.', 'contracturas de las extremidades distales.', 'contracturas de las extremidades', 'contracturas', 'contracturas congénitas de las articulaciones.', 'Contracturas articulares.', 'contracturas', 'casos familiares.', 'casos aislados.', 'Artrogriposis', 'Artrogriposis distal.', 'Artrogriposis', 'autosómica dominante.', 'herencia autosómica dominante.', 'herencia dominante.', 'dominante', 'Puños bien cerrados', 'dedos solapados medialmente', 'dedos solapados', 'desviación cubital.', 'camptodactilia', 'Deformidad de pie posicional', 'deformidad del pie', 'Contracturas', 'variable', 'anomalías viscerales.', 'variabilidad intrafamiliar e interfamiliar.', 'variabilidad interfamiliar.', 'variabilidad', 'contracturas distales.', 'contracturas', 'Artrogriposis distal.', 'Artrogriposis', 'paladar hendido.', 'labio leporino.', 'lengua pequeña', 'trismo', 'ptosis', 'pliegues epicanto.', 'queratocono', 'estatura corta.', 'escoliosis', 'posición única de la mano', 'contracturas distales.', 'contracturas', 'herencia autosómica dominante.', 'autosómica dominante.', 'herencia dominante.', 'dominante', 'trismo', 'camptodactilia', 'aracnodactilia contractural.', 'aracnodactilia', 'camptodactilia']","['0002803', '0005684', '0003121', '0001371', '0002803', '0001371', '0001371', '0000005', '0001420', '0001390', '0005684', '0001390', '0000006', '0000006', '0000006', '0000006', '0001188', '0010557', '0010557', '0001193', '0012385', '0005656', '0001760', '0001371', '0003813', '0002012', '0003822', '0003812', '0003812', '0005684', '0001371', '0005684', '0001390', '0000175', '0100333', '0000171', '0000211', '0000508', '0000286', '0000563', '0004322', '0002650', '0001155', '0005684', '0001371', '0000006', '0000006', '0000006', '0000006', '0000211', '0012385', '0001166', '0001166', '0012385']"
149,7057963,"Se presentan 15 pacientes con neuromas acústicos bilaterales. Diez pacientes se volvieron sintomáticos antes de los 21 años y 9 de estos pacientes desarrollaron tumores adicionales del sistema nervioso central. En muchos de los pacientes no se observaron manifestaciones cutáneas de neurofibromatosis y antecedentes familiares positivos de este trastorno. La mayoría de los pacientes requirieron múltiples procedimientos quirúrgicos, y se notificaron los tiempos, las técnicas y los resultados de estas operaciones. Se discute la patogenia de estos tumores, los aspectos genéticos de este trastorno y las posibles alternativas terapéuticas.","Fifteen patients with bilateral acoustic neuromas are presented. Ten patients became symptomatic before age 21, and 9 of these patients developed additional central nervous system tumors. Cutaneous manifestations of neurofibromatosis and a positive family history of this disorder were absent in many of the patients. Most patients required multiple surgical procedures, and the timing, techniques, and results of these operations are reported. The pathogenesis of these tumors, the genetic aspects of this disorder, and potential treatment alternatives are discussed.","['neuromas acústicos bilaterales.', 'neuromas acústicos.', 'tumores del sistema nervioso central.', 'tumores del sistema nervioso', 'tumores', 'Manifestaciones cutáneas.', 'neurofibromatosis', 'tumores']","['0009589', '0009588', '0100006', '0004375', '0002664', '0000951', '0006746', '0002664']"
150,,,,,
151,712760,"Se describe una familia en la que 16 individuos en 3 generaciones tienen enfermedad de Charcot-Marie-Tooth. Al menos 6 familiares también tienen el síndrome de carcinoma basocelular naevoid. Además, un sujeto con ambos trastornos tiene dos hijas jóvenes con el síndrome de carcinoma basocelular naevoid.","A family is described in which 16 individuals in 3 generations have Charcot-Marie-Tooth disease. At least 6 family members also have the naevoid basal cell carcinoma syndrome. In addition, 1 subject with both disorders has 2 young daughters with the naevoid basal cell carcinoma syndrome.","['carcinoma basocelular.', 'carcinoma basocelular.']","['0002671', '0002671']"
152,7200726,"Se reporta una madre e hijo con senos branquiales bilaterales, retraso del crecimiento intrauterino y posnatal, aspecto facial inusual y envejecimiento prematuro en la madre. Ningún otro miembro de la familia está igualmente afectado. No se identificó ninguna causa hormonal o sistémica de retraso en el crecimiento. Los estudios cromosómicos con banda G fueron normales. Se sugiere que este síndrome es un rasgo dominante, siendo la madre el mutante inicial.","A mother and son with bilateral branchial sinuses, intrauterine and postnatal growth retardation, unusual facial appearance, and premature aging in the mother are reported. No other members of the family are similarly affected. No hormonal or systemic cause of growth retardation was identified. Chromosomal studies with G-banding were normal. It is suggested that this syndrome is a dominant trait, the mother being the initial mutant.","['senos branquiales bilaterales.', 'branchial', 'retraso del crecimiento intrauterino y posnatal.', 'retraso del crecimiento posnatal.', 'retraso del crecimiento', 'retraso', 'aspecto facial inusual.', 'aspecto facial.', 'envejecimiento prematuro.', 'envejecimiento prematuro.', 'retraso del crecimiento', 'retraso', 'rasgo dominante.', 'dominante']","['0009794', '0009794', '0001511', '0008897', '0001510', '0001249', '0002004', '0001999', '0002216', '0002216', '0001510', '0001249', '0000006', '0000006']"
