file,text,HPO_symptoms,HPO_code
1456287,"We present the development of a 12 year old boy with facial oculo syndrome, who was originally referred to at the age of 5 months. Noteworthy are normal intelligence, regular placement in class, hypernasal language, and continuous growth throughout the third percentile. The importance of serial observations of patients with rare genetic disorders is emphasized.","['hypernasal language.', 'continuous growth throughout the third percentile.']","['0001611', '0004322']"
14699618,"The phenotype of Gorlin-Goltz syndrome or basal cell nevus syndrome (SNBC, # 109400, OMIM), a Mendelian trait due to PTCH mutations, has been described in some cases of the interstitial deletion of chromosome 9q. We present the case of an 11-year-old girl with consistent clinical features at SNBC, including the turcid bridge, biparietal pattern, eyelid tears down, mandibular prognosis, pectus, thumb abnormalities, spina bifida hidden in L5-S4 , numerous basal cell nevi and a single basal cell carcinoma. Cytogenetic analysis using high-resolution banding techniques and fluorescence in situ hybridization (FISH) revealed the deletion of the interstitial chromosome 9Q 22.32-q 33.2, which contained the PTCH gene as a break event after a t-chromosomal translocation (9; 17)) (q 34.1; p 11.2) MAT. Other FISH studies showed the translocation limit on the 9Q 34.11 cards proximal to ABL between the BAC clone RP11-88G17 and the LMX1B gene. The latter gene encodes a transcription factor in which the loss of functional mutations is responsible for the patella syndrome (NPS, # 161200 OMIM). Interestingly, some features of our subject (e.g. bilateral patellar dysplasia and abnormal clavicle shape) and their healthy sister who has the same translocation are also observed in patients with NPS. The cut-off maps of chromosome 17P 11.2 in Smith-Magenis syndrome, region of joint deletion, within two overlapping BAC clones, CTD-2354J3 and RP11-311F12.","['Basal cell nevus.', 'Basal cell nevus syndrome.', 'Turcid Bridge.', 'Biparietal pattern.', 'Eyelid fissures inclined downwards.', 'Mandibular prognosis.', 'Prognathism', 'pectus pectus', 'Thumb abnormalities' , 'hidden spina bifida', 'spina bifida', 'numerous basal cell nevi', 'basal cell nevus', 'basal cell carcinoma', 'patellar dysplasia', 'abnormal clavicle shape']","['0002671', '0002671', '0005449', '0000242', '0000494', '0000303', '0000303', '0000767', '0001172', '0003298', '0002414', '0001054', '0002671', '0002671', '0006446', '0000889']"
14717907,"The link between ear and kidney abnormalities is usually not due to an insult to the embryo. In recent years, many essential developmental control genes that coordinate the composition and function of the kidneys and ears have been discovered through the production of mutant animals and have improved our understanding of the mechanisms of human kidney disease. . Here we describe the clinical ear and kidney syndromes and their molecular expression.","[""Ear and Kidney Abnormalities"", ""Kidney Abnormalities"", ""Clinical Ear and Kidney Syndromes"", ""Clinical Kidney Syndromes"".]","['0000598', '0000077', '0000598', '0000077']"
14735582,"Brachydactyly type C (BDC) is characterized by a shortening of the middle phalanges of the index, middle and little finger with hyperphalangia, usually the index and middle finger. Heterozygous mutations of cartilage-derived morphogenetic protein-1 (CDMP1) have been reported in BDC, leading to loss of function. A large trunk is described with a semi-dominant form of BDC and a pronounced ulnar deviation of the second and third digits. A new homozygous sense mutation (517A> G) was identified in this family that converted methionine at amino acid position 173 to valine. The mutation is located in a highly conserved region with seven amino acids of the CDMP1 domain. X-rays of the hand of carriers of heterozygous mutations showed a slight shortening of Metacarpus IV and V; A finding that was confirmed by analysis of their metacarpophalangeal profiles (MCPPs). The mutation described here indicates an important role of prodominance in the folding, secretion and availability of biologically active CDMP1.","['Brachydactyly type C', 'CBM', 'Shortening of the middle phalanges of the index finger, middle and little finger.', 'Hyperphalangia, usually the index and middle finger.', 'Hyperphalangia', 'dominant form', 'dominant', 'ulnar deviation of the second and third digits', 'ulnar deviation', 'shortening of metacarpus IV and V.']","['0009373', '0009373', '0004220', '0009495', '0010235', '0000006', '0000006', '0009464', '0001193', '0010047']"
1478663,"Branchiootorenal syndrome is an autosomal dominant disease that affects 2% of deeply deaf children. In addition to hearing loss, it is characterized by ear deformity, pre-auricular pits, sinus tract, and kidney abnormalities. The pathogenesis of the disease remains unknown; However, the defective gene was located on chromosome 8Q through family linkage studies.","[""autosomal dominant disorder"", ""autosomal dominant"", ""dominant"", ""profoundly deaf"", ""deaf"", ""hearing impairment"", ""ear deformity"", ""pre-auricular pits"", ""pits"", 'branch cleft', 'branch cavity crack ',' Renal anomalies']","['0000006', '0000006', '0000006', '0000404', '0000404', '0000365', '0000394', '0004467', '0004467', '0009794', '0100272', '0000077']"
1479598,"A clinical and genetic study of type 2 neurofibromatosis (NF2) has been conducted in the United Kingdom. A practically complete investigation of the cases in North West England has been achieved and indicates a population incidence of 1 in 33,000 to 40,000. 150 cases across the UK have been identified and used to study the clinical and genetic properties of NF2. The autosomal dominant inheritance of NF2 was confirmed, 49% of the cases were rated as new mutations and the mutation rate was estimated to be 6.5 × 10 (-6). Evidence of a maternal genetic effect was found at 18.17 years in 36 cases of maternal inheritance and 24.5 in 20 cases inherited from the father (p = 0.027). The predominance of cases of maternal inheritance was also significant (p = 0.03). Data are presented suggesting that there are two types of NF2, one with posterior onset and bilateral vestibular schwanoma as the only common feature, and the other with earlier onset and several other tumors. A significant number of cases were not easy to find in either group, and other factors such as the impact of the mother on severity and anticipation must be considered.","[""Neurofibromatosis"", ""autosomal dominant inheritance"", ""autosomal dominant inheritance"", ""dominant inheritance"", ""dominant"", ""bilateral vestibular schwanomas"", ""vestibular schwanomas"", ""schwannomas"", ""tumors""]","['0006746', '0000006', '0000006', '0000006', '0000006', '0009589', '0009588', '0100008', '0002664']"
1479599,"The main characteristics, age at onset of symptoms and survival were studied in 150 patients with type 2 neurofibromatosis (NF2). The mean age at onset was 21.57 years (n = 110) and there were no cases over 55 years of age. The patients showed symptoms due to vestibular schwanomas (acoustic neuromas), cranial meningiomas and tumors of the spine. In 97 cases personally examined by the authors, examination of the skin and eyes proved useful to detect early signs of the disease. A skin exam is likely to help with early detection in at least 10% of the cases, and an eye exam for clouding of the lens or cataract in at least the same number of times. There are clear interfamilial differences in the severity of the disease and in the susceptibility to tumors. Vestibular schwannomas do not penetrate fully, but the condition is usually expressed differently. The change in current diagnostic criteria is advocated to cover the lack of new mutations. A screening protocol is proposed and the impact of disease heterogeneity on management is discussed.","[""Neurofibromatosis"", ""vestibular schwanomas"", ""schwannomas"", ""acoustic neuromas"", ""cranial meningiomas"", ""meningiomas"", ""spinal column tumors"", ""tumors"", ""lens opacity"", ""cataracts"", ""interfamily differences"", ""tumor"" , ""vestibular schwanomas"", ""schwannomas"", ""heterogeneity""]","['0006746', '0009588', '0100008', '0009588', '0100009', '0002858', '0010302', '0002664', '0000518', '0000518', '0003822', '0002664', '0009588', '0100008', '0001425']"
1484939,"The clinical features, age of onset of symptoms and survival of 150 patients with type 2 neurofibromatosis were examined. The mean age at onset was 21.57 years (n = 110), and after 55 no patients were presented years old. The patients showed symptoms due to vestibular schwanomas (acoustic neuromas), cranial meningiomas and tumors of the spine. In 100 patients personally examined by the authors, 44% were deaf and the majority were one-sided (35/44). Numbness was accompanied by tinnitus in 10% and muscle weakness or loss was the first symptom in 12%. The least common symptoms were seizures (8 percent), dizziness (8 percent), numbness and tingling (2 percent), and blindness (1 percent). Eleven patients were diagnosed asymptomatic by screening. Café au lait spots occurred in 43% (n = 43), but only one case had six. Skin tumors were found in 68 percent (68/100) and 38% (34/90) with identifiable lens clouding or cataracts. The median death age was 36.25 years in 40 cases and the only death was the result of a complication of neurofibromatosis. There are significant interfamilial differences in disease severity and tumor susceptibility.","[""Neurofibromatosis"", ""vestibular schwanomas"", ""schwannomas"", ""acoustic neuromas"", ""cranial meningiomas"", ""meningiomas"", ""spinal column tumors"", ""tumors"", ""deafness"", ""numbness"", ""ringing, muscle weakness, muscle weakness or - loss, weakness, seizures, dizziness, blindness, brown spots au lait, skin tumors, tumors, opacity of the lens "","" cataract "","" neurofibromatosis "","" differences between families "","" tumor ""]","['0006746', '0009588', '0100008', '0009588', '0100009', '0002858', '0010302', '0002664', '0000404', '0000404', '0000360', '0001324', '0003202', '0001324', '0001250', '0002321', '0000618', '0000957', '0008069', '0002664', '0000518', '0000518', '0006746', '0003813', '0002664']"
1496981,"It was hypothesized that the neurofibromatosis type 2 gene (NF2) is a recessive tumor suppressor, where mutations in the same location from chromosome 22 lead to NF2, which also leads to sporadic tumors of the types observed in NF2. The flank markers for this gene were previously defined as centromeric D22S1 and telomeric D22S28 repeats. Identifying the subregions in this area that are consistently rearranged in NF2-related tumors could help to better define the location of the disease. To this end, tumor and constitutional DNAss isolated from 39 patients unrelated to sporadic acoustic neuromas and associated NF2, meningiomas, swanomas, and ependymomas were compared at eight polymorphic sites on chromosome 22. Two of the tumors examined showed loss patterns of heterozygote, which is consistent with the presence of terminal deletions from chromosome 22. The limit point for the terminal deletion within the NF2 region found in one of the tumors, an acoustic neuroma of an NF2 patient, was mapped using additional polymorphic markers. previously defined. The limit occurred between the haplotype markers D22S41 / D22S46 and D22S56. This finding redefines the proximal flank marker and localizes the NF2 gene between markers D22S41 / D22S46 and D22S28. In addition, a sporadic acoustic neuroma was identified that shows a heterozygous loss pattern consistent with mitotic recombination or deletion and reduplication. These are mechanisms that have not been observed in studies of these tumors. While this finding is not compatible with tumorigenesis models that cause individual deletions and their gene dose effects, it supports the recessive tumor suppressor model.","[""Neurofibromatosis"", ""tumor"", ""sporadically"", ""tumors"", ""tumors"", ""tumor"", ""sporadically"", ""acoustic neuromas"", ""meningiomas"", ""schwannomas"", ""ependymomas"", ""tumors"", ""Tumors"", ""acoustic neuroma"", ""sporadically"", ""acoustic neuroma"", ""tumors"", ""tumor""]","['0006746', '0002664', '0003745', '0002664', '0002664', '0002664', '0003745', '0009588', '0002858', '0100008', '0002888', '0002664', '0002664', '0009588', '0003745', '0009588', '0002664', '0002664']"
1496982,"Type 2 neurofibromatosis (NF2) is an autosomal dominant syndrome characterized by the development of vestibular swanomas and other nervous system tumors, including cranial and spinal meningiomas, swanomas, and ependymomas. The presence of bilateral vestibular schwanomas is sufficient for the diagnosis. Skin manifestations are less common than in type 1 neurofibromatosis (NF1; von Recklinghausen disease). The apparent clinical distinction between NF1 and NF2 has been confirmed at gene locus level through linkage studies; The NF1 gene is assigned to chromosome 17, while the NF2 gene (in a family) has been assigned to chromosome 22. To increase the precision of NF2's genetic mapping and determine whether additional susceptibility sites exist, an analysis was made of the linkage of 12 families to NF2 using four polymorphic markers on chromosome 22 and one marker at the NF1 site on chromosome 17. Our results confirm the assignment of the NF2 gene to chromosome 22 and do not support the hypothesis of genetic heterogeneity. . We believe that chromosome markers 22 can be used for presymptomatic diagnosis in selected families. The NF2 gene is closely linked to the D22S32 locus (maximum LOD score 4.12; recombination fraction 0). A CA-REPEAT polymorphism at the CRYB2 locus was the most informative marker in our families (LOD score 5.99), but since the recombination fraction observed between NF2 and CRYB2 was 10 cM, the predictions with this marker should be interpreted with caution.","[""Neurofibromatosis"", ""autosomal dominant"", ""dominant"", ""vestibular schwanoma"", ""schwannoma"", ""other tumors"", ""tumors"", ""tumors of the nervous system"", ""skull and spine meningiomas"". , ""spinal meningiomas"", ""meningiomas"", ""schwannomas"", ""ependymomas"", ""bilateral vestibular schwanomas"", ""vestibular schwanomas"", ""schwannomas"", ""cutaneous manifestations"", ""neurofibromatosis"", ""genetic heterogeneity"". ',' Heterogeneity ']","['0006746', '0000006', '0000006', '0009588', '0100008', '0003008', '0002664', '0004375', '0100009', '0100010', '0002858', '0100008', '0002888', '0009589', '0009588', '0100008', '0000951', '0006746', '0001425', '0001425']"
15150776,"In many patients with Angelica syndrome (AS) mutations in the UBE3A gene (the E6-AP ligase ubiquitin protein gene) were found without deletion, uniparent uniparental and without printing errors. UBE3A mutations occur more frequently in familial patients than in sporadic ones, and the mutations described so far seem to cause similar phenotypes in familially affected cases. Here we describe two cousins ​​who have inherited the same UBE3A frameshift mutation (duplication of ARCAda in exon 10) from their asymptomatic mothers, but have mismatched phenotypes. The subject shows typical characteristics. Her affected cousin has a more severe phenotype with asymmetric spasticity, which initially led to the diagnosis of cerebral palsy. The subject's brain MRI shows mild cerebral atrophy, while his cousin's brain MRI shows severe brain malformations. This family shows that although the cerebral malformation is unusual in it, the presence of a cerebral malformation does not preclude diagnosis of AS. In addition, this UBE3A mutation was transferred from the cousin's grandfather to only two sisters among the eight brothers, which increased the mosaic hypothesis for this mutation.","['sporadic', 'spasticity', 'cerebral palsy', 'brain atrophy', 'brain malformation']","['0003745', '0001257', '0100021', '0002059', '0007319']"
15190457,"Neurofibromatosis 2 (NF2) is an autosomal dominant disease, which is characterized by tumors in the vestibular branch of the VIII. Cranial nerve, but also occurs in other types of tumors of the nervous system. Genotype-phenotype correlations are well documented for the overall severity of NF2 disease, but have not been definitively assessed for certain types of non-VIII nerve tumors. Genotype-phenotype correlations for different types of non-VIII nerve tumors were assessed in 406 patients in the UK population-based NF2 registry using regression models with additional covariates for current age and type of treatment center (specialty or non-specialty). The models also allowed for the internal family correlation to be taken into account. Statistically significant genotype-phenotype correlations were found for meningiomas, tumors of the spine and tumors of the intracranial peripheral nerve. People with constitutional NF2 mutations, crosspoint mutations, large deletions or somatic mosaic had significantly fewer tumors than people with senseless constitutional mutations or NF2 frameshift. In addition, significant intrafamilial correlations were observed in meningiomas and intracranial spinal tumors after adaptation to the constitutional NF2 mutation type. The constitutional NF2 mutation type is an important determinant for the number of NF2-associated endocranial meningiomas, tumors of the spine and tumors of the peripheral nervous system.","[""Neurofibromatosis"", ""autosomal dominant"", ""dominant"", ""tumors"", ""tumors in the vestibular branch"", ""tumors in the vestibular branch of the VIII cranial nerve"", ""tumors of the nervous system"", ""tumors"" "","" nerve tumors "" , ""Tumors"", ""nerve tumors"", ""tumors"", ""intracranial meningiomas"", ""meningiomas"", ""spinal column tumors"", ""tumors"", ""tumors of the peripheral nerve"", ""tumors"", ""somatic mosaicism"", ""tumors"", ""intracranial meningiomas"", ""meningiomas"", ""tumors of the spine"", ""tumors"", ""intracranial meningiomas"", ""meningiomas"", ""tumors of the spine"". ""tumors"", ""tumors of the peripheral nerve"", ""tumors""]","['0006746', '0000006', '0000006', '0002664', '0009588', '0009591', '0004375', '0002664', '0004375', '0002664', '0004375', '0002664', '0100009', '0002858', '0010302', '0002664', '0100007', '0002664', '0001442', '0002664', '0100009', '0002858', '0010302', '0002664', '0100009', '0002858', '0010302', '0002664', '0100007', '0002664']"
15385437,"Angelica syndrome is a neurogenetic disorder caused by loss of function of the UBE3A gene printed in 15q11-q13. In a small group of patients, the disease is due to an impression defect (ID) that silences the maternal UBE3A allele. The presence of a weak maternal band, detected by SNURF-SNRPN locus-specific methylation-specific PCR analysis in about a third of patients with an ID but no deletion from the pressure center, indicated that these patients were are ID cell mosaics and normal cells. A somatic mosaicism by molecular or cellular cloning was detected in two examined patients. X-inactivation studies on a patient's cloned fibroblasts suggest that the ID occurred before the blastocyst phase. To quantify the degree of mosaicism, a new quantitative methylation assay based on real-time PCR was developed. In 24 patients analyzed, the percentage of normal cells ranged from <1% to 40%. Regression analysis suggests that patients with a higher percentage of normally denatured cells tend to have milder clinical symptoms than patients with a lower percentage. In summary, we suggest that the role of mosaic misprints in intellectual disability is undervalued.","['somatic mosaicism.', 'intellectual disability.', 'disability']","['0001442', '0001249', '0001249']"
15470370,"Angelica syndrome (AD) may result from a 15q11-q13 (del) deletion, a uniparental paternal uniparental (UPD), an imprint, or UBE3A mutations. The phenotypic and behavioral variability found in 49 patients with different deletion classes and nine patients with UPD is described. The diagnosis was made by analyzing the methylation pattern of exon 1 of the SNRPN-SNURF gene and the microsatellite profile of loci inside and outside the 15q11-q13 region. There were no significant phenotypic differences between the two main classes (BP1-BP3; BP2-BP3) of patients as a deletion, except in the absence of vocalization, more often in patients with deletions of BP1-BP3 and in age of unsupported sitting. which was lower in patients with BP2-BP3 deletions. Our data suggests that gene deletions (NIPA1, NIPA2, CYF1P1, GCP5) mapped to the region between BP1 and BP2 cutpoints can be related to the severity of speech impairment, as all patients with BP1-BP3 deletion showed this complete absence of vocalization, while 38.1% of patients with BP2-BP3 deletion could speak compared to patients with UPD, patients with deletion had a higher incidence of swallowing disorders (73.9%) x 22.2% UPD) and hypotension (73.3% x 28.57% UPD). In addition, children with UPD showed better physical growth, less or no crisis, less microcephaly, less ataxia and greater cognitive skills. Due to its milder or less typical phenotype, it cannot be diagnosed, which leads to a general underdiagnosis of the disease.","['Variability', 'lack of vocalization', 'speech disorders', 'lack of vocalization', 'difficulty swallowing', 'hypotension', 'seizures', 'microcephaly', 'ataxia']","['0003812', '0001344', '0002167', '0001344', '0002015', '0001252', '0001250', '0000252', '0001251']"
1583664,An autosomal dominant family tree of four generations of brachydactyly type C is presented with its radiological properties. The hands and feet were affected equally. All subjects who showed these changes had shortened fingers and additionally hollow ears.,"['autosomal dominant.', 'dominant', 'brachydactyly', 'brachydactyly type C', 'shortening of the big toes', 'hollow ears']","['0000006', '0000006', '0001156', '0009373', '0010109', '0000378']"
15994874,"Patients with neurofibromatosis 2 (NF2) with NF2 mutations at the constitutional splice site show greater variability in the severity of the disease than NF2 patients with other types of mutations. The cause of this variability is unknown. Genotype-phenotype correlations were assessed, with a particular focus on the location of mutations at the splice site. Mutations and clinical information on 831 patients from 528 NF2 families with identified constitutional NF2 mutations were used. The clinical features examined were the age at the onset of NF2 symptoms and the number of intracranial meningiomas, which are the main severity indexes for NF2. Two regression models were used to analyze genotype-phenotype correlations. People with splice mutations in exons 1 to 5 had a more severe disease than splice mutations in exons 11 to 15. This result is consistent with studies showing that exons 2 and 3 are required for amino terminal autoassociation of the NF2 protein in vitro and that deletions of exons 2 and 3 in the NF2 knockout and transgenic mouse models cause a high prevalence of tumors from Schwann cells.","[""Neurofibromatosis"", ""variability"", ""variability"", ""intracranial meningioma"", ""meningioma"", ""tumors originating from Schwann cells"", ""tumors""]","['0006746', '0003812', '0003812', '0100009', '0002858', '0100008', '0002664']"
1619642,"Two brothers with Okulo-Face syndrome are described. Both have orbital hemangiomatous cysts, a feature that has not been previously reported. Both parents are clinically normal and unrelated. This disorder has been described to show autosomal dominant transmission, so this family could represent an autosomal recessive form or germline mosaicism for the dominant gene.","[""orbital hemangiomatous cysts"", ""autosomal dominant"", ""dominant transmission"", ""dominant"", ""autosomal recessive form"", ""autosomal recessive"", ""germline mosaic"", ""dominant""]","['0001144', '0000006', '0000006', '0000006', '0000007', '0000007', '0001442', '0000006']"
1672177,"Angelica syndrome and Prader-Willi syndrome are both causes of intellectual disability with recognizable but very different clinical phenotypes. Both are associated with deletions from chromosome 15q11-13, of maternal origin in Angelica and paternal in Prader-Willi. Prader-Willi can occur when two chromosomes 15 are inherited from the mother and none from the father (uniparental maternal uniparental). In 2 patients with Angelica syndrome we found evidence of a uniparental paternal uniparental. The phenotypic effects of the maternal and paternal uniparental chromosome 15 are very different and the inheritance of two normal 15 from one parent does not lead to normal development - strong evidence in humans of genomic imprints in which the same gene has different characteristics depending on the parent's origin Effects.","['intellectual disability.', 'disability']","['0001249', '0001249']"
1683160,"DNA deletion studies were performed with 5 DNA markers at 15q11-q12 in 14 patients with Angel syndrome (AS) (9 sporadic cases and 5 relatives). Copy density was found in 8 (57.1%) of the 14 patients for one or more of the 5 loci. In a sporadic patient, only a deletion of the D15S11 locus containing only D15S10 was found in 3 family patients (siblings in one family), covering 3 loci (D15S11, D15S10, D15S12) in 1 sporadic patient and 4 loci (D15S9 , D15S11, D15S10, D15S12) in the other 3 sporadic patients. The deletion common for our patients as well as for registered patients can be limited to a segment between D15S11 and D15S10 if the 5 loci are ordered as CEN-D15S18- (D15S9-D15S11-D15S10) -D15S12-QT ER. This point overlaps, but is more distal to the frequent deletion point in patients with Prader-Willi syndrome (PWS). In the family of three siblings, both the phenotypically normal mother and the maternal grandfather also show deletions of the D15S10 locus. These results were consistent with the genomic impression hypothesis for the occurrence of AS, ie the lack of a location of maternal origin leads to AS, but may not support a model that is identical to the location alternative PWS phenotype.","['sporadic', 'family cases', 'sporadic', 'sporadic', 'sporadic']","['0003745', '0000005', '0003745', '0003745', '0003745']"
16871364,"Brachydactyly type a1 (BDA1) is caused by mutations in the Indian hedgehog gene IHS on chromosome 2q35-36. In this study, a large Chinese family in five generations was identified and characterized with BDA1. All of the relatives affected showed a significant homogeneous phenotype and some unique clinical features that differ from those associated with BDA1 mutations reported in IHS. The linkage analysis showed that the family BDA1 gene was linked to the D2S126 marker near IHS with an LOD score of 4.74 with a recombination fraction of 0. DNA sequence analysis revealed a heterozygous transition from C to T at nucleotide 461 of IHS, resulting in a new T154I substitution. The T154I mutation was associated with all affected individuals in the family and was absent in normal relatives or in 200 normal controls. These results broaden the spectrum of the clinical phenotype associated with IHS mutations.","['Brachydactyly type a1', 'BDA1', 'significant homogeneous phenotype.']","['0009371', '0009371', '0003813']"
16957682,"Heterozygous mutations in the serine-threonine kinase receptor BMPR1B typically lead to brachydactyly type a2 (BDA2), while mutations in the corresponding GDF5 ligand cause brachydactyly type C (BDC). Mutations in the GDF inhibitor (NOG) or activating mutations in GDF5 cause proximal symphalangism (SYM1). Here we describe a new mutation in BMPR1B (R486Q) that is associated with BDA2 or a BDC / SYM1-like phenotype. Functional studies of the R486Q mutation were carried out and compared with the BDA2 R486W and WT BMPR1B mutations. The overexpression of the mutant receptors in chicken microform cultures resulted in a significant inhibition of chondrogenesis with the R486Q mutant, which showed a more intensive effect than the R486W mutant. In order to investigate the consequences of BMPR1B mutations on intracellular signal transduction, stable transfected C2C12 cells were used and the activity of SMAD-dependent and SMAD-independent paths was measured. SMAD activation after stimulation with GDF5 was suppressed in both mutants. The induction of alkaline phosphatase showed an almost complete loss of activation of both mutants. Our data expand the previously known mutation and phenotype spectrum, which is associated with mutations in BMPR1B. Disorders of the NOG-GDF5-BMPR1B signaling cascade can lead to similar clinical manifestations depending on the quantitative effect and mode of action of specific mutations within the same function path.","['Brachydactyly type a2 (BDA2)', 'Brachydactyly', 'Brachydactyly', 'Brachydactyly type C', 'CBM', 'Symphalangism proximal', 'Symphalangism', 'SYM1', 'BDA2', 'CBM', ' SYM1-like ']","['0009372', '0001156', '0001156', '0009373', '0009373', '0100264', '0100264', '0006152', '0009372', '0009373', '0006152']"
17431915,"A large phenotypic variability occurs in a family with SALL1 mutations; The older sister showed a phenotype of Towne-Brock syndrome, including anomalies in the outer ear, in the polydactyly preaxial and anteriorly placed anus, while the younger sister presented a phenotype that resembled Goldenhar syndrome, including arthroplated auditory canal and mandibular hypoplasia and pre-axial polydactyly as well as an epibulbar dermoid. The mother had abnormal outer ears, but was otherwise structurally normal and the father was asymptomatic. Analysis of the SALL1 gene revealed that both daughters were heterozygous for the 1256T> A nonsense mutation (L419X) present 5 'in the region encoding the first zinc double finger. The mother was heterozygous for the L419X mutation. The youngest daughter is the first patient with a SALL1 mutation that has a classic phenotype of Goldenhar syndrome with an epibular dermoid. The observation provides additional support for the concept that Goldenhar syndrome is an etiologically heterogeneous disorder, which in some cases may have a genetic basis.","['Great phenotypic variations within a family.', 'Anomalies of the outer ear.', 'Anomalies of the ear.', 'Polydactyly preaxial.', 'Polydactyly', 'Anterior anus.', 'Atretic auditory canals. Lower jaw hypoplasia. ',' Polydactyly preaxial. ',' Polydactyly ',' epibulbar dermoid ',' epibulbar dermoid ',' heterogeneous']","['0003822', '0000356', '0000598', '0001177', '0010442', '0001545', '0000413', '0000347', '0001177', '0010442', '0001140', '0001140', '0001425']"
1745350,"Two families with an unusual variant of neurofibromatosis (NF) were examined. The first family had spinal neurofibromas and café-au-lait spots (CLS), the second spinal neurofibromas without CLS. Other signs of NF1 or NF2, such as skin tumors, Lisch nodules, or acoustic tumors, were missing. The inheritance pattern in both pedigrees matched the autosomal dominant inheritance. Genetic linkage analysis with DNA markers closely linked to the NF1 and NF2 loci found that the probable location of the mutation in the first family was in the NF1 gene with a probability of 97: 1, while the mutation in The second family was excluded from the NF1 locus with a probability of more than 100,000: 1. Families like these, in which a defined subset of the NF phenotype is transmitted, are important for understanding the functional consequences of certain mutations in NF genes.","[""Neurofibromatosis"", ""spinal neurofibromas"", ""neurofibromas"", ""café au lait spots (CLS)"", ""café au lait spots"", ""spinal neurofibromas"", ""pinal neurofibromas"", ""neurofibromas"", ""tumors"" cutaneously. "","" Tumors "","" Lisch-Nodules "","" acoustic tumors "","" tumors "","" autosomal dominant inheritance "","" autosomal dominant "","" dominant "","" dominant inheritance ""]","['0006746', '0009735', '0001067', '0000957', '0000957', '0009735', '0009735', '0001067', '0008069', '0002664', '0009737', '0009588', '0002664', '0000006', '0000006', '0000006', '0000006']"
1750770,"Two very premature babies (born at 29 and 25 weeks) had abnormal ribs. Although this was considered unimportant at the time, it was later shown that some family members have a predominantly inherited risk of developing skin cancer and other serious problems.","['Premature babies', 'abnormal ribs', 'dominant inheritance', 'skin cancer', 'cancer']","['0001622', '0000772', '0000006', '0008069', '0002664']"
1789288,"We present a family in which people at risk for NF 2 were examined using the gadolinium-enhanced MRI. This technique made it possible to diagnose small acoustic neuromas (less than 8 mm) in two asymptomatic children (ages 7 and 11), one of whom had a normal audiometric test and a brainstem response test. To our knowledge, these are the youngest asymptomatic patients in whom the diagnosis of NF 2 has been proven. It is possible that acoustic neuromas develop more frequently at an early age than previously thought. Early diagnosis of acoustic neuromas using gadolinium-enhanced magnetic resonance imaging can lead to a better prognosis after the operation. This technique offers the opportunity to better determine the natural course of this disease.","['Acoustic Neuromas', 'Acoustic Neuromas', 'Early Age', 'Acoustic Neuromas']","['0009588', '0009588', '0003593', '0009588']"
18000979,"Mutations in SALL1 and GLI3 are responsible for the malformation syndrome of the human limbs. The molecular pathophysiology of these mutations is not fully understood, and many conclusions have been drawn from studies in the mouse. We identified shortening mutations in SALL1 and GLI3 in patients with limb malformation and examined the contribution of nonsense caries (NMD) to the expression of mutated mRNA in patient-derived fibroblasts. The quantification of the relative proportions of mutant and wild-type alleles was carried out by pyrosequencing. In SALL1, a mutant allele that caused Towne-Brock syndrome was unexpectedly resistant to NMD, while another mutation that caused a much milder phenotype was susceptible to NMD. In GLI3, all three mutant alleles assessed were susceptible to NMD. This work brings new insights into the molecular pathophysiology of SALL1 and GLI3 mutations, expands the phenotypic spectrum of SALL1 mutations and provides an example of a human mutation that does not follow the generally accepted position rules for mammalian NMD. (c) 2007 Wiley-Liss, Inc.","['Limb malformation.', 'Limb malformation.']","['0002813', '0002813']"
