TA_start,TA_end,TA_symptoms,TA_scores,TA_is_negated,TA_HPO_codes,jaccard_score
"['71', '146', '211', '312', '404', '522', '583', '760', '934', '1065', '1149', '1170', '1274', '1329', '1338', '1360', '1413', '1434']","['91', '171', '235', '325', '413', '538', '602', '795', '951', '1084', '1159', '1190', '1290', '1336', '1355', '1375', '1430', '1450']","['Facial abnormalities', 'broadness of the forehead', 'misalignment of the eyes', 'hypertelorism', 'Hypotonia', 'hyperventilation', 'irregular breathing', 'hypoplasia of the cerebellar vermis', 'speech impairment', 'Coloboma of the eye', 'low vision', 'sensitivity to light', 'hepatic fibrosis', 'ascites', 'abnormal bleeding', 'enlarged spleen', 'polycystic kidney', 'nephronophthisis']","[0.85, 0.88, 0.93, 0.78, 1.0, 0.99, 1.0, 0.96, 1.0, 0.98, 0.89, 0.91, 0.99, 0.84, 0.9, 0.89, 0.99, 0.98]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000271', 'HP:0000337', 'HP:0030867', 'HP:0000316', 'HP:0001252', 'HP:0002883', 'HP:0012195', 'HP:0001320', 'HP:0000750', 'HP:0000589', 'HP:0000505', 'HP:0000613', 'HP:0001395', 'HP:0001541', 'HP:0001892', 'HP:0001744', 'HP:0000113', 'HP:0000090']",0.10810810810810811
"['630', '666', '679']","['637', '674', '695']","['anxiety', 'epilepsy', 'bipolar disorder']","[1.0, 0.97, 1.0]","[False, False, False]","['HP:0000739', 'HP:0001250', 'HP:0007302']",0.00980392156862745
"['203', '265', '414']","['228', '283', '420']","['serous retinal detachment', 'retinal detachment', 'macula']","[0.99, 0.96, 0.95]","[False, False, False]","['HP:0012231', 'HP:0000541', 'HP:0012733']",0.25
"['84', '428', '500', '516', '526', '537', '549']","['92', '436', '514', '524', '535', '544', '559']","['coloboma', 'coloboma', 'microphthalmia', 'Glaucoma', 'nystagmus', 'scotoma', 'strabismus']","[0.84, 0.84, 0.94, 0.99, 0.9, 0.99, 0.98]","[False, False, False, False, False, False, False]","['HP:0000589', 'HP:0000589', 'HP:0000568', 'HP:0000501', 'HP:0000639', 'HP:0000575', 'HP:0000486']",0.11764705882352941
"['26', '74', '201', '215', '274', '292', '312', '322', '392', '456', '516']","['43', '79', '213', '233', '290', '306', '318', '330', '409', '462', '527']","['colorectal cancer', 'tumor', 'constipation', 'blood in the stool', 'loss of appetite', 'loss of weight', 'nausea', 'vomiting', 'colorectal cancer', 'anemia', 'Weight loss']","[1.0, 0.88, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","[False, False, False, False, False, False, False, False, False, True, False]","['HP:0100834', 'HP:0002664', 'HP:0002019', 'HP:0025085', 'HP:0004396', 'HP:0001824', 'HP:0002018', 'HP:0002013', 'HP:0100834', 'HP:0001903', 'HP:0001824']",0.0
['260'],['271'],['azoospermia'],[0.96],[True],['HP:0000027'],1.0
"['185', '296', '647', '681', '863', '900', '1045', '1077', '1096', '1118', '1318', '1379', '1716', '1746', '1794', '1831', '1859']","['209', '324', '660', '693', '883', '920', '1057', '1091', '1114', '1134', '1331', '1392', '1735', '1769', '1813', '1845', '1871']","['congenital heart disease', 'velopharyngeal insufficiency', 'heart defects', 'hypocalcemia', 'kidney abnormalities', 'feeding difficulties', 'constipation', 'hypothyroidism', 'hypoparathyroidism', 'thrombocytopenia', 'schizophrenia', 'schizophrenia', 'Cardiac abnormality', 'interrupted aortic arch', 'tetralogy of Fallot', 'Thymic aplasia', 'Hypocalcemia']","[1.0, 0.99, 0.89, 0.89, 0.81, 0.93, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 0.78, 1.0, 0.98, 0.95]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001627', 'HP:0000220', 'HP:0001627', 'HP:0002901', 'HP:0000077', 'HP:0011968', 'HP:0002019', 'HP:0000821', 'HP:0000829', 'HP:0001873', 'HP:0100753', 'HP:0100753', 'HP:0001627', 'HP:0011611', 'HP:0001636', 'HP:0005359', 'HP:0002901']",0.034482758620689655
"['307', '323', '331', '341', '351', '364', '381', '481', '554']","['321', '329', '339', '349', '362', '376', '389', '495', '562']","['abdominal pain', 'nausea', 'vomiting', 'diarrhea', 'tachycardia', 'hypertension', 'seizures', 'skin fragility', 'scarring']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 0.99, 0.83, 0.93]","[False, False, False, False, False, False, False, False, False]","['HP:0002027', 'HP:0002018', 'HP:0002013', 'HP:0002014', 'HP:0001649', 'HP:0000822', 'HP:0001250', 'HP:0001030', 'HP:0100699']",0.16216216216216217
"['390', '417', '451', '464', '487', '503', '519']","['415', '421', '455', '485', '501', '513', '530']","['Polycystic Ovary Syndrome', 'PCOS', 'PCOS', 'excessive hair growth', 'oligomenorrhea', 'amenorrhea', 'infertility']","[1.0, 1.0, 1.0, 0.91, 0.67, 0.83, 0.88]","[False, False, False, False, False, False, False]","['HP:0000147', 'HP:0000147', 'HP:0000147', 'HP:0000998', 'HP:0000876', 'HP:0000141', 'HP:0000789']",0.2222222222222222
"['202', '259', '507', '516', '536', '556', '651', '728', '831', '1001', '1127', '1231', '1252', '1265', '1448', '1538', '1917', '2186', '2731', '2899', '2934', '2963', '3015']","['216', '276', '514', '530', '554', '592', '668', '762', '845', '1025', '1146', '1250', '1260', '1303', '1470', '1561', '1935', '2196', '2743', '2913', '2958', '2986', '3039']","['trichilemmomas', 'verrucous papules', 'lipomas', 'epidermal nevi', 'cafe-au-lait spots', 'Squamous cell carcinomas of the skin', 'thyroid disorders', 'multinodular goiter of the thyroid', 'thyroid cancer', 'papillary thyroid cancer', 'endometrial cancers', 'uterine leiomyomata', 'fibroids', 'congenital genitourinary abnormalities', 'testicular lipomatosis', 'Gastrointestinal\nPolyps', 'ganglioneuromatous', 'malignancy', 'Macrocephaly', 'dolichocephaly', 'autism spectrum disorder', 'intellectual disability', 'Lhermitte-Duclos disease']","[1.0, 0.96, 0.94, 0.92, 0.63, 0.9, 1.0, 0.98, 1.0, 1.0, 1.0, 0.97, 0.98, 0.98, 0.99, 0.78, 0.94, 1.0, 1.0, 0.87, 1.0, 0.99, 0.91]","[False, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, True, False, False, False, False]","['HP:0012844', 'HP:0012500', 'HP:0012032', 'HP:0010816', 'HP:0000957', 'HP:0006739', 'HP:0000820', 'HP:0005987', 'HP:0002890', 'HP:0002895', 'HP:0012114', 'HP:0000131', 'HP:0000131', 'HP:0000119', 'HP:0025476', 'HP:0200008', 'HP:0003005', 'HP:0002664', 'HP:0001355', 'HP:0000268', 'HP:0000729', 'HP:0001249', 'HP:0500009']",0.03076923076923077
"['101', '148', '223', '239', '254']","['113', '172', '237', '251', '269']","['hypoglycemia', 'hypoketotic hypoglycemia', 'enlarged liver', 'hepatomegaly', 'muscle weakness']","[0.87, 0.99, 0.86, 0.74, 0.95]","[False, False, False, False, False]","['HP:0001943', 'HP:0001985', 'HP:0002240', 'HP:0002240', 'HP:0001324']",0.11764705882352941
[],[],[],[],[],[],0.0
['58'],['74'],['facial paralysis'],[0.88],[False],['HP:0007209'],0.0
[],[],[],[],[],[],0.0
"['56', '77', '90', '115', '131', '273', '294', '339', '399', '456', '560', '770']","['64', '88', '109', '129', '140', '280', '302', '348', '416', '462', '581', '779']","['dementia', 'memory loss', 'personality changes', 'hallucinations', 'Myoclonus', 'anxiety', 'paranoia', 'psychosis', 'speech impairment', 'ataxia', 'involuntary movements', 'pneumonia']","[0.98, 1.0, 1.0, 1.0, 0.92, 0.9, 0.71, 0.98, 1.0, 0.65, 1.0, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000726', 'HP:0002354', 'HP:0000751', 'HP:0000738', 'HP:0001336', 'HP:0000739', 'HP:0011999', 'HP:0000709', 'HP:0000750', 'HP:0010867', 'HP:0004305', 'HP:0002090']",0.0967741935483871
"['49', '144', '158', '175', '222', '268', '316', '394', '461', '522', '536', '556', '618', '816', '840', '924', '948', '1142', '1157', '1293', '1372', '1473', '1514', '1521', '1572', '1584', '1609', '1635', '1726']","['65', '156', '173', '189', '235', '282', '329', '404', '477', '534', '548', '575', '631', '835', '859', '946', '963', '1155', '1183', '1308', '1389', '1491', '1520', '1539', '1582', '1602', '1626', '1655', '1735']","['craniosynostosis', 'turricephaly', 'frontal bossing', 'trigonocephaly', 'brachycephaly', 'dolichocephaly', 'plagiocephaly', 'oxycephaly', 'craniosynostosis', 'Exophthalmos', 'bulging eyes', 'shallow eye sockets', 'hypertelorism', 'external strabismus', 'hypoplastic maxilla', 'mandibular prognathism', 'protruding chin', 'hydrocephalus', 'Sensorineural hearing loss', 'vision problems', 'visual impairment', 'problems breathing', 'narrow', 'high-arched palate', 'hypodontia', 'missing some teeth', 'crowding of teeth', 'maxillary hypoplasia', 'underbite']","[0.99, 0.63, 0.88, 0.68, 1.0, 0.73, 0.93, 0.89, 0.99, 1.0, 0.97, 0.91, 0.7, 0.85, 0.56, 0.62, 0.93, 0.98, 0.91, 0.9, 0.86, 0.96, 0.84, 0.96, 0.78, 0.91, 0.89, 0.97, 0.81]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001363', 'HP:0000262', 'HP:0002007', 'HP:0000243', 'HP:0000248', 'HP:0000268', 'HP:0001357', 'HP:0000263', 'HP:0001363', 'HP:0000520', 'HP:0000520', 'HP:0000586', 'HP:0000316', 'HP:0000577', 'HP:0000327', 'HP:0000303', 'HP:0000303', 'HP:0000238', 'HP:0000407', 'HP:0000505', 'HP:0000505', 'HP:0002795', 'HP:0000275', 'HP:0000218', 'HP:0000668', 'HP:0009804', 'HP:0000678', 'HP:0000327', 'HP:0000303']",0.18032786885245902
"['71', '88', '201', '213', '247', '275', '360', '385', '597', '785', '812', '866', '1057', '1519']","['82', '104', '209', '232', '256', '302', '377', '399', '608', '796', '826', '880', '1077', '1527']","['poor growth', 'poor weight gain', 'coughing', 'shortness of breath', 'infertile', 'absence of the vas deferens', 'bowel obstruction', 'meconium ileus', 'poor growth', 'poor growth', 'growth failure', 'lung infection', 'coagulation disorder', 'clotting']","[0.98, 0.95, 1.0, 1.0, 0.99, 0.97, 0.92, 0.99, 0.98, 0.98, 0.85, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, True, False, False, False, False]","['HP:0001510', 'HP:0001508', 'HP:0012735', 'HP:0002094', 'HP:0000789', 'HP:0012873', 'HP:0005214', 'HP:0004401', 'HP:0001510', 'HP:0001510', 'HP:0001510', 'HP:0006532', 'HP:0003256', 'HP:0003256']",0.10714285714285714
"['305', '948', '971', '1472', '1498', '1562', '1606', '1665', '1790', '2034', '2192', '2310', '2319', '2441', '2571']","['311', '964', '988', '1497', '1510', '1566', '1610', '1669', '1797', '2047', '2213', '2318', '2326', '2452', '2595']","['rashes', 'bipolar disorder', 'suicidal thoughts', 'poorly formed fingernails', 'Nail disease', 'Rash', 'rash', 'rash', 'papules', 'Acrokeratosis', 'Hypermelanotic macule', 'Pruritis', 'Itching', 'Palmar pits', 'Abnormal hair morphology']","[0.99, 1.0, 0.58, 0.88, 0.9, 1.0, 0.99, 0.99, 0.94, 0.81, 0.73, 1.0, 1.0, 0.64, 0.83]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000988', 'HP:0007302', 'HP:0031589', 'HP:0008391', 'HP:0001597', 'HP:0000988', 'HP:0000988', 'HP:0000988', 'HP:0200034', 'HP:0200016', 'HP:0001034', 'HP:0000989', 'HP:0000989', 'HP:0010610', 'HP:0001595']",0.28
"['94', '122', '141', '173', '279', '350', '362', '412']","['105', '140', '156', '187', '292', '360', '378', '427']","['dehydration', 'frequent urination', 'Nephrolithiasis', 'Hypercalciuria', 'Aminoaciduria', 'Glycosuria', 'glucose in urine', 'Hyperuricosuria']","[1.0, 1.0, 0.99, 0.76, 0.71, 0.62, 0.96, 0.84]","[False, False, False, False, False, False, False, False]","['HP:0001944', 'HP:0100515', 'HP:0000787', 'HP:0002150', 'HP:0003355', 'HP:0003076', 'HP:0003076', 'HP:0003149']",0.11764705882352941
"['111', '164', '243', '371', '391', '404', '418', '449', '459', '475', '493']","['123', '182', '257', '389', '402', '416', '447', '457', '473', '487', '499']","[""Wilms' tumor"", 'nephrotic syndrome', 'kidney failure', 'decreased appetite', 'weight loss', 'growth delay', 'abnormal skeletal development', 'insomnia', 'abdominal pain', 'constipation', 'anuria']","[1.0, 0.99, 0.98, 1.0, 1.0, 0.88, 0.87, 0.93, 1.0, 0.99, 0.98]","[False, False, False, False, False, False, False, False, False, False, False]","['HP:0002667', 'HP:0000100', 'HP:0000083', 'HP:0004396', 'HP:0001824', 'HP:0001510', 'HP:0002652', 'HP:0100785', 'HP:0002027', 'HP:0002019', 'HP:0100519']",0.08
"['26', '51', '83', '114', '125', '137', '156', '169', '181', '221', '277', '307', '339', '369', '389', '409', '450', '522', '548', '672', '725', '768', '804', '824', '885', '1038', '1062', '1114', '1369', '1405', '1441', '1529', '1564', '1586']","['41', '59', '93', '123', '135', '153', '163', '180', '196', '242', '298', '315', '349', '387', '403', '417', '465', '537', '562', '685', '739', '783', '818', '839', '896', '1052', '1077', '1129', '1383', '1417', '1454', '1544', '1579', '1601']","['type 1 diabetes', 'polyuria', 'polydipsia', 'dry mouth', 'polyphagia', 'increased hunger', 'fatigue', 'weight loss', 'Type 1 diabetes', 'diabetic ketoacidosis', 'diabetic ketoacidosis', 'dry skin', 'drowsiness', 'frequent urination', 'abdominal pain', 'vomiting', 'type 1 diabetes', 'type 1 diabetes', 'celiac disease', 'gastroparesis', 'celiac disease', 'type 1 diabetes', 'celiac disease', 'type 1 diabetes', 'retinopathy', 'celiac disease', 'type 1 diabetes', 'type 1 diabetes', 'hyperglycemias', 'ketoacidosis', 'hypoglycemias', 'Type 1 diabetes', 'alopecia areata', 'Type 1 diabetes']","[1.0, 0.99, 0.99, 1.0, 1.0, 0.74, 1.0, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0, 0.86, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.97, 1.0, 1.0, 1.0, 0.84, 0.96, 0.93, 0.99, 1.0, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","['HP:0100651', 'HP:0000103', 'HP:0001959', 'HP:0000217', 'HP:0002591', 'HP:0002591', 'HP:0012378', 'HP:0001824', 'HP:0100651', 'HP:0001953', 'HP:0001953', 'HP:0000958', 'HP:0002329', 'HP:0100515', 'HP:0002027', 'HP:0002013', 'HP:0100651', 'HP:0100651', 'HP:0002608', 'HP:0002578', 'HP:0002608', 'HP:0100651', 'HP:0002608', 'HP:0100651', 'HP:0000488', 'HP:0002608', 'HP:0100651', 'HP:0100651', 'HP:0003074', 'HP:0001993', 'HP:0001943', 'HP:0100651', 'HP:0002229', 'HP:0100651']",0.047619047619047616
"['37', '57', '86', '117', '134', '222', '249', '306', '492', '648']","['45', '65', '96', '127', '145', '236', '270', '313', '507', '666']","['frequent', 'polyuria', 'polydipsia', 'polyphagia', 'weight loss', 'blurred vision', 'peripheral neuropathy', 'fatigue', 'type 2 diabetes', 'low blood pressure']","[0.59, 0.98, 0.98, 0.99, 0.99, 0.99, 0.93, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, False]","['HP:0040282', 'HP:0000103', 'HP:0001959', 'HP:0002591', 'HP:0001824', 'HP:0000622', 'HP:0009830', 'HP:0012378', 'HP:0005978', 'HP:0002615']",0.07692307692307693
"['58', '348', '391', '436', '469', '552', '571']","['75', '372', '415', '452', '481', '560', '583']","['macrocytic anemia', 'upper limb abnormalities', 'urogenital malformations', 'Low birth weight', 'growth delay', 'leukemia', 'malignancies']","[0.95, 0.72, 0.98, 1.0, 0.92, 0.99, 0.99]","[False, False, False, False, False, False, False]","['HP:0001972', 'HP:0002817', 'HP:0000119', 'HP:0001518', 'HP:0001510', 'HP:0001909', 'HP:0002664']",0.09090909090909091
"['51', '219', '242', '299']","['59', '228', '264', '316']","['clubfoot', 'scoliosis', 'curvature of the spine', 'hitchhiker thumbs']","[0.64, 0.95, 0.7, 0.89]","[False, False, False, False]","['HP:0001762', 'HP:0002650', 'HP:0002650', 'HP:0001234']",0.05
"['616', '636', '683', '708']","['634', '659', '703', '720']","['growth retardation', 'intellectual disability', 'fasting hypoglycemia', 'ketoacidosis']","[0.93, 0.96, 0.72, 0.94]","[False, False, False, False]","['HP:0001510', 'HP:0001249', 'HP:0003162', 'HP:0001993']",0.2857142857142857
"['185', '296', '647', '681', '863', '900', '1045', '1077', '1096', '1118', '1318', '1379', '1716', '1746', '1794', '1831', '1859']","['209', '324', '660', '693', '883', '920', '1057', '1091', '1114', '1134', '1331', '1392', '1735', '1769', '1813', '1845', '1871']","['congenital heart disease', 'velopharyngeal insufficiency', 'heart defects', 'hypocalcemia', 'kidney abnormalities', 'feeding difficulties', 'constipation', 'hypothyroidism', 'hypoparathyroidism', 'thrombocytopenia', 'schizophrenia', 'schizophrenia', 'Cardiac abnormality', 'interrupted aortic arch', 'tetralogy of Fallot', 'Thymic aplasia', 'Hypocalcemia']","[1.0, 0.99, 0.89, 0.89, 0.81, 0.93, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 0.78, 1.0, 0.98, 0.95]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001627', 'HP:0000220', 'HP:0001627', 'HP:0002901', 'HP:0000077', 'HP:0011968', 'HP:0002019', 'HP:0000821', 'HP:0000829', 'HP:0001873', 'HP:0100753', 'HP:0100753', 'HP:0001627', 'HP:0011611', 'HP:0001636', 'HP:0005359', 'HP:0002901']",0.08196721311475409
"['401', '411', '424', '437', '455', '472', '610', '635', '657', '753', '807', '835', '846', '1185', '1316', '1380', '1649', '1829', '1985', '2185']","['409', '422', '435', '453', '466', '484', '624', '651', '668', '776', '830', '844', '860', '1203', '1336', '1402', '1661', '1841', '2005', '2193']","['vomiting', 'dehydration', 'hypotension', 'muscle hypotonia', 'hypothermia', 'hypoglycemia', 'droopy eyelids', 'nasal congestion', 'hypotension', 'orthostatic hypotension', 'orthostatic hypotension', 'dizziness', 'blurred vision', 'excessive sweating', 'exercise intolerance', 'retrograde ejaculation', 'dysautonomia', 'hypoglycemia', 'T-wave abnormalities', 'vomiting']","[0.99, 1.0, 1.0, 1.0, 0.6, 0.84, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 0.86, 0.75, 0.78, 0.97, 0.84, 0.99, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002013', 'HP:0001944', 'HP:0002615', 'HP:0001252', 'HP:0002045', 'HP:0001943', 'HP:0000508', 'HP:0001742', 'HP:0002615', 'HP:0001278', 'HP:0001278', 'HP:0002321', 'HP:0000622', 'HP:0000975', 'HP:0003546', 'HP:0012877', 'HP:0012332', 'HP:0001943', 'HP:0005135', 'HP:0002013']",0.2564102564102564
"['52', '68', '159', '178', '192', '210', '233', '264', '286', '362', '525', '540', '804', '978', '1123', '1442', '1522', '1616', '1665', '1827', '1874', '1982', '2035']","['59', '84', '166', '187', '208', '227', '239', '284', '306', '375', '533', '548', '812', '994', '1136', '1458', '1537', '1623', '1680', '1835', '1881', '1989', '2053']","['febrile', 'febrile seizures', 'seizure', 'myoclonic', 'partial seizures', 'psychomotor delay', 'ataxia', 'cognitive impairment', 'behavioral disorders', 'hyperactivity', 'insomnia', 'seizures', 'seizures', 'febrile seizures', 'hyperactivity', 'Febrile seizures', 'febrile seizure', 'seizure', 'febrile seizure', 'seizures', 'seizure', 'seizure', 'status epilepticus']","[1.0, 1.0, 1.0, 0.64, 0.58, 1.0, 0.82, 0.69, 0.96, 0.98, 0.71, 0.94, 0.94, 1.0, 0.98, 0.59, 1.0, 1.0, 1.0, 0.94, 1.0, 1.0, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, True, True]","['HP:0001945', 'HP:0002373', 'HP:0001250', 'HP:0001336', 'HP:0007359', 'HP:0001263', 'HP:0010867', 'HP:0100543', 'HP:0000708', 'HP:0000752', 'HP:0100785', 'HP:0001250', 'HP:0001250', 'HP:0002373', 'HP:0000752', 'HP:0002373', 'HP:0002373', 'HP:0001250', 'HP:0002373', 'HP:0001250', 'HP:0001250', 'HP:0001250', 'HP:0002133']",0.1111111111111111
['110'],['123'],['Duane anomaly'],[0.97],[False],['HP:0009921'],0.019230769230769232
"['23', '288', '332', '625', '951', '980', '1064', '1092', '1104', '1176', '1256', '1372', '1553', '1913', '2113', '2135', '2198', '2355', '2489', '2516']","['38', '292', '339', '658', '965', '1002', '1088', '1102', '1123', '1198', '1265', '1384', '1557', '1932', '2133', '2144', '2211', '2381', '2493', '2524']","['muscle weakness', 'arms', 'Fatigue', 'shortening of the Achilles tendon', 'Cardiomyopathy', 'dilated cardiomyopathy', 'congestive heart failure', 'arrhythmia', 'irregular heartbeat', 'respiratory impairment', 'pneumonia', ""Gowers' sign"", 'arms', 'muscle contractures', 'lumbar hyperlordosis', 'scoliosis', 'hyperlordosis', 'restricted hip extension).', 'ADHD', 'dyslexia']","[0.66, 1.0, 0.94, 0.73, 0.98, 1.0, 1.0, 0.73, 0.98, 0.86, 1.0, 0.96, 1.0, 0.6, 0.56, 0.88, 1.0, 0.99, 1.0, 0.97]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001324', 'HP:0006779', 'HP:0012378', 'HP:0001771', 'HP:0001638', 'HP:0001644', 'HP:0001635', 'HP:0011675', 'HP:0011675', 'HP:0002093', 'HP:0002090', 'HP:0003391', 'HP:0006779', 'HP:0001371', 'HP:0002938', 'HP:0002650', 'HP:0003307', 'HP:0003093', 'HP:0007018', 'HP:0010522']",0.23684210526315788
"['113', '268', '348', '383', '469', '561', '616', '654', '733', '748', '832', '866', '877', '887', '900', '933', '997', '1197', '1246', '1281', '1308', '1323', '1370', '1664', '1855', '1869', '1905', '1912', '1925', '1962', '2005']","['141', '277', '356', '402', '489', '573', '630', '672', '747', '759', '863', '875', '885', '898', '912', '945', '1008', '1220', '1255', '1305', '1321', '1336', '1387', '1672', '1867', '1884', '1910', '1923', '1945', '1970', '2023']","['gastrointestinal dysmotility', 'dysphagia', 'vomiting', 'delayed development', 'aspiration pneumonia', 'lung disease', 'corneal ulcers', 'excessive sweating', 'slurred speech', 'nasal voice', 'absence of deep tendon reflexes', 'hypotonia', 'enuresis', 'arrhythmias', 'hypertension', 'hypertension', 'hypotension', 'impaired proprioception', 'scoliosis', 'restrictive lung disease', 'abnormal gait', 'short stature', 'visual impairment', 'vomiting', 'hypertension', 'drenching sweat', 'fever', 'tachycardia', 'aspiration pneumonia', 'drooling', 'Pain insensitivity']","[0.61, 0.94, 0.98, 1.0, 1.0, 1.0, 1.0, 0.94, 1.0, 0.99, 0.85, 0.61, 0.9, 0.56, 1.0, 1.0, 0.95, 0.98, 0.95, 0.99, 0.95, 0.67, 1.0, 0.98, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 0.67]","[False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","['HP:0002579', 'HP:0002015', 'HP:0002013', 'HP:0001263', 'HP:0011951', 'HP:0002088', 'HP:0012804', 'HP:0000975', 'HP:0001350', 'HP:0001611', 'HP:0001284', 'HP:0001252', 'HP:0000805', 'HP:0011675', 'HP:0000822', 'HP:0000822', 'HP:0002615', 'HP:0010831', 'HP:0002650', 'HP:0002091', 'HP:0001288', 'HP:0004322', 'HP:0000505', 'HP:0002013', 'HP:0000822', 'HP:0000975', 'HP:0001945', 'HP:0001649', 'HP:0011951', 'HP:0002307', 'HP:0007021']",0.10666666666666667
"['54', '66', '109', '223', '236', '257', '298']","['65', '90', '129', '234', '256', '278', '308']","['polydactyly', 'Congenital heart defects', 'atrial septal defect', 'natal teeth', 'Fingernail dysplasia', 'Short-limbed dwarfism', 'Short ribs']","[0.98, 0.91, 0.69, 0.79, 0.95, 0.89, 0.69]","[False, False, False, False, False, False, False]","['HP:0010442', 'HP:0001627', 'HP:0001631', 'HP:0000695', 'HP:0100798', 'HP:0008873', 'HP:0000773']",0.056338028169014086
"['45', '58', '71', '104', '191', '310', '323', '337']","['56', '69', '84', '120', '206', '321', '335', '364']","['toe-walking', 'rigid spine', 'face weakness', 'calf hypertrophy', 'Muscle weakness', 'bradycardia', 'palpitations', 'Contractures of the muscles']","[0.96, 0.99, 1.0, 0.88, 0.73, 0.99, 1.0, 0.91]","[False, False, False, False, False, False, False, False]","['HP:0040083', 'HP:0003306', 'HP:0030319', 'HP:0008981', 'HP:0001324', 'HP:0001662', 'HP:0001962', 'HP:0001371']",0.038461538461538464
"['20', '71', '313', '609', '707', '763', '926']","['28', '89', '331', '615', '714', '781', '932']","['spotting', 'endometrial cancer', 'endometrial cancer', 'cancer', 'painful', 'endometrial cancer', 'cancer']","[0.97, 1.0, 1.0, 0.99, 0.85, 1.0, 0.99]","[False, False, False, False, False, False, False]","['HP:0100608', 'HP:0012114', 'HP:0012114', 'HP:0002664', 'HP:0012531', 'HP:0012114', 'HP:0002664']",0.25
"['218', '614', '626']","['244', '621', '635']","['sensorineural hearing loss', 'vertigo', 'imbalance']","[0.86, 0.95, 0.99]","[False, False, False]","['HP:0000407', 'HP:0002321', 'HP:0002172']",0.2
['674'],['690'],['cutaneous tumors'],[0.98],[False],['HP:0008069'],0.0
"['40', '62', '80', '117', '131', '167', '190', '203', '216', '264', '325', '353', '384', '496', '540', '575']","['57', '78', '97', '126', '138', '188', '201', '214', '242', '276', '346', '379', '393', '505', '554', '596']","['bleeding tendency', 'thrombocytopenia', 'Bleeding tendency', 'epistaxis', 'purpura', 'macrothrombocytopenia', 'proteinuria', 'nephropathy', 'sensorineural hearing loss', 'oral lesions', 'macrothrombocytopenia', 'sensorineural hearing loss', 'nephritis', 'nephritis', 'kidney failure', 'macrothrombocytopenia']","[0.61, 0.94, 1.0, 0.86, 1.0, 0.99, 0.66, 0.96, 0.8, 0.81, 0.99, 0.8, 0.98, 0.98, 0.98, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001892', 'HP:0001873', 'HP:0001892', 'HP:0000421', 'HP:0000979', 'HP:0040185', 'HP:0000093', 'HP:0000112', 'HP:0000407', 'HP:0100649', 'HP:0040185', 'HP:0000407', 'HP:0000123', 'HP:0000123', 'HP:0000083', 'HP:0040185']",0.2413793103448276
